CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1077241-13-LP24;1;42152410;42152400;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Materiales dentales;Materiales de impresión alginatos dentales;Bolsas de Alginato. Tipo I o de fraguado rápido y libre de polvo.;Unidad;130.0;;;0.0;0.0
1077241-13-LP24;2;42152457;42152400;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Materiales dentales;Kits de cementado dental;Cemento de vidrio ionómero multicure dual para cementar bandas.;Unidad;10.0;;;0.0;0.0
1077241-13-LP24;3;42152103;42152100;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros dentales para impresión;Adhesivos de cubetas de impresión dental;Kit adhesivo de resina compuesta fotocurado transbond XT para cementado de brakets.;Unidad;50.0;;;0.0;0.0
1077241-13-LP24;4;42152103;42152100;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros dentales para impresión;Adhesivos de cubetas de impresión dental;Adhesivo monocomponente universal - autograbado;Unidad;28.0;;;0.0;0.0
1077241-13-LP24;5;42151635;42151600;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;Expulsores dentales de saliva o aparatos de succión oral o suministros;Bolsa de Eyector de 100 unidades;Unidad;100.0;;;0.0;0.0
1077241-13-LP24;6;42152418;42152400;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Materiales dentales;Productos dentales de yeso;Bolsa de 1 kilo Yeso pierda amarillo;kilogramo;10.0;;;0.0;0.0
1077241-13-LP24;7;42151811;42151800;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Rellenos y acabados dentales y suministros para pulir;Vasos o sets de pulido odontológicos;Bolsa de Vaso desechable tamaño pequeño de 120 cc - 50 unidades;Paquete;80.0;;;0.0;0.0
1077241-13-LP24;8;42152420;42152400;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Materiales dentales;Ceras de fundición para incrustado dental;Cera de alivio para ortodoncia;Unidad;420.0;;;0.0;0.0
1077241-13-LP24;9;42152703;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;Pernos o puntales dentales o suministros relacionados;Kit brackets gemini MBT slot 0.022;Unidad;420.0;;;0.0;0.0
1077241-13-LP24;10;42152712;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;Bandas de muelas ortodónticas;Bandas de ortodoncia primeros  molares   superiores  derecha MBT - UR 36 - BANDA  CON TUBO SIMPLE SOLDADO P/B MICROARENADA 1º MOLAR SUPERIOR DERECHO;Unidad;200.0;;;0.0;0.0
