CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-114-LP25;1;Educación, formación, entrenamiento y capacitación / Servicios educativos especializados / Escuelas para personas discapacitadas;86131904;Servicios de rehabilitación especializada para personas discapacitadas;ADQUISICIÓN DE PRESTACIONES PARA PROGRAMA DE REHABILITACIÓN TIPO II PARA EL SERVICIO DE SALUD OSORNO EN LA CIUDAD DE OSORNO;Unidad;1.0;65.129.460-6;AGRUPACION DE MONITORES PARA REHABILITACION EN SALUD MENTAL (AMORE);22315.0;1.0
1057922-57-LP25;1;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211507;Computadores de escritorio;COMPUTADOR AIO;Unidad;93.0;96.523.180-3;OPCIONES SA SISTEMAS DE INFORMACION;1078800.0;93.0
1057922-57-LP25;2;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211503;Notebook, laptop o computador portátil excepto Tablet PC;NOTEBOOK;Unidad;5.0;96.513.980-k;RICOH CHILE S.A;977732.0;5.0
1057922-57-LP25;3;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211503;Notebook, laptop o computador portátil excepto Tablet PC;NOTEBOOK + CARRO DE ARRASTRE;Unidad;1.0;96.523.180-3;OPCIONES SA SISTEMAS DE INFORMACION;1142400.0;1.0
1057922-57-LP25;4;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212110;Impresoras multifunción o multifuncionales;IMPRESORA MULTIFUNCIONAL;Unidad;3.0;76.596.570-5;SOCIEDAD COMERCIAL ALCA LIMITADA;229900.0;3.0
1057922-57-LP25;5;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212108;Impresoras de cinta térmica;IMPRESORA TÉRMICA;Unidad;10.0;86.132.100-2;DEMARKA S A;410991.0;10.0
1057922-55-LE25;1;Artículos para estructuras, obras y construcciones / Equipo para construcción y mantenimiento / Escaleras y andamios;30191505;Taburete escalonado;SET EQUIPAMIENTO APOYO CLÍNICO;Unidad;1.0;;;0.0;0.0
1057922-55-LE25;2;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Estetoscopio y artículos relacionados;42182103;Estetoscopio mecánico o accesorios;SET EQUIPAMIENTO DIAGNOSTICO;Unidad;1.0;;;0.0;0.0
1057922-55-LE25;3;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295106;Bandejas mayo de regazo o estantes mayo para uso quirúrgico;MESA MAYO;Unidad;14.0;;;0.0;0.0
1057922-55-LE25;4;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Transporte de equipo médico y traslado de productos;42192404;Carros médicos o accesorios;CARRO DE TRANSPORTE TRIMODULAR;Unidad;6.0;;;0.0;0.0
1057922-55-LE25;5;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192001;Mesas de examen o de procedimiento clínico para uso general;MESA KILLIAN;Unidad;1.0;77.901.916-0;CROMED SPA;140000.0;1.0
1057922-55-LE25;6;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192001;Mesas de examen o de procedimiento clínico para uso general;MESA TOMA DE MUESTRAS;Unidad;3.0;78.496.530-9;SOC DE COMERCIALIZACION REPRESENTAC IMPORTACION Y EXPORT COL BO LTDA;394950.0;3.0
1057922-55-LE25;7;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos de comprobación y tratamiento de las funciones pulmonares;42271604;Flujómetros bucal;FLUJÓMETRO DE WRIGHT;Unidad;4.0;;;0.0;0.0
