CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1077241-24-L124;1;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;Apósito Tull de Plata Nanocristalina 1 Capa 4 x 4 cm;Unidad;24.0;93.366.000-1;COMERCIAL LBF LIMITADA;5850.0;25.0
1077241-24-L124;2;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para terapia respiratoria en aerosol y humidificación;42271802;Nebulizadores o accesorios;AEROCAMARA ADULTO;Unidad;30.0;80.447.400-5;MUNNICH PHARMA MEDICAL SPA;2467.0;30.0
1077241-24-L124;3;Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas;42142523;Agujas hipodérmicas;Agujas N°19 G;Unidad;100.0;76.205.137-0;COMERCIAL INTERMEDICA LIMITADA;20.0;100.0
1077241-24-L124;4;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos;51102710;Antisépticos basados en alcohol o acetona;Alcohol al 70% de 250 ml.;Frasco;10.0;78.838.070-4;SERVICIOS Y ASESORIAS HEALTHSTORE SPA;879.0;10.0
1077241-24-L124;5;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos;51102710;Antisépticos basados en alcohol o acetona;Alcohol gel tópico al 70% de 340 ml.;Frasco;5.0;78.838.070-4;SERVICIOS Y ASESORIAS HEALTHSTORE SPA;1139.0;5.0
1077241-24-L124;6;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Tuberías, juegos de administración y productos relacionados intravenosos y arteriales;42221609;Juegos de administración de tubos arteriales o intravenosos;Bajada de suero macrogoteo 20 gotas/ml.;Unidad;200.0;96.625.950-7;TECNIKA S A;170.0;200.0
1077241-24-L124;7;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Accesorios, catéteres y cánulas intravenosas y arteriales;42221504;Catéteres intravenosos periféricos para uso general;Catéter venoso periférico N°20G;Unidad;100.0;99.593.170-2;CEGAMED CHILE S A;170.0;100.0
1077241-24-L124;8;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Accesorios, catéteres y cánulas intravenosas y arteriales;42221504;Catéteres intravenosos periféricos para uso general;Catéter venoso periférico N°22G;Unidad;100.0;99.593.170-2;CEGAMED CHILE S A;170.0;100.0
1077241-24-L124;9;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Termopolímero de acrilato/Polifenilmetilsiloxano/Hexametidisiloxano e Isooctano, (igual o similar a CAVILON).;Frasco;4.0;92.288.000-k;DROGUERIA HOFMANN LIMITADA Y COMPANIA SOCIEDAD EN COMANDITA POR ACCION;7415.0;12.0
1077241-24-L124;10;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Glicéridos hiperoxigenados de ácidos grasos esenciales (linolénico, linoléico, palmítico y esteárico), fitoesteroles y tocoferol (igual o similar CORPITOL).;Frasco;3.0;77.190.880-2;SOC IMPORTADORA OPTIVISION LIMITADA;8000.0;3.0
1077241-24-L124;11;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;Apósito cloruro de diaquilcarbamilo 7 x 9 cm (igual o similar DACC MALLA);Unidad;40.0;76.352.414-0;SCHONFELDT VIDAMEDICA SPA;5300.0;40.0
1077241-24-L124;12;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;ESPUMA LIMPIADORA DE HERIDAS 400 ml (similar a Vashe);Frasco;2.0;76.706.567-1;HOSPIMEDICA SPA;17000.0;2.0
1077241-24-L124;13;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311511;Vendas de gasa;GASA NO TEJIDA ESTERIL 10 X10 CM.;Unidad;150.0;80.447.400-5;MUNNICH PHARMA MEDICAL SPA;53.0;150.0
1077241-24-L124;14;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311511;Vendas de gasa;GASA NO TEJIDA ESTERIL 5 X 5 CM,.;Unidad;200.0;80.447.400-5;MUNNICH PHARMA MEDICAL SPA;18.0;200.0
1077241-24-L124;15;Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios;42132205;Guantes quirúrgicos;GUANTES LATEX SIN TALCO TALLA S;Unidad;400.0;76.205.137-0;COMERCIAL INTERMEDICA LIMITADA;45.0;400.0
1077241-24-L124;16;Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios;42132205;Guantes quirúrgicos;GUANTES NITRILO TALLA S;Caja;6.0;80.447.400-5;MUNNICH PHARMA MEDICAL SPA;1790.0;6.0
1077241-24-L124;17;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142609;Jeringas médicas con aguja;JERINGAS C/AGUJAS N°21 DE 5 ML.;Unidad;6100.0;80.447.400-5;MUNNICH PHARMA MEDICAL SPA;36.0;6100.0
1077241-24-L124;18;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142609;Jeringas médicas con aguja;JERINGAS C/AGUJAS N°21 DE 10 ML.;Unidad;500.0;80.447.400-5;MUNNICH PHARMA MEDICAL SPA;47.0;500.0
1077241-24-L124;20;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142609;Jeringas médicas con aguja;JERINGAS C/AGUJAS N°21 DE 20 ML.;Unidad;100.0;80.447.400-5;MUNNICH PHARMA MEDICAL SPA;56.0;100.0
1077241-24-L124;20;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Accesorios, catéteres y cánulas intravenosas y arteriales;42221504;Catéteres intravenosos periféricos para uso general;LLAVE 3 PASOS;Unidad;100.0;92.288.000-k;DROGUERIA HOFMANN LIMITADA Y COMPANIA SOCIEDAD EN COMANDITA POR ACCION;110.0;100.0
1077241-24-L124;21;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;Apósito antimicrobiano HydroBalance (PHMB);Unidad;15.0;77.163.292-0;SALUDCENTER SPA;10250.0;15.0
1077241-24-L124;22;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Agua purificada, 0,1 % Undecilenamidopropil betaína, 0,1 % Polihexanida (PRONTOSAN GEL);Frasco;4.0;76.205.137-0;COMERCIAL INTERMEDICA LIMITADA;22800.0;4.0
1077241-24-L124;23;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Cintas adhesivas médicas y quirúrgicas y productos relacionados;42311708;Cintas adhesivas médicas y quirúrgicas para el uso general;TELA MICROPORE DE 2.5 X 9 METROS;Rollo;24.0;96.625.950-7;TECNIKA S A;350.0;24.0
1077241-24-L124;24;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Cintas adhesivas médicas y quirúrgicas y productos relacionados;42311708;Cintas adhesivas médicas y quirúrgicas para el uso general;TELA MICROPORE DE 5 CM;Rollo;24.0;96.625.950-7;TECNIKA S A;550.0;24.0
1077241-24-L124;25;Equipamiento y suministros médicos / Suministros y productos clínicos / Torundas de algodón y aplicadoras de algodón;42141504;Aplicadores o absorbentes médicos;TORULAS DE ALGODON 0.5 GR BOLSA 100 UNIDADES.;Bolsa;6.0;76.205.137-0;COMERCIAL INTERMEDICA LIMITADA;800.0;6.0
1077241-24-L124;26;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;TUL SILICONADO 7.5 X 10 CM.;Unidad;15.0;77.163.292-0;SALUDCENTER SPA;1800.0;15.0
1077241-24-L124;27;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Solución de Ácido Hipocloroso (igual o similar HOCl VASHE);Frasco;6.0;77.190.880-2;SOC IMPORTADORA OPTIVISION LIMITADA;17137.0;6.0
1077241-24-L124;28;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;VENDA SEMIELASTICA 4 CM X 4 MTS.;Rollo;50.0;76.186.732-6;BSN MEDICAL SPA;159.0;60.0
1077241-24-L124;29;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;VENDA SEMIELASTICA 12 CM X 4 MTS.;Rollo;50.0;93.366.000-1;COMERCIAL LBF LIMITADA;270.0;60.0
1077241-24-L124;30;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos para medir temperatura y calor;41112213;Termómetros de mano;TERMÓMETRO DÍGITAL INFRAROJO SIN CONTACTO;Unidad;2.0;78.838.070-4;SERVICIOS Y ASESORIAS HEALTHSTORE SPA;5200.0;2.0
