CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-49-LE25;1;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Servicios de atención primaria;85121502;Consultas de médicos de atención primaria;ADQUISICIÓN DE PRESTACIONES DE REHABILITACIÓN INTEGRAL PARA EVALUACIÓN DIAGNÓSTICA Y TRATAMIENTO EN NIÑOS, NIÑAS Y ADOLESCENTES CON TRASTORNO DEL ESPECTRO AUTISTA;Unidad;1.0;;;0.0;0.0
1057922-13-LP25;1;Equipamiento para laboratorios / Suministros para laboratorios / Estantes, soportes y bandejas de laboratorio;41122808;Bandejas de uso general;BANDEJA ACERO INOXIDABLE;Unidad;4.0;88.041.000-8;OLLER Y CIA LTDA;86919.0;4.0
1057922-13-LP25;2;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Evaluación de diagnóstico y productos para examen de uso general;42181515;Bandejas de examen;BANDEJA EXAMEN (DIAGNÓSTICO DENTAL);Unidad;160.0;76.311.356-6;MAINZ MEDICAL SPA;44517.0;160.0
1057922-13-LP25;3;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Suministros dentales generales;42152508;Jeringas dentales, agujas o jeringas con agujas;JERINGAS CARPULE;Unidad;120.0;76.311.356-6;MAINZ MEDICAL SPA;40241.0;120.0
1057922-13-LP25;4;Equipamiento y suministros médicos / Suministros y productos clínicos / Palanganas y bacinillas de cama y orinales y equipos de ingreso;42141606;Palanganas médicas para fines múltiples;RIÑÓN ACERO INOXIDABLE;Unidad;49.0;76.139.337-5;ENDOTEC S.A.;13881.0;49.0
1057922-13-LP25;5;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151661;Estuches o bolsas de instrumental odontológico;SET BÁSICO OPERATORIO DENTAL;Unidad;8.0;76.311.356-6;MAINZ MEDICAL SPA;235165.0;8.0
1057922-13-LP25;6;Equipamiento y suministros médicos / Suministros y productos clínicos / Productos médicos para vacío y succión;42142405;Estuches para sets de instrumental médico o sus accesorios;SET CIRUGÍA MENOR;Unidad;9.0;76.139.337-5;ENDOTEC S.A.;510446.0;9.0
1057922-13-LP25;7;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151661;Estuches o bolsas de instrumental odontológico;SET COMPLEJO OPERATORIO DENTAL;Unidad;4.0;88.041.000-8;OLLER Y CIA LTDA;3017230.0;4.0
1057922-13-LP25;8;Equipamiento y suministros médicos / Suministros y productos clínicos / Productos médicos para vacío y succión;42142405;Estuches para sets de instrumental médico o sus accesorios;SET CURACIÓN;Unidad;64.0;76.139.337-5;ENDOTEC S.A.;33089.0;64.0
1057922-13-LP25;9;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295105;Mesas de instrumentos para uso de parto obstétrico o quirúrgico, accesorios o productos relacionados;SET DE PARTO;Unidad;2.0;88.041.000-8;OLLER Y CIA LTDA;691575.0;2.0
1057922-13-LP25;10;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Sutura y productos relacionados;42312202;Equipos o bandejas o paquetes o juegos de sutura;SET DE SUTURA;Unidad;24.0;76.311.356-6;MAINZ MEDICAL SPA;331128.0;24.0
1057922-13-LP25;11;Equipamiento y suministros médicos / Productos quirúrgicos / Distractores, extendedores, separadores quirúrgicos y productos relacionados;42293303;Espéculos quirúrgicos;SET ESPÉCULOS;Unidad;8.0;;;0.0;0.0
1057922-13-LP25;12;Equipamiento y suministros médicos / Suministros y productos clínicos / Equipo y suministros de obstetricia y ginecología;42143102;Dispositivos uterinos o accesorios;SET EXAMEN GINECOLÓGICO;Unidad;10.0;76.139.337-5;ENDOTEC S.A.;85551.0;10.0
1057922-13-LP25;13;Equipamiento y suministros médicos / Suministros y productos clínicos / Equipo y suministros de obstetricia y ginecología;42143105;Unidades de extracción de obstetricia o accesorios;SET EXTRACCIÓN IMPLANTE;Unidad;6.0;88.041.000-8;OLLER Y CIA LTDA;94477.0;6.0
1057922-13-LP25;14;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151659;Kit de extracción de fragmentos dentales;SET EXTRACCIONES (CIRUGÍA MENOR DENTAL);Unidad;4.0;88.041.000-8;OLLER Y CIA LTDA;3476780.0;4.0
1057922-13-LP25;15;Equipamiento y suministros médicos / Suministros y productos clínicos / Equipo y suministros de obstetricia y ginecología;42143101;Catéteres o kits intrauterinos;SET INSERCIÓN DIU;Unidad;6.0;;;0.0;0.0
1057922-13-LP25;16;Equipamiento y suministros médicos / Suministros y productos clínicos / Equipo y suministros de obstetricia y ginecología;42143101;Catéteres o kits intrauterinos;SET INSERCIÓN IMPLANTE;Unidad;6.0;88.041.000-8;OLLER Y CIA LTDA;94477.0;6.0
1057922-13-LP25;17;Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo;53131618;Utensilios de pedicura;SET INSTRUMENTAL DE PODOLOGÍA;Unidad;15.0;76.311.356-6;MAINZ MEDICAL SPA;772935.0;15.0
1057922-13-LP25;18;Equipamiento y suministros médicos / Productos quirúrgicos / Cánulas, puntas y estiletes de irrigación, succión quirúrgica y productos relacionados;42293508;Suministros y accesorios de irrigación o aspiración otorrinolaringológica;SET LAVADO DE OÍDOS;Unidad;3.0;76.311.356-6;MAINZ MEDICAL SPA;86949.0;3.0
1057922-13-LP25;19;Equipamiento y suministros médicos / Suministros y productos clínicos / Productos y accesorios de otorrinolaringología;42143502;Dispositivos de irrigación nasal o accesorios;SET TAPONAMIENTO NASAL;Unidad;6.0;76.311.356-6;MAINZ MEDICAL SPA;257354.0;6.0
