CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-106-L124;1;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Consultorías para el desarrollo de recursos humanos;80111504;Formación, capacitación y entrenamiento de personal;CURSO PROGRAMA DE REANIMACIÓN NEONATAL (PRN) PARA 15 Médicos en Etapa de Destinación y Formación del SSO de primero a segundo año.;Unidad;1.0;;;0.0;0.0
1077241-8-LQ24;1;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Laboratorios clínicos;85121808;Laboratorios de rayos X;CONVENIO EXÁMENES DE ECOTOMOGRAFÍAS MAMARIAS BILATERALES EN LA COMUNA DE OSORNO, PERIODO 2024-2025;Unidad;1.0;;;0.0;0.0
1057922-21-LP24;1;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Transporte de equipo médico y traslado de productos;42192401;Carros de resucitación de emergencia;CARRO DE PARO;Unidad;2.0;76.116.604-2;BLUEMEDICAL SPA;4400000.0;2.0
1057922-21-LP24;2;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192207;Camillas de paciente o accesorios de camilla;CAMILLA DE TRANSPORTE;Unidad;1.0;78.874.470-6;STRYKER CORPORATION CHILE Y COMPANIA LIMITADA;3600000.0;1.0
1057922-21-LP24;3;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192207;Camillas de paciente o accesorios de camilla;CAMILLA GINECOLÓGICA;Unidad;1.0;;;0.0;0.0
1057922-21-LP24;4;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192207;Camillas de paciente o accesorios de camilla;CAMILLA RODABLE REGULABLE EN ALTURA;Unidad;2.0;76.116.604-2;BLUEMEDICAL SPA;2340000.0;2.0
1057922-21-LP24;5;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Artículos para imágenes de ultrasonido, doppler y eco;42201701;Ultrasonido cardiaco o doppler o unidades de eco o cardioscopios;DETECTORES LATIDOS CARDIOFETALES;Unidad;4.0;96.533.330-4;HEMISFERIO SUR S.A.;385000.0;4.0
1057922-21-LP24;6;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192001;Mesas de examen o de procedimiento clínico para uso general;MESA TOMA DE MUESTRAS;Unidad;4.0;59.077.290-9;NIPRO MEDICAL CORPORATION (AGENCIA EN CHILE);499000.0;4.0
1057922-21-LP24;7;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Oxímetros de pulso;42181801;Unidades de oxímetros de pulso;SATURÓMETRO PORTÁTIL;Unidad;14.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;439800.0;14.0
1057922-21-LP24;8;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos mecánicos;41114509;Tensiómetros;TENSIÓMETRO ANEROIDE;Unidad;17.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;499800.0;17.0
1057922-21-LP24;9;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Productos de resucitación de emergencia;42172101;Desfibriladores externos automatizados (AED) o paletas rígidas;DEA;Unidad;2.0;79.895.670-1;PV EQUIP  SA;1596563.0;2.0
1057922-21-LP24;10;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos de comprobación y tratamiento de las funciones pulmonares;42271602;Espirómetros, accesorios o suministros;ESPIRÓMETRO;Unidad;2.0;;;0.0;0.0
1057922-21-LP24;11;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Productos de resucitación de emergencia;42172101;Desfibriladores externos automatizados (AED) o paletas rígidas;MONITOR DESFIBRILADOR;Unidad;1.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;4870000.0;1.0
1057922-21-LP24;12;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de control de cuidado intenso y productos relacionados;42181904;Unidades de transporte o de señales vitales móviles de multiparámetro o accesorios;MONITOR S.V. BÁSICO;Unidad;1.0;;;0.0;0.0
1057922-21-LP24;13;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo de enfriamiento para laboratorio;41103011;Refrigeradores o congeladores de uso general;REFRIGERADOR CLÍNICO 400L;Unidad;1.0;;;0.0;0.0
