CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1077241-5-LE25;1;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151644;Apoyos dentales para la boca;ALAMBRE PARA CONTENCIÓN TRENZADO BOND-A- BRAID;Tubo;20.0;;;0.0;0.0
1077241-5-LE25;2;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;ROLLO CADENETA ELÁSTICA CORTA GRIS;Rollo;21.0;77.133.853-4;ALLDENTAL SPA;8118.0;21.0
1077241-5-LE25;3;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;CADENETA ELÁSTICA CONTINUA GRIS;Unidad;21.0;77.133.853-4;ALLDENTAL SPA;8118.0;21.0
1077241-5-LE25;4;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;ROLLO CADENETA ELÁSTICA LARGA GRIS;Rollo;21.0;77.133.853-4;ALLDENTAL SPA;8118.0;21.0
1077241-5-LE25;5;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152713;Alicates ortodónticos;ALICATE UNIVERSAL WEINGART COD 003-120-00 –;Unidad;2.0;;;0.0;0.0
1077241-5-LE25;6;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152713;Alicates ortodónticos;ALICATE DE CORTE DISTAL COD 003-700-00;Unidad;7.0;;;0.0;0.0
1077241-5-LE25;7;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152713;Alicates ortodónticos;ALICATE DE CORTE LIGADURAS MINI COD 014-151-00;Unidad;7.0;;;0.0;0.0
1077241-5-LE25;8;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152713;Alicates ortodónticos;ALICATE ANGLE/TWEED PARA DOBLAR ARCOS COD 003-442-00 -;Unidad;4.0;;;0.0;0.0
1077241-5-LE25;9;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152713;Alicates ortodónticos;ALICATE PARA QUITAR BRACKTES COD 004-346-00- ACERO INOXIDABLE;Unidad;3.0;;;0.0;0.0
1077241-5-LE25;10;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152713;Alicates ortodónticos;ALICATE 3 PUNTAS REF 003-200-00 - ACERO INOXIDABLE;Unidad;2.0;;;0.0;0.0
1077241-5-LE25;11;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151644;Apoyos dentales para la boca;RETRACTOR DE LABIOS Y MEJILLA PLÁSTICO TRANSPARENTE PARA CEMENTACIÓN DE BRACKET;Unidad;6.0;;;0.0;0.0
1077241-5-LE25;12;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151627;Espejos o mangos de espejos dentales;ESPEJO DE RODIO PARA FOTOGRAFÍA INTRAORAL OCLUSAL ESTERILIZABLE;Unidad;4.0;77.133.853-4;ALLDENTAL SPA;32294.0;4.0
1077241-5-LE25;13;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151640;Pinzas dentales;PINZA PARA TUBOS  CON PRENSIÓN CONTÍNUA;Unidad;4.0;77.133.853-4;ALLDENTAL SPA;10336.0;4.0
1077241-5-LE25;14;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151640;Pinzas dentales;KIT POSICIONADOR DE BRACKTES  2-2.5/3-3.5/4-4.5/5-5.5;Kit;2.0;;;0.0;0.0
1077241-5-LE25;15;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 1/8 light (2 oz), 100 unidades por paquete. Similar Unitek.;Paquete;490.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;490.0
1077241-5-LE25;16;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 1/8 heavy (6 oz), 100 unidades por paquete. Similar Unitek.;Paquete;950.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;950.0
1077241-5-LE25;17;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 1/8 medium (4 oz) 100 unidades por paquete. Similar Unitek.;Paquete;950.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;950.0
1077241-5-LE25;18;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 5/16 light  (2 oz)  100 unidades por paquete. Similar Unitek.;Paquete;2500.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;2500.0
1077241-5-LE25;19;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 5/16  medium (4 oz) 100 unidades por paquete. Similar Unitek.;Paquete;2500.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;2500.0
1077241-5-LE25;20;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 5/16  heavy (6 oz)   100 unidades por paquete. Similar Unitek;Paquete;490.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;490.0
1077241-5-LE25;21;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 3/16 light (2 oz) 100 unidades por paquete. Similar Unitek.;Paquete;490.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;490.0
1077241-5-LE25;22;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 3/16 medium (4 oz) 100 unidades por paquete. Similar Unitek.;Paquete;960.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;950.0
1077241-5-LE25;23;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;Elásticos intraorales de látex 3/16 heavy (6 oz) 100 unidades por paquete. Similar Unitek.;Paquete;950.0;79.673.350-0;ARTICULOS DENTALES ORTOTEK - PUNTO DENTAL LIMITADA;685.0;950.0
