CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-130-L125;1;72101506;72101500;Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Servicios de apoyo para la construcción;Servicios de mantenimiento de ascensores;Servicio de certificación de Ascensores de los Hospital Pu Mülen de Quilacahuín y Füta Srüka Lawenche Künko Mapu Mo de San Juan de la Costa;Unidad;1.0;76.954.737-1;DS CERTIFICACIONES SPA;1237600.0;1.0
1057532-6-LR26;1;43212110;43212100;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;Impresoras multifunción o multifuncionales;SERVICIO DE ARRIENDO IMPRESORAS MULTIFUNCIONALES PARA EL SERVICIO DE SALUD OSORNO Y ESTABLECIMIENTOS DEPENDIENTES;Unidad;1.0;;;0.0;0.0
1057532-123-CO25;1;85122201;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;Exámenes médicos;SERVICIO DE INFORMES: INTERPRETACIÓN Y DIAGNÓSTICO DEL MONITOREO AMBULATORIO DE PRESIÓN ARTERIAL (HOLTER DE PRESIÓN ARTERIAL) POR VÍA TELEMÁTICA, CON ARRIENDO DE EQUIPOS PARA 17 ESTABLECIMIENTOS DE APS DE LA PROVINCIA DE OSORNO,   AÑOS 2025 - 2026;Unidad;1.0;;;0.0;0.0
1057922-2-LP26;1;42181515;42181500;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Evaluación de diagnóstico y productos para examen de uso general;Bandejas de examen;BANDEJA ACERO INOXIDABLE;Unidad;4.0;;;0.0;0.0
1057922-2-LP26;2;42181515;42181500;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Evaluación de diagnóstico y productos para examen de uso general;Bandejas de examen;BANDEJA EXAMEN (DIAGNÓSTICO);Unidad;180.0;;;0.0;0.0
1057922-2-LP26;3;42152508;42152500;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Suministros dentales generales;Jeringas dentales, agujas o jeringas con agujas;JERINGAS CARPULE;Unidad;120.0;;;0.0;0.0
1057922-2-LP26;4;42141606;42141600;Equipamiento y suministros médicos / Suministros y productos clínicos / Palanganas y bacinillas de cama y orinales y equipos de ingreso;Palanganas médicas para fines múltiples;RIÑÓN ACERO INOXIDABLE;Unidad;49.0;;;0.0;0.0
1057922-2-LP26;5;42142405;42142400;Equipamiento y suministros médicos / Suministros y productos clínicos / Productos médicos para vacío y succión;Estuches para sets de instrumental médico o sus accesorios;SET BÁSICO OPERATORIO;Unidad;12.0;;;0.0;0.0
1057922-2-LP26;6;42142405;42142400;Equipamiento y suministros médicos / Suministros y productos clínicos / Productos médicos para vacío y succión;Estuches para sets de instrumental médico o sus accesorios;SET CIRUGÍA MENOR;Unidad;14.0;;;0.0;0.0
1057922-2-LP26;7;42295132;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Estuches para instrumentos quirúrgicos o accesorios;SET COMPLEJO OPERATORIO;Unidad;6.0;;;0.0;0.0
1057922-2-LP26;8;42142405;42142400;Equipamiento y suministros médicos / Suministros y productos clínicos / Productos médicos para vacío y succión;Estuches para sets de instrumental médico o sus accesorios;SET CURACIÓN;Unidad;109.0;;;0.0;0.0
1057922-2-LP26;9;42312202;42312200;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Sutura y productos relacionados;Equipos o bandejas o paquetes o juegos de sutura;SET SUTURA;Unidad;23.0;;;0.0;0.0
1057922-2-LP26;10;42182013;42182000;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Espéculos y accesorios para auscultación médica;Especulo del examen vaginal;SET ESPÉCULOS;Unidad;16.0;;;0.0;0.0
1057922-2-LP26;11;42143106;42143100;Equipamiento y suministros médicos / Suministros y productos clínicos / Equipo y suministros de obstetricia y ginecología;Kits de drenaje ginecológico o accesorios;SET EXAMEN GINECOLÓGICO;Unidad;16.0;;;0.0;0.0
1057922-2-LP26;12;42291802;42291800;Equipamiento y suministros médicos / Productos quirúrgicos / Abrazaderas quirúrgicas, fórceps, ligadores quirúrgicos e instrumentos relacionados;Abrazaderas, pinzas o fórceps quirúrgicos, o accesorios;SET EXTRACCIONES (CIRUGÍA MENOR);Unidad;6.0;;;0.0;0.0
1057922-2-LP26;13;42143102;42143100;Equipamiento y suministros médicos / Suministros y productos clínicos / Equipo y suministros de obstetricia y ginecología;Dispositivos uterinos o accesorios;SET INSERCIÓN DIU;Unidad;12.0;;;0.0;0.0
1057922-2-LP26;14;53131618;53131600;Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo;Utensilios de pedicura;SET INSTRUMENTAL DE PODOLOGÍA;Unidad;6.0;;;0.0;0.0
1057922-2-LP26;15;42142601;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;Jeringas médicas de aspiración o irrigación;SET LAVADO DE OÍDOS;Unidad;3.0;;;0.0;0.0
1057922-2-LP26;16;42271710;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;Catéteres o kits de cateterización nasal médica;SET TAPONAMIENTO NASAL;Unidad;9.0;;;0.0;0.0
