CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057922-51-LE25;1;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos de medición de peso;41111501;Balanzas electrónicas de carga superior;Set de Balanzas;Kit;1.0;;;0.0;0.0
1057922-51-LE25;2;Equipos y suministros de imprenta, fotográficos y audiovisuales / Equipos de video, filmación o fotografía / Equipos y suministros de producción de microfilmes;45121805;Componentes de cámara de microfilmes o accesorios;Cámara fotográfica compacta;Unidad;1.0;;;0.0;0.0
1057922-51-LE25;3;Muebles, accesorios, electrodomésticos y productos electrónicos / Aparatos electrodomésticos / Electrodomésticos para cocina;52141504;Cocinas domésticas;Cocina doméstica 4 platos;Unidad;1.0;;;0.0;0.0
1057922-51-LE25;4;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo de mecánica de fluidos;41103317;Instrumentos de medición de la tensión superficial;Termohigrómetro;Unidad;6.0;;;0.0;0.0
1057922-51-LE25;5;Equipamiento para manejo y estiba de materiales / Recipientes para almacenamiento / Bolsas;24111505;Contenedores a granel intermedios flexibles;Set de contenedores;Kit;1.0;;;0.0;0.0
1057922-51-LE25;6;Equipamiento para manejo y estiba de materiales / Recipientes para almacenamiento / Bolsas;24111505;Contenedores a granel intermedios flexibles;Basurero Urbano Interior;Unidad;6.0;;;0.0;0.0
1057922-51-LE25;7;Muebles y mobiliario / Muebles comerciales e industriales / Muebles, escritorios y sistemas no modulares;56111707;Estantería no modular;Set Estantería Acero Inoxidable;Kit;1.0;;;0.0;0.0
1057922-51-LE25;8;Muebles y mobiliario / Muebles comerciales e industriales / Muebles, escritorios y sistemas no modulares;56111707;Estantería no modular;Set de lockers;Kit;1.0;;;0.0;0.0
1057922-51-LE25;9;Muebles y mobiliario / Muebles comerciales e industriales / Muebles, escritorios y sistemas no modulares;56111707;Estantería no modular;Set Estantería Rack;Kit;1.0;;;0.0;0.0
1057922-51-LE25;10;Muebles, accesorios, electrodomésticos y productos electrónicos / Equipos y accesorios audiovisuales / Equipos audiovisuales y de electrónica menor;52161510;Equipo de música;Equipo de música;Unidad;1.0;77.372.975-1;SUR SPA;415000.0;1.0
1057922-51-LE25;11;Maquinaria para construcción y edificación / Maquinaria pesada de construcción / Equipos de pavimentación;22101620;Máquinas de limpieza o acabado de juntas;Hidrolavadora;Unidad;1.0;;;0.0;0.0
1057922-51-LE25;12;Maquinaria para fabricación y transformación industrial / Maquinaria para textiles y tejidos / Maquinaria para transformación textil;23121501;Maquinaria para bordados;Máquina de coser;Unidad;1.0;;;0.0;0.0
1057922-51-LE25;13;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Hornos de laboratorio y accesorios;41104507;Hornos microondas de laboratorio;Microondas;Unidad;3.0;77.372.975-1;SUR SPA;127700.0;3.0
