CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057922-22-LP25;1;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Armarios o muebles clínicos;42191907;Armarios o baúles de almacenamiento de instrumental médico;Caja Vascular Fístula;Unidad;5.0;;;0.0;0.0
1057922-22-LP25;2;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Armarios o muebles clínicos;42191907;Armarios o baúles de almacenamiento de instrumental médico;Caja Vascular Periférica;Unidad;3.0;;;0.0;0.0
1057922-22-LP25;3;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Armarios o muebles clínicos;42191907;Armarios o baúles de almacenamiento de instrumental médico;Caja Vascular Abdominal;Unidad;2.0;;;0.0;0.0
1057922-22-LP25;4;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Armarios o muebles clínicos;42191907;Armarios o baúles de almacenamiento de instrumental médico;Caja CX Menor;Unidad;4.0;;;0.0;0.0
1057922-15-LR25;1;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA VARICES;Unidad;6.0;96.756.540-7;B BRAUN MEDICAL SPA;2973310.0;6.0
1057922-15-LR25;2;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Armarios o muebles clínicos;42191907;Armarios o baúles de almacenamiento de instrumental médico;CAJA COLECISTECTOMÍA;Unidad;6.0;96.756.540-7;B BRAUN MEDICAL SPA;31861300.0;6.0
1057922-15-LR25;3;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA HERNIA;Unidad;4.0;96.756.540-7;B BRAUN MEDICAL SPA;3997220.0;4.0
1057922-15-LR25;4;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA AMIGDALECTOMÍA-MC IVOR;Unidad;3.0;96.756.540-7;B BRAUN MEDICAL SPA;4702440.0;3.0
1057922-15-LR25;5;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA AMIGDALECTOMÍA-RUSSEL DAVIS;Unidad;3.0;96.756.540-7;B BRAUN MEDICAL SPA;4208630.0;3.0
1057922-15-LR25;6;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA PTERIGION;Unidad;2.0;78.075.900-3;OFTOMED S.A.;3177834.0;2.0
1057922-15-LR25;7;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA CATARATA;Unidad;7.0;78.075.900-3;OFTOMED S.A.;6033419.0;7.0
1057922-15-LR25;8;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA VITRECTOMÍA;Unidad;2.0;78.075.900-3;OFTOMED S.A.;18589083.0;2.0
1057922-15-LR25;9;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA SALPINGECTOMÍA;Unidad;2.0;;;0.0;0.0
1057922-15-LR25;10;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA DE MANO;Unidad;2.0;96.756.540-7;B BRAUN MEDICAL SPA;5777530.0;2.0
1057922-15-LR25;11;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295140;Armarios o baúles para instrumental quirúrgico;CAJA TÚNEL CARPIANO;Unidad;1.0;96.756.540-7;B BRAUN MEDICAL SPA;2328460.0;1.0
