CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1180747-7-LE24;1;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Artículos para imágenes de ultrasonido, doppler y eco;42201701;Ultrasonido cardiaco o doppler o unidades de eco o cardioscopios;DETECTORES LATIDOS CARDIOFETALES;Unidad;2.0;96.533.330-4;HEMISFERIO SUR S.A.;340000.0;2.0
1180747-7-LE24;2;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Oxímetros de pulso;42181801;Unidades de oxímetros de pulso;OXÍMETRO DE PULSO;Unidad;2.0;;;0.0;0.0
1180747-7-LE24;3;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Transporte de equipo médico y traslado de productos;42192404;Carros médicos o accesorios;CARRO DE PROCEDIMIENTO;Unidad;2.0;76.116.604-2;BLUEMEDICAL SPA;2320000.0;2.0
1180747-7-LE24;4;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Transporte de equipo médico y traslado de productos;42192401;Carros de resucitación de emergencia;CARRO DE PARO;Unidad;2.0;76.116.604-2;BLUEMEDICAL SPA;4190000.0;2.0
1180747-7-LE24;5;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192207;Camillas de paciente o accesorios de camilla;CAMILLA DE TRANSPORTE;Unidad;2.0;78.874.470-6;STRYKER CORPORATION CHILE Y COMPANIA LIMITADA;3600000.0;2.0
1180747-7-LE24;6;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192207;Camillas de paciente o accesorios de camilla;CAMILLA EXAMEN;Unidad;4.0;77.749.210-1;COMERCIALIZADORA DE PRODUCTOS MEDICOS Y DEPORTIVOS PTM CHILE SPA;220000.0;4.0
1180747-7-LE24;7;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192207;Camillas de paciente o accesorios de camilla;CAMILLA GINECOLÓGICA;Unidad;2.0;77.749.210-1;COMERCIALIZADORA DE PRODUCTOS MEDICOS Y DEPORTIVOS PTM CHILE SPA;1298900.0;2.0
1180747-7-LE24;8;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Productos de resucitación de emergencia;42172101;Desfibriladores externos automatizados (AED) o paletas rígidas;DEA;Unidad;2.0;79.895.670-1;PV EQUIP  SA;1500384.0;2.0
1180747-7-LE24;9;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271702;Concentradores de oxígeno;CONCENTRADOR DE OXÍGENO;Unidad;2.0;76.866.699-7;COMERCIAL VR LIMITADA;420000.0;2.0
1180747-7-LE24;10;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Lámparas para examen médico;42182601;Lámparas o luces independientes de examen médico;LÁMPARA DE PROCEDIMIENTO;Unidad;2.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;949800.0;2.0
1180747-7-LE24;11;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Lámparas para examen médico;42182601;Lámparas o luces independientes de examen médico;LÁMPARA DE EXAMEN;Unidad;2.0;;;0.0;0.0
1180747-7-LE24;12;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para terapia respiratoria en aerosol y humidificación;42271802;Nebulizadores o accesorios;NEBULIZADOR;Unidad;2.0;;;0.0;0.0
1180747-7-LE24;13;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Negatoscopios y accesorios;42201901;Fuentes de iluminación puntuales para película radiográfica médica;NEGATOSCOPIO;Unidad;6.0;;;0.0;0.0
1180747-7-LE24;14;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Espéculos y accesorios para auscultación médica;42182005;Oftalmoscopios o otoscopios o juegos de scopios;OTO OFTALMOSCOPIO MURAL;Unidad;4.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;998000.0;4.0
1180747-7-LE24;15;Equipos y suministros de defensa, orden público, protección y seguridad / Equipos para orden público / Equipo forense, accesorios y suministros;46151711;Reveladores de huellas de pies;PODOSCOPIO;Unidad;4.0;;;0.0;0.0
1180747-7-LE24;16;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo de enfriamiento para laboratorio;41103011;Refrigeradores o congeladores de uso general;REFRIGERADOR CLÍNICO;Unidad;2.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;1298000.0;2.0
