CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-132-L125;1;24111503;24111500;Equipamiento para manejo y estiba de materiales / Recipientes para almacenamiento / Bolsas;Bolsas de plástico;Bolsas Transparentes;Paquete;12.0;;;0.0;0.0
1057532-132-L125;2;12181501;12181500;Productos químicos industriales / Ceras y aceites / Ceras;Ceras sintéticas;Cera en Crema - color rojo;Paquete;120.0;;;0.0;0.0
1057532-132-L125;4;12161902;12161900;Productos químicos industriales / Aditivos / Surfactantes;Detergentes surfactantes;Detergente Liquido;Unidad;48.0;;;0.0;0.0
1057532-132-L125;5;12131706;12131700;Productos químicos industriales / Materiales explosivos / Iniciadores;Cerillas;Fosforos en caja chica, pack de 10 cajas;Caja;24.0;;;0.0;0.0
1057532-132-L125;6;52121602;52121600;Muebles, accesorios, electrodomésticos y productos electrónicos / Ropa de cama, mantelerías, paños de cocina y toallas / Mantelerías de cocina, de mesa y accesorios;Servilletas;Servilletas de mesa 200 und;Paquete;72.0;;;0.0;0.0
1057532-132-L125;7;41104211;41104200;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo y suministros de purificación de agua para laboratorio;Suavizantes;Suavizante para Ropa;Bidón;12.0;;;0.0;0.0
1057532-132-L125;8;47131801;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Limpiadores de suelos;Virutilla Liquida 900 cc;Botella;12.0;;;0.0;0.0
1057532-132-L125;8;53102704;53102700;Ropa, maletas y productos de aseo personal / Ropa / Uniformes;Uniformes de garzones o cocineros;Cofias para Cocina;Paquete;12.0;;;0.0;0.0
1057532-129-LE25;1;78111802;78111800;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;Servicios de autobuses regulares, recorridos fijos o servicios programados;Movilización Unidad Centro de Salud Mental comunitario COSAM Rahue (programa atención ambulatoria domiciliaria y PAZGA);Unidad;1.0;77.172.073-0;"BARRÍA &amp; MEDINA TRANSPORTES LIMITADA";1.0;1.0
1057532-129-LE25;2;78111802;78111800;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;Servicios de autobuses regulares, recorridos fijos o servicios programados;Movilización Unidad Centro de Salud Mental comunitario COSAM Oriente;Unidad;1.0;79.554.260-4;SOC COMERCIAL OASIS LIMITADA;1.0;1.0
1057922-7-LE26;1;42192207;42192200;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;Camillas de paciente o accesorios de camilla;Camilla de examen;Unidad;4.0;77.749.210-1;COMERCIALIZADORA DE PRODUCTOS MEDICOS Y DEPORTIVOS PTM CHILE SPA;350000.0;4.0
1057922-7-LE26;2;24101626;24101600;Equipamiento para manejo y estiba de materiales / Maquinaria para manejo de materiales / Equipo de elevación;Escaleras mecánicas o pasillos mecánicos;Escabel;Unidad;5.0;77.749.210-1;COMERCIALIZADORA DE PRODUCTOS MEDICOS Y DEPORTIVOS PTM CHILE SPA;34167.0;5.0
1057922-7-LE26;3;42192210;42192200;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;Sillas de ruedas;Set Silla de Ruedas;Kit;1.0;;;0.0;0.0
1057922-7-LE26;4;42281914;42281900;Equipamiento y suministros médicos / Productos para la esterilización médica / Suministros de envasado y envoltura de esterilización;Contenedores desechables de esterilización;Set Contenedores;Kit;1.0;;;0.0;0.0
1057922-7-LE26;5;24101615;24101600;Equipamiento para manejo y estiba de materiales / Maquinaria para manejo de materiales / Equipo de elevación;Rampas de carga;Tarima Plástica;Unidad;2.0;;;0.0;0.0
1057922-7-LE26;6;24112405;24112400;Equipamiento para manejo y estiba de materiales / Recipientes para almacenamiento / Cofres, armarios y baúles para almacenaje;Armarios;Set Lockers;Kit;1.0;;;0.0;0.0
