CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057922-46-LE25;1;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos de medición de peso;41111501;Balanzas electrónicas de carga superior;Balanzas con tallímetro;Unidad;1.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;1278000.0;1.0
1057922-46-LE25;2;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Sistemas de construcción de instalaciones médicas;42191607;Hardware de vías carriles de cortina o biombos o cortinas de cubículo del paciente;Set equipamiento apoyo clínico;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;3;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295106;Bandejas mayo de regazo o estantes mayo para uso quirúrgico;Mesa mayo;Unidad;2.0;;;0.0;0.0
1057922-46-LE25;4;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Sistemas de construcción de instalaciones médicas;42191607;Hardware de vías carriles de cortina o biombos o cortinas de cubículo del paciente;Biombo plomado;Unidad;1.0;76.567.232-5;IMPLEMENTOS Y ACCESORIOS RADIOLÓGICOS EMILY THOMAS;950000.0;1.0
1057922-46-LE25;5;Equipamiento y suministros médicos / Vestuario clínico / Vestuario para el personal médico y artículos relacionados;42131601;Delantales o pecheras para el personal sanitario;Set protección radiológica;Unidad;1.0;76.567.232-5;IMPLEMENTOS Y ACCESORIOS RADIOLÓGICOS EMILY THOMAS;768713.0;1.0
1057922-46-LE25;6;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Dispositivos de medición de talla;42182704;Calibradores de pliegue de piel;Set equipamiento diagnóstico;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;7;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192207;Camillas de paciente o accesorios de camilla;Camilla examen;Unidad;3.0;;;0.0;0.0
1057922-46-LE25;8;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192001;Mesas de examen o de procedimiento clínico para uso general;Camilla ginecológica;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;9;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Artículos para imágenes de ultrasonido, doppler y eco;42201702;Ultrasonido o unidades de eco fetal o ginecológico;Detector latidos cardiofetales;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;10;Ropa, maletas y productos de aseo personal / Maletas, bolsos de mano, mochilas y estuches / Maletas;53121501;Bolsos;Maletín de terreno;Unidad;1.0;77.597.711-6;SOCIEDAD COMERCIAL ROYAL SPA;349243.0;1.0
1057922-46-LE25;11;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Kits para urgencias en terreno;42172014;Kits de transporte de pacientes para los servicios médicos de urgencias o accesorios;Maletín transporte de muestras;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;12;Equipos y suministros de defensa, orden público, protección y seguridad / Equipos para orden público / Equipo forense, accesorios y suministros;46151711;Reveladores de huellas de pies;Podoscopio;Unidad;1.0;77.597.711-6;SOCIEDAD COMERCIAL ROYAL SPA;125126.0;1.0
1057922-46-LE25;13;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos para medir temperatura y calor;41112213;Termómetros de mano;Termohigrómetro digital;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;14;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192210;Sillas de ruedas;Set Silla de ruedas;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;15;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Tuberías, juegos de administración y productos relacionados intravenosos y arteriales;42221609;Juegos de administración de tubos arteriales o intravenosos;Soporte suero;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;16;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos mecánicos;41114509;Tensiómetros;Tensiómetro digital;Unidad;1.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;210000.0;1.0
1057922-46-LE25;17;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Productos para examen neurológico;42182304;Sets o kits de pruebas psicodiagnósticas;Set Test Desarrollo Psicomotor Infantil;Unidad;1.0;77.597.711-6;SOCIEDAD COMERCIAL ROYAL SPA;195275.0;1.0
1057922-46-LE25;18;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142601;Jeringas médicas de aspiración o irrigación;Bomba aspiración;Unidad;1.0;;;0.0;0.0
1057922-46-LE25;19;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Lámparas para examen médico;42182602;Lámparas o luces instaladas de examen médico;Lámpara de examen;Unidad;2.0;93.020.000-k;TECNIGEN S A;925000.0;2.0
1057922-46-LE25;20;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Espéculos y accesorios para auscultación médica;42182005;Oftalmoscopios o otoscopios o juegos de scopios;Set de oto-oftalmoscopio mural;Unidad;2.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;1090000.0;2.0
1057922-46-LE25;21;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Productos de resucitación de emergencia;42172101;Desfibriladores externos automatizados (AED) o paletas rígidas;Monitor desfibrilador;Unidad;1.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;5998000.0;1.0
1057922-46-LE25;22;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de control de cuidado intenso y productos relacionados;42181904;Unidades de transporte o de señales vitales móviles de multiparámetro o accesorios;Monitor signos vitales básico;Unidad;3.0;96.533.330-4;HEMISFERIO SUR S.A.;1700000.0;3.0
1057922-46-LE25;23;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Artículos radiográficos de diagnóstico médico;42201812;Mesas, repisas, sillas o armarios de radiografía médica, o accesorios;Negatoscopio;Unidad;3.0;;;0.0;0.0
1057922-46-LE25;24;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;24131501;Refrigerador y congelador combinado;Refrigerador clínico;Unidad;1.0;92.999.000-5;IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA;1564900.0;1.0
