CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-31-LE24;1;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;78111808;Arriendo de vehículos;Arriendo de vehículo (sin conductor) para conducción de funcionarios de la Subdirección de Gestión Asistencial del Servicio de Salud Osorno.;Unidad;1.0;77.172.073-0;"BARRÍA &amp; MEDINA TRANSPORTES LIMITADA";1.0;1.0
1057532-31-LE24;2;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;78111808;Arriendo de vehículos;Arriendo de vehículo (sin conductor) para traslado de funcionarios de la Subdirección de Administrativa del Servicio de Salud Osorno.;Unidad;1.0;77.172.073-0;"BARRÍA &amp; MEDINA TRANSPORTES LIMITADA";1.0;1.0
1057532-19-LE24;1;Servicios de limpieza industrial / Eliminación y tratamiento de desechos / Recolección y eliminación de desechos;76121502;Recolección, transformación o eliminación de residuos líquidos;Convenio de Servicio de Retiro de Residuos de Alcantarillado para la DSSO y sus Establecimientos Dependientes AÑO 2024;Unidad;1.0;;;0.0;0.0
1057532-17-LE24;1;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;Apósito impregnado de solución ringer + PHMB, medida 4x4 cms.;Unidad;100.0;77.163.292-0;SALUDCENTER SPA;5800.0;100.0
1057532-17-LE24;2;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311505;Vendas o vendajes para uso general;Tul flexible de poliéster, inhibidor de metaloproteasa con tecnología TLC-NOSF. Tul flexible de poliéster 10x10 cms.;Unidad;400.0;77.190.880-2;SOC IMPORTADORA OPTIVISION LIMITADA;18162.0;400.0
1057532-17-LE24;3;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Solución limpiadora de heridas con pH 5.5 compuesta de acido Hipocloroso, agua y solución salina;Unidad;200.0;77.190.880-2;SOC IMPORTADORA OPTIVISION LIMITADA;17137.0;204.0
1057532-17-LE24;4;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Solución de ácidos grasos hiperoxigenada 98-99%. Frasco vidrio 20 ml o 30 ml;Unidad;100.0;77.190.880-2;SOC IMPORTADORA OPTIVISION LIMITADA;8000.0;100.0
1057532-17-LE24;5;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Protector cutáneo en spray. Botella de 28 ml;Unidad;300.0;96.756.540-7;B BRAUN MEDICAL SPA;5980.0;300.0
1057532-17-LE24;6;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Espuma limpiadora de piel. Botella de 400 ml;Unidad;200.0;77.163.292-0;SALUDCENTER SPA;18000.0;200.0
1057532-20-LP24;1;Servicios financieros, pensiones y seguros / Seguros y jubilación / Seguros para estructuras, propiedades y bienes;84131503;Seguro de automóviles o camiones;SEGUROS GENERALES PARA VEHÍCULOS MOTORIZADOS PERTENECIENTES AL SERVICIO DE SALUD OSORNO;Unidad;1.0;94.510.000-1;RENTA NACIONAL CIA DE SEGUROS GENERALES S A;1.0;1.0
1057532-29-L124;1;Equipamiento para manejo y estiba de materiales / Recipientes para almacenamiento / Latas y cubos;24112209;Contenedor de paredes rectas;Adquisición de 150 contenedores plásticos para almacenamiento y transporte de productos Farmacéuticos de acuerdo a las especificaciones técnicas.;Unidad;150.0;77.900.706-5;SOCIEDAD DE TRANSPORTES DON RAMO SPA;16667.0;150.0
