CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057922-58-LP25;1;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211507;Computadores de escritorio;Computador AIO;Unidad;59.0;96.523.180-3;OPCIONES SA SISTEMAS DE INFORMACION;1078800.0;59.0
1057922-58-LP25;2;Equipos y suministros de imprenta, fotográficos y audiovisuales / Equipos de composición y presentación audiovisual / Equipos, hardware y controladores para sistemas de teleconferencia y videoconferencia;45111900;Sistemas de aprendizaje a distancia;Equipo Videoconferencia Móvil;Unidad;2.0;;;0.0;0.0
1057922-58-LP25;3;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos, plataformas y accesorios de redes multimedia, voz y datos / Equipos de seguridad de red;43222501;Equipo de seguridad de red de firewall;Firewall;Unidad;1.0;76.363.873-1;NETICS SPA;9019558.0;1.0
1057922-58-LP25;4;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212113;Impresoras de etiquetas o discos compactos (CD);Impresora Etiquetas;Unidad;2.0;86.132.100-2;DEMARKA S A;232000.0;2.0
1057922-58-LP25;5;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212108;Impresoras de cinta térmica;Impresora Térmica;Unidad;2.0;86.132.100-2;DEMARKA S A;410991.0;2.0
1057922-58-LP25;6;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212110;Impresoras multifunción o multifuncionales;Impresora USB Tinta;Unidad;2.0;;;0.0;0.0
1057922-58-LP25;7;Equipos y suministros de defensa, orden público, protección y seguridad / Equipos para orden público / Equipo forense, accesorios y suministros;46151715;Equipo para huellas dactilares;Lector de Huellas;Unidad;22.0;76.596.570-5;SOCIEDAD COMERCIAL ALCA LIMITADA;59250.0;22.0
1057922-58-LP25;8;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211503;Notebook, laptop o computador portátil excepto Tablet PC;Notebook;Unidad;8.0;96.523.180-3;OPCIONES SA SISTEMAS DE INFORMACION;940800.0;8.0
1057922-58-LP25;9;Equipos y suministros de imprenta, fotográficos y audiovisuales / Equipos de composición y presentación audiovisual / Proyectores y suministros;45111609;Proyectores multimedia;Proyector;Unidad;5.0;76.596.570-5;SOCIEDAD COMERCIAL ALCA LIMITADA;458100.0;5.0
1057922-58-LP25;10;Muebles y mobiliario / Muebles de alojamiento / Muebles de oficina;56101710;Carritos o soportes de proyector;Soporte Proyector;Unidad;5.0;76.596.570-5;SOCIEDAD COMERCIAL ALCA LIMITADA;26750.0;5.0
1057922-58-LP25;11;Equipos y suministros de imprenta, fotográficos y audiovisuales / Equipos de composición y presentación audiovisual / Atriles, sistemas de sonido y accesorios;45111501;Atriles de pie;Telón con Trípode;Unidad;5.0;;;0.0;0.0
1057922-58-LP25;12;Equipos y suministros de defensa, orden público, protección y seguridad / Equipos para orden público / Equipo para control de disturbios;46151507;Sistemas de control de formación de filas;Tótem Atención;Unidad;2.0;76.539.813-4;HEALTH CONSULTING PARTNERS SpA;8975436.0;2.0
1057922-58-LP25;13;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211507;Computadores de escritorio;Computador AIO;Unidad;6.0;;;0.0;0.0
1057922-58-LP25;14;Equipos y suministros de imprenta, fotográficos y audiovisuales / Equipos de composición y presentación audiovisual / Proyectores y suministros;45111609;Proyectores multimedia;Proyector;Unidad;1.0;;;0.0;0.0
1057922-58-LP25;15;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212110;Impresoras multifunción o multifuncionales;Impresora USB Tinta;Unidad;1.0;;;0.0;0.0
1057727-5-LE25;1;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing;80141607;Producción de eventos;Centro de Eventos con Servicio de Producción de Eventos para actividad Bienestar del Hospital Base San José de Osorno 2025;Unidad;1.0;76.924.693-2;GASTRONIMIA INGRID SUBE ALMONACID SPA;15946000.0;1.0
