CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-12-R124;1;52121511;52121500;Muebles, accesorios, electrodomésticos y productos electrónicos / Ropa de cama, mantelerías, paños de cocina y toallas / Ropa de cama;Cubrecamas;Cubrecamas 1 1/2 plaza;Unidad;24.0;;;0.0;0.0
1057532-12-R124;2;52121508;52121500;Muebles, accesorios, electrodomésticos y productos electrónicos / Ropa de cama, mantelerías, paños de cocina y toallas / Ropa de cama;Mantas o frazadas;Frazadas de Polar Sherpa 1 1/2 plaza;Unidad;24.0;;;0.0;0.0
1057532-12-R124;3;52101507;52101500;Muebles, accesorios, electrodomésticos y productos electrónicos / Revestimiento de suelos / Alfombras y felpudos;Alfombrillas de baño;Pisos bajada de baño 40 x 60 cm;Unidad;12.0;;;0.0;0.0
1057532-12-R124;4;52121502;52121500;Muebles, accesorios, electrodomésticos y productos electrónicos / Ropa de cama, mantelerías, paños de cocina y toallas / Ropa de cama;Cobertor acolchado o plumón;Plumones de Cama Gruesos 1 1/2 plaza;Unidad;24.0;;;0.0;0.0
1057532-12-R124;5;48101902;48101900;Maquinarias, equipos y suministros para la industria de servicios / Equipos para servicios de alimentación institucional / Vajilla y servicio de mesa;Platos y cubiertos de servicio;Plato hondo o sopero;Unidad;50.0;;;0.0;0.0
1057532-12-R124;6;48101902;48101900;Maquinarias, equipos y suministros para la industria de servicios / Equipos para servicios de alimentación institucional / Vajilla y servicio de mesa;Platos y cubiertos de servicio;Platos de pan;Unidad;50.0;;;0.0;0.0
1057532-12-R124;7;48101902;48101900;Maquinarias, equipos y suministros para la industria de servicios / Equipos para servicios de alimentación institucional / Vajilla y servicio de mesa;Platos y cubiertos de servicio;Platos segundo blanco;Unidad;50.0;76.488.848-0;COMERCIALIZADORA PULSO SPA;2676.0;50.0
1057532-12-R124;8;52152002;52152000;Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Platos, utensilios para servir y recipientes para almacenar;Envases para guardar alimentos domésticos;Frascos de Vidrio 2 lts.;Frasco;12.0;;;0.0;0.0
1057532-12-R124;9;52152007;52152000;Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Platos, utensilios para servir y recipientes para almacenar;Pocillos;Pocillo para Postres o Postreras;Unidad;50.0;;;0.0;0.0
1057532-12-R124;10;48101905;48101900;Maquinarias, equipos y suministros para la industria de servicios / Equipos para servicios de alimentación institucional / Vajilla y servicio de mesa;Tazas para servicio de mesa;Tazas blancas con plato.;Unidad;50.0;;;0.0;0.0
1057532-12-R124;11;48101905;48101900;Maquinarias, equipos y suministros para la industria de servicios / Equipos para servicios de alimentación institucional / Vajilla y servicio de mesa;Tazas para servicio de mesa;Tazones blancos;Unidad;50.0;76.488.848-0;COMERCIALIZADORA PULSO SPA;1600.0;50.0
1057532-12-R124;12;52152102;52152100;Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Cristalería de uso doméstico;Vasos para beber domésticos;Vasos de vidrio grueso;Unidad;100.0;;;0.0;0.0
