CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1057532-116-COT26;76.205.148-6;Awad Articulos Medicos LTDA;1;;;;;;;;;;;;;;BLOQUEADOR SOLAR FACTOR 50+,  PROTECCION UVA UVB, FRASCO CON DISPENSADOR 1 LITRO. MARCA SAFE PRO. CERTIFICADO.	DESPACHO 5 DIAS HABILES, ventas@awadmedical.cl y eduardo@awadmedical.cl  SOLO WHATSAPP +56 998645333;;1
1057532-116-COT26;76.493.003-7;ASESORÍAS G&R SPA;1;;;;;;;;;;;;;;DESPACHO SIN COSTO, ENTREGA HASTA 5 DÍAS HÁBILES DESDE ACEPTADA LA OC. DESPACHO A DIRECCIÓN QUE INDIQUEN EN OC.;;1
1057532-116-COT26;76.735.008-2;IMPORTADORA Y COMERCIALIZADORA MERCADO PRIVADO SPA;1;;;;;;;;;;;;;;Se cotiza Protector Solar FPS 50+ SUNTIME 1lt venc:12/28 Flete gratis a la dirección  indicada Entrega: 5 días Hábiles Contacto: Gregoria Illanes Fono: 981906620 Mail: ventas@mepri.cl Web: www.mepri.cl;;1
1057532-116-COT26;76.595.552-1;Ulloa & Mosimann Limitada;1;;;;;;;;;;;;;;ULLOA & MOSIMANN LIMITADA  VALENTIN ULLOA MOSIMANN  974417026  PLAZO DE ENTREGA 3 DIAS  COTIZACION ADJUNTA;;1
1057532-116-COT26;78.256.132-4;BEVICRAG SPA;1;;;;;;;;;;;;;;NOMBRE : WORKTEEN DERMOPROTECTOR SOLAR FORMULA COBRE MUY ALTA PROTECCIÓN FPS 50+ /UVA ++++ / HIPOALERGENICO RESISTENTE AL AGUA Nº DE REGISTRO : 1785C-8/23;;1
1057532-116-COT26;76.493.003-7;ASESORÍAS G&R SPA;1;;;;;;;;;;;;;;DESPACHO SIN COSTO, ENTREGA HASTA 5 DÍAS HÁBILES DESDE ACEPTADA LA OC. DESPACHO A DIRECCIÓN QUE INDIQUEN EN OC.;;1
1057532-116-COT26;78.032.234-9;INSUMOS DE SALUD CHILE SPA;1;;;;;;;;;;;;;;1. DESPACHO 1 DIA HABIL DESDE RECIBIDA LA OC.  2. STOCK CON MAS DE 12 MESES DE DURACION CONFIRMADO.  2. REVISAR LAS UNIDADES POR EMPAQUE PARA AJUSTAR OC.  4. CONSULTAS ESCRIBIR A MAURICIOMONTIELDIAZ@GMAIL.COM O AL TELEFONO 9 8219 0051.;;1
1057532-116-COT26;77.957.388-5;COMERCIAL OCEANO SPA;1;;;;;;;;;;;;;;DESPACHO EN 5 DÍAS;;1
1057532-112-COT26;82.771.800-9;IMPORTADORA ORLEANS LTDA;1;;;;;;;;;;;;;;Se adjunta cotización Despacho incluido Entrega en 4 días hábiles en dependencias del Cliente una vez aceptada la OC Cotización válida por 30 días.;REFERENTE INDICA QUE PROVEEDOR NO ADJUNTO FICHAS TECNICAS PARA PODER EVALUAR;5
1057532-112-COT26;77.850.696-3;E-GROUP SPA;1;;;;;;;;;;;;;;Plazo de entrega 3 días, flete incluido. Se adjunta cotización y ficha técnica.;;5
1057532-113-COT26;77.961.005-5;COMERCIALIZADORA E IMPORTADORA BRUMAI SPA;1;;;;;;;;;;;;;;VER NOTAS-Se Adjunta Cotización + Patente comercial conforme la ley * Favor Revisar Adj. Fichas Técnicas y Ant. Productos Contacto Paulina Pavez Rios, +56973016337;Referente indica que proveedor no cumple con especificaciones de Termolaminadora/capacidad grosores;3
1057532-113-COT26;76.344.234-9;CHRISTIAN REYES Y COMPAÑIA LIMITADA;1;;;;;;;;;;;;;;TIEMPO DE ENVIO 56 DIAS HABILES, DESAPCHO GRATUITO. COTIZACION DETALLADA EN ADJUNTOS CON PROPUESTA.FICHA TECNICA EN ADJUNTOS. DATOS SOLICITADOS. CONTACTO VENTAS. MACARENA@ACTIVEBRAIN.CL FONO: 564656074;Referente indica que proveedor no cumple con especificaciones de Termolaminadora/capacidad grosores;3
1057532-113-COT26;76.341.344-6;SOCIEDAD COMERCIAL VERCON SOCIEDAD POR ACCIONES SPA;1;;;;;;;;;;;;;;SE ADJUNTA COTIZACION Y FICHA TECNICA DE TERMOLAMINADORA DESPACHO EN 5 DIAS;;3
1057532-113-COT26;77.485.271-9;SOLUCIONES SPA;1;;;;;;;;;;;;;;Plazo de entrega 02 días hábiles. Despacho incluido. Contacto, 950909892.OSORNO;;3
1057532-113-COT26;77.646.602-6;IMPORTEX SPA;1;;;;;;;;;;;;;;Estimada/o adjunto cotización entrega en 3 día hábiles;;3
1057532-113-COT26;77.332.013-6;FJ IMPORTACIONES SPA;1;;;;;;;;;;;;;;Se adjunta cotización según lo requerido en la CA. Plazo de entrega acorde al requerimiento del comprador. Contacto: FELIPE JIMENEZ +56992322723;;3
1057532-113-COT26;77.593.236-8;SOMETHINGS ING SPA;1;;;;;;;;;;;;;;Se cotiza según lo requerido, con entrega incluída de hasta 6 A 9 dias post O.C. para mayor informacion contactarse al whatsapp +56966229136;;3
