CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1057532-55-COT26;77.862.254-8;COMERCIAL MAT'S SPA;1;;;;;;;;;;;;;;SE ADJUNTA COTIZACION;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-55-COT26;77.614.864-4;MY PARTNER SPA;1;;;;;;;;;;;;;;Se adjunta cotización detallada, las marcas y fotos son referenciales, teniendo en cuenta que su equivalente o similar son de igual calidad, puesto todo sobre piso servicio, sin costos adicionales. Plazoentrega7dias.-;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-55-COT26;77.807.565-2;SERVICIOS TURISTICOS SPA;1;;;;;;;;;;;;;;Se cotiza lo solicitado Entrega 48 horas de emitida o de c Contacto Juan Carlos Reckmann V 992591995;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-55-COT26;77.989.117-8;EVOLUCION SPA;1;;;;;;;;;;;;;;Según lo solicitado en esta compra ágil  contacto Danilo Adasme +56947815743 empresaevolucion.spa@gmail.com  despacho en 4 días  hábiles;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-53-COT26;78.151.009-2;INVERSIONES SAPUNAR GONZALEZ SPA;1;;;;;;;;;;;;;;Entregamos dentro de 2 a 5 días hábiles ventas.gsinversiones@gmail.com Whatsapp: +569 6325 1105, no dude en llamarnos.;se republico 1077241-3-COT26, dado que se publico en unidad de compra errónea;7
1057532-53-COT26;77.714.157-0;COMERCIALIZADORA C & S SPA;1;;;;;;;;;;;;;;OFERTA COMERCIALIZADORA CYS - VÁLIDA POR 120 DÍAS ENTREGA DE 48 A 72HRS HÁBILES CONTACTO: JOSÉ CARES / jcares@comercializadoracys.cl / +56 9 5209 2955 - +56 9 7668 4804.;El valor ofertado sobrepasa el monto máximo disponible para la compra.;7
1057532-53-COT26;78.158.096-1;IS INVERSIONES SPA;1;;;;;;;;;;;;;;Entrega 2-5 días hábiles ventas.is.inversiones@gmail.com Wsp: +569 6124 2542 Respondemos a la brevedad.;El valor ofertado sobrepasa el monto máximo disponible para la compra.;7
1057532-53-COT26;77.710.483-7;COMERCIALIZADORA S & C SPA;1;;;;;;;;;;;;;;Comercializadora S&C - DESPACHO DE 48 A 72HRS HÁBILES CONTACTO: info.comercializadora.syc@gmail.com +569 8883 0891.;El valor ofertado sobrepasa el monto máximo disponible para la compra.;7
1057532-53-COT26;78.327.118-4;NODO SUR INVERSIONES SPA;1;;;;;;;;;;;;;;Nodo Sur entrega 48 horas desde la aceptaciÃ³n de la O.C. Contactenos en: ventas.nodosurinversion@gmail.com +569 2035 1274.;El valor ofertado sobrepasa el monto máximo disponible para la compra.;7
1057532-53-COT26;78.229.501-2;DISTRIBUIDORA MK SPA;1;;;;;;;;;;;;;;DISTRIBUIDORA MK SPA - VÁLIDA POR 120 DÍAS ENTREGA DE 48 A 72HRS HÁBILES CONTACTO: distribuidoramkspa@gmail.com / +569 3426 7747.;El valor ofertado sobrepasa el monto máximo disponible para la compra.;7
1057532-53-COT26;77.989.117-8;EVOLUCION SPA;1;;;;;;;;;;;;;;Según lo solicitado en esta compra ágil  contacto Danilo Adasme +56947815743 empresaevolucion.spa@gmail.com  despacho en 4 días  hábiles;El valor ofertado sobrepasa el monto máximo disponible para la compra.;7
1057532-54-COT26;78.151.009-2;INVERSIONES SAPUNAR GONZALEZ SPA;1;;;;;;;;;;;;;;Entregamos dentro de 2 a 5 días hábiles ventas.gsinversiones@gmail.com Whatsapp: +569 6325 1105, no dude en llamarnos.;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-54-COT26;78.333.189-6;MULTISERVICIOS & PROVISIONES SPA;1;;;;;;;;;;;;;;MULTISERVICIOS Y PROVISIONES SPA. ENTREGA DE 48 A 72HRS HÁBILES CONTACTO: multiserviciosyprovisionesspa@gmail.com , +569 8811 5802;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-54-COT26;78.327.118-4;NODO SUR INVERSIONES SPA;1;;;;;;;;;;;;;;Nodo Sur entrega 48 horas desde la aceptaciÃ³n de la O.C. Contactenos en: ventas.nodosurinversion@gmail.com +569 2035 1274.;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-54-COT26;78.158.096-1;IS INVERSIONES SPA;1;;;;;;;;;;;;;;Entrega 2-5 días hábiles ventas.is.inversiones@gmail.com Wsp: +569 6124 2542 Respondemos a la brevedad.;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-54-COT26;77.714.157-0;COMERCIALIZADORA C & S SPA;1;;;;;;;;;;;;;;OFERTA COMERCIALIZADORA CYS - VÁLIDA POR 120 DÍAS ENTREGA DE 48 A 72HRS HÁBILES CONTACTO: JOSÉ CARES / jcares@comercializadoracys.cl / +56 9 5209 2955 - +56 9 7668 4804.;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-54-COT26;78.229.501-2;DISTRIBUIDORA MK SPA;1;;;;;;;;;;;;;;DISTRIBUIDORA MK SPA - VÁLIDA POR 120 DÍAS ENTREGA DE 48 A 72HRS HÁBILES CONTACTO: distribuidoramkspa@gmail.com / +569 3426 7747.;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-54-COT26;77.710.483-7;COMERCIALIZADORA S & C SPA;1;;;;;;;;;;;;;;Comercializadora S&C - DESPACHO DE 48 A 72HRS HÁBILES CONTACTO: info.comercializadora.syc@gmail.com +569 8883 0891.;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-54-COT26;78.298.665-1;JQH SOLUCIONES INTEGRALES SPA;1;;;;;;;;;;;;;;taller de pintura  los materiales pueden ser entregados a partir del miércoles 11 de febrero;Error de publicación en unidad de compra, se republicará misma oferta;4
1057532-54-COT26;77.614.864-4;MY PARTNER SPA;1;;;;;;;;;;;;;;Se adjunta cotización detallada, las marcas y fotos son referenciales, teniendo en cuenta que su equivalente o similar son de igual calidad, puesto todo sobre piso servicio, sin costos adicionales.;Error de publicación en unidad de compra, se republicará misma oferta;4
1057922-9-COT26;77.794.258-1;CORVEL COMERCIAL SPA;1;;;;;;;;;;;;;;Cotización Kit de Inmovilización Trauma Adulto Básico. Envío incluido. Consultas: contacto@corvel.cl;No cumple EETT obligatorias dispuestas en numeral 1.3,;1
1057922-9-COT26;77.961.966-4;COMERCIALIZADORA HEALTH CARE SPA;1;;;;;;;;;;;;;;Plazo de entrega: 5 días  Despacho incluido Contacto directo de Ventas: + 56935105079 Mail: comercializadorahealthcare@gmail.com . A/S;No cumple EETT obligatoria dispuesta en numeral 1.1,1.2,1.4,,1.5,1.6,1.10,2.2,2.4,2.6,2.8;1
1057922-9-COT26;76.217.441-3;COMERCIAL RESCATELIFE LIMITADA;1;;;;;;;;;;;;;;SE ADJUNTA COTIZACION CON ENVIO INCLUIDO Y FICHAS TECNICAS;;1
1057922-9-COT26;78.195.329-6;EQUIPAMED EQUIPAMIENTO MÉDICO SPA;1;;;;;;;;;;;;;;Estimados, adjunto propuesta, despacho  5  días hábiles stock disponible. Contactar con Juan Miranda: mercadopublico@seteduc.cl,  +56959251560, Kinesiólogo/ejecutivo comercial. Garantía 12 meses;;1
1057922-9-COT26;76.576.352-5;SINERGIA TRADE CHILE SPA;1;;;;;;;;;;;;;;Buen día, estimados. Adjunto cotización de los productos solicitados en su totalidad, el envío está incluido, cualquier duda puede contactarnos al +56 9 4003 9473 sinergia@cosmeticaval.cl Plazo de entrega 5 días hábiles ANTONIETTA RIVERA;;1
1057922-9-COT26;78.027.120-5;DISTRIBUIDORA DE PRODUCTOS DE LABORATORIO DIPROLAB LIMITADA;1;;;;;;;;;;;;;;ITEM 1: TABLA COMPLETA ADULTO RL330 Y TABLA COMPLETA PEDIATRICA RL331. Contacto Karen Cruz, Celular +569 96394108 correo chilecompra@diprolab.cl - Certificación ISO 9001- 13485, TRAZABILIDAD N°226 Y;;1
1057922-7-COT26;76.148.288-2;IDEA MARKET SPA;1;;;;;;;;;;;;;;"""Se adjunta producto requerido con su respectiva ficha técnica.  El precio ofertado incluye flete  Entrega entre 4 a 6 días hábiles  Más información yuniorkenya@gmail.com  +58 414 4682323""";No cumple EETT Obligatoria dispuesta en numeral 1.2,1.6,1.8,2.2.5,3.1;1
1057922-7-COT26;78.195.329-6;EQUIPAMED EQUIPAMIENTO MÉDICO SPA;1;;;;;;;;;;;;;;Estimados, adjunto propuesta, despacho  3 días hábiles stock disponible. Contactar con Juan Miranda: mercadopublico@seteduc.cl,  +56959251560, Kinesiólogo/ejecutivo comercial. Garantía 12 meses;No cumple EETT obligatoria dispuesta en numeral 1.7,2.1.5,2.2.4,3.1;1
1057922-7-COT26;77.794.258-1;CORVEL COMERCIAL SPA;1;;;;;;;;;;;;;;Cotización Sillas de Ruedas. Envío incluido. Consultas: contacto@corvel.cl;;1
1057922-7-COT26;77.448.127-3;TRANSPORTES CHILE SPA;1;;;;;;;;;;;;;;Adjuntamos propuesta técnica y económica para su revisión. Favor verificar documento y condiciones. Despacho gratis incluido. Garantía: 6 meses. Consultas: ventas@transporteschilespa.cl   | +56 32 317 1956 | www.transporteschilespa.cl;;1
1057532-58-COT26;77.910.877-5;RVG INSUMOS SPA;1;;;;;;;;;;;;;;ENTREGA 4-5 DIAS ----MARCA MACEWL;No adjunta documentación solicitada;2
1057532-58-COT26;78.184.464-0;INMOBILIARIA ROSE LIMITADA;1;;;;;;;;;;;;;;Se cumple lo solicitado, pilas alcalinas, garantía 6 meses, entrega 2 días.;;2
1057532-58-COT26;76.877.288-6;DISTRIBUIDORA DICOMERS SPA;1;;;;;;;;;;;;;;DISTRIBUIDORA DICOMERS SPA ESTIMA LA ENTREGA EN 1 a 7 DIAS HABILES, SEGUN DISPONIBILIDAD DE STOCK AL MOMENTO DE EMITIR O.C  CONTACTO VENDEDOR VICTOR MONSALVE, +56940773108, dicomersvms@gmail.com. CARLA CÁRCAMO, +56934950933, dicomersventasc@gmail.com;;2
1057532-58-COT26;78.196.767-K;EMTINES SPA;1;;;;;;;;;;;;;;ENTREGA EN 1 DÍA HABIL Datos de contacto: Sebastián Recabal, +56946126284  , sebastian.recabalraposo@gmail.com;;2
1057532-63-COT26;78.214.161-9;DISTRIBUIDORA Y SERVICIOS DEL SUR SPA;1;;;;;;;;;;;;;;SE OFERTAN PRODUCTOS DE ACUERDO A ESPECIFICACIONES TECNICAS  PLAZO ENTREGA 3 DIASSE OFERTAN PRODUCTOS DE ACUERDO . Despacho Gratis, Estamos en Osorno FDO EL Castillo LT 11 A Barrio Industrial CONSULTAS A MARCELO DIAZ 965964731 MAIL: MARCELO@DISSURCHILE.CL;;3
1057532-63-COT26;76.848.661-1;DISTRIBUIDORA BRISSA LIMITADA;1;;;;;;;;;;;;;;PRODUCTOS ENTREGADOS EN DIRECCION INDICADA, SIN COSTO Y EN EL PLAZO DE 2 DÍAS HÁBILES. Contacto: chilecompras@brissa.cl | +56 9 6507 4651;;3
1057532-63-COT26;78.214.161-9;DISTRIBUIDORA Y SERVICIOS DEL SUR SPA;1;;;;;;;;;;;;;;SE OFERTAN PRODUCTOS DE ACUERDO A ESPECIFICACIONES TECNICAS  PLAZO ENTREGA 3 DIAS. Despacho Gratis, Estamos en Osorno FDO EL Castillo LT 11 A Barrio Industrial CONSULTAS A MARCELO DIAZ 965964731 MAIL: MARCELO@DISSURCHILE.CL;;3
1057532-63-COT26;77.943.232-7;MIX VENTA SPA;1;;;;;;;;;;;;;;Traslado sin costo. 5 días de entrega. Se adjunta cotización. Para consultas 942462264, 998218926, claudia.bravo@mixventa.cl, ventas@mixventa.cl;;3
1057532-63-COT26;89.752.800-2;DISTRIBUIDORA DE ARTICULOS MEDICOS PEREZ SPA;1;;;;;;;;;;;;;;SE OFERTA SEGUN COTIZACION ADJUNTA.ITEM CON VALOR $1NO LO COMERCIALIZAMOS.ENTREGA DENTRO DE 3 DIAS HABILES DESPUES DE RECIBIDA LA ORDEN DE COMPRA . SE ADJUNTA FICHA TECNICA. FLETE INCLUIDO.Teléfonos: 2-26731206 2-26717467 Contacto@distribuidoraperez.cl;;3
1057532-63-COT26;76.814.443-5;COMERCIALIZADORA ABASTEC SPA;1;;;;;;;;;;;;;;DESPACHO SIN CARGO;;3
1057532-63-COT26;78.109.855-8;FCE DISTRIBUCIONES SPA;1;;;;;;;;;;;;;;Detalle de productos cotizados en archivo adjunto. Despacho gratis en 4 días hábiles. Contacto: ventas@fcedistribuciones.cl +569 72368243;;3
1057532-63-COT26;77.201.637-9;INVERSIONES AGR SPA;1;;;;;;;;;;;;;;Se adjunta cotización formal, cualquier duda o consulta de lo cotizado, enviar correo a: f.barra@agrspa.cl, o llamar a +56940161047 (Felipe Barra);;3
1057532-63-COT26;78.028.927-9;GLOBAL VENTAS Y SERVICIOS SPA;1;;;;;;;;;;;;;;1057532-63-COT26;;3
