CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057532-96-COT26;77.337.544-5;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;19483;19483
1057532-96-COT26;76.443.751-9;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;32000;32000
1057532-96-COT26;78.066.317-0;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;38990;38990
1057532-96-COT26;76.810.275-9;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;42000;42000
1057532-96-COT26;77.147.778-K;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;45000;45000
1057532-96-COT26;78.195.329-6;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;47200;47200
1057532-96-COT26;78.026.643-0;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;49200;49200
1057532-96-COT26;78.066.317-0;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;52990;52990
1057532-96-COT26;76.810.275-9;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;53000;53000
1057532-96-COT26;76.645.686-3;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;65990;65990
1057532-96-COT26;76.850.591-8;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;69900;69900
1057532-96-COT26;78.027.120-5;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;79990;79990
1057532-96-COT26;77.568.149-7;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;70000;70000
1057532-96-COT26;77.961.966-4;41112409;Analizadores de presión;Toma Presión de Brazo Digital / Según Especificaciones Adjuntas;1;120000;120000
1057532-86-COT26;76.403.662-k;53101802;Abrigos y chaquetas para hombre;PARKA CORPORATIVA TERRENO / SEGÚN ESPECIFICACIONES ADJUNTAS;1;31756;31756
1057532-86-COT26;76.403.662-k;53101802;Abrigos y chaquetas para hombre;POLAR TERMICO / SEGÚN ESPECIFICACIONES ADJUNTAS;1;26294;26294
1057532-86-COT26;76.403.662-k;46181507;Chalecos de protección;CHALECO GEOLOGO / SEGÚN ESPECIFICACIONES ADJUNTAS;1;29139;29139
1057532-86-COT26;77.084.730-3;53101802;Abrigos y chaquetas para hombre;PARKA CORPORATIVA TERRENO / SEGÚN ESPECIFICACIONES ADJUNTAS;1;89990;89990
1057532-86-COT26;77.084.730-3;53101802;Abrigos y chaquetas para hombre;POLAR TERMICO / SEGÚN ESPECIFICACIONES ADJUNTAS;1;29200;29200
1057532-86-COT26;77.084.730-3;46181507;Chalecos de protección;CHALECO GEOLOGO / SEGÚN ESPECIFICACIONES ADJUNTAS;1;18460;18460
