CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057532-31-COT26;77.807.565-2;50202310;Agua mineral;12 BOTELLA DE AGUA MINERAL SIN GAS DE 600 ML;12;650;7800
1057532-31-COT26;77.807.565-2;50161813;Dulces de chocolate o sustitutos;3 CAJAS DE CHOCOLATES SURTIDOS.;3;10500;31500
1057532-31-COT26;77.617.713-K;50202310;Agua mineral;12 BOTELLA DE AGUA MINERAL SIN GAS DE 600 ML;12;500;6000
1057532-31-COT26;77.617.713-K;50161813;Dulces de chocolate o sustitutos;3 CAJAS DE CHOCOLATES SURTIDOS.;3;16000;48000
1057532-31-COT26;77.725.859-1;50202310;Agua mineral;12 BOTELLA DE AGUA MINERAL SIN GAS DE 600 ML;12;860;10320
1057532-31-COT26;77.725.859-1;50161813;Dulces de chocolate o sustitutos;3 CAJAS DE CHOCOLATES SURTIDOS.;3;15600;46800
1057532-31-COT26;77.660.833-5;50202310;Agua mineral;12 BOTELLA DE AGUA MINERAL SIN GAS DE 600 ML;12;494;5928
1057532-31-COT26;77.660.833-5;50161813;Dulces de chocolate o sustitutos;3 CAJAS DE CHOCOLATES SURTIDOS.;3;18928;56784
1057532-30-COT26;77.516.956-7;60101103;Globos terráqueos electrónicos;4 BOLSAS DE GLOBOS X 50 C/U. ( MORADO METALIZADO / DORADO METALIZADO);4;3500;14000
1057532-30-COT26;77.516.956-7;24111502;Bolsas de papel;10 BOLSAS DE PAPEL COLOR MORADO;10;1000;10000
1057532-30-COT26;77.516.956-7;44122011;Carpetas para archivos;10 CARPETAS DE COLOR MORADO T/OFICIO.;10;400;4000
1057532-30-COT26;77.516.956-7;31201512;Cinta Transparente;50 METROS DE CINTA SATINADA DE COLOR TURQUESA DE 1 PULGADA;50;130;6500
1057532-30-COT26;77.516.956-7;60123001;Figuras de goma Eva;15 PLIEGOS DE GOMA EVA GLITTER COLOR MORADO 5 PLIEGOS DE GOMA EVA GLITTER COLOR DORADO;20;1000;20000
1057532-30-COT26;77.516.956-7;14111610;Cartulina;20 PLIEGOS DE CARTULINA DE COLOR MORADA;20;250;5000
1057532-30-COT26;77.516.956-7;14111610;Cartulina;15 PLIEGO DE CARTULINA DE COLOR DORADA METALIZADA;15;650;9750
1057532-30-COT26;77.516.956-7;31201505;Cinta adhesiva de doble cara;6 CINTAS DE FIJAR DOBLE CONTACTO;6;800;4800
1057532-30-COT26;77.516.956-7;13101708;Silicona VMQ y PMQ y PVMQ;20 BARRAS DE SILICONA.;20;150;3000
1057532-30-COT26;77.516.956-7;13101708;Silicona VMQ y PMQ y PVMQ;2 PISTOLAS PARA SILICONA.;2;3500;7000
1057532-30-COT26;77.516.956-7;11161803;Telas sintéticas tejidas de dobby;1 ROLLO DE TELA TUL COLOR TURQUESA X 23 MT.;1;60000;60000
1057532-30-COT26;77.516.956-7;11161803;Telas sintéticas tejidas de dobby;1 ROLLO DE TELA TUL COLOR MORADO X 23 MT.;1;60000;60000
1057532-30-COT26;78.026.692-9;60101103;Globos terráqueos electrónicos;4 BOLSAS DE GLOBOS X 50 C/U. ( MORADO METALIZADO / DORADO METALIZADO);4;14498;57992
1057532-30-COT26;78.026.692-9;24111502;Bolsas de papel;10 BOLSAS DE PAPEL COLOR MORADO;10;1186;11860
1057532-30-COT26;78.026.692-9;44122011;Carpetas para archivos;10 CARPETAS DE COLOR MORADO T/OFICIO.;10;3076;30760
1057532-30-COT26;78.026.692-9;31201512;Cinta Transparente;50 METROS DE CINTA SATINADA DE COLOR TURQUESA DE 1 PULGADA;50;618;30900
1057532-30-COT26;78.026.692-9;60123001;Figuras de goma Eva;15 PLIEGOS DE GOMA EVA GLITTER COLOR MORADO 5 PLIEGOS DE GOMA EVA GLITTER COLOR DORADO;20;2396;47920
1057532-30-COT26;78.026.692-9;14111610;Cartulina;20 PLIEGOS DE CARTULINA DE COLOR MORADA;20;2880;57600
1057532-30-COT26;78.026.692-9;14111610;Cartulina;15 PLIEGO DE CARTULINA DE COLOR DORADA METALIZADA;15;1186;17790
1057532-30-COT26;78.026.692-9;31201505;Cinta adhesiva de doble cara;6 CINTAS DE FIJAR DOBLE CONTACTO;6;11594;69564
1057532-30-COT26;78.026.692-9;13101708;Silicona VMQ y PMQ y PVMQ;20 BARRAS DE SILICONA.;20;4817;96340
1057532-30-COT26;78.026.692-9;13101708;Silicona VMQ y PMQ y PVMQ;2 PISTOLAS PARA SILICONA.;2;7237;14474
1057532-30-COT26;78.026.692-9;11161803;Telas sintéticas tejidas de dobby;1 ROLLO DE TELA TUL COLOR TURQUESA X 23 MT.;1;14982;14982
1057532-30-COT26;78.026.692-9;11161803;Telas sintéticas tejidas de dobby;1 ROLLO DE TELA TUL COLOR MORADO X 23 MT.;1;14982;14982
