CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1057532-10-COT25;7.432.556-4;FRANCISCO JOSE DE JESUS OLEJNIK ALBA;1;;;;;;;;;;;;;;Oferente con 40 años de experiencia en el (y del) RUBRO del LIBRO técnico - profesional. Según lo solicitado, cotizado y detallado en Anexo.;cotizacion adjunta del proveedor es por $6.681.850, no corresponde a la mas economica,;4
1057532-10-COT25;76.056.004-9;SELCAP S.A.;1;;;;;;;;;;;;;;Material 100% Original. Selcap S.A. es representante exclusivo de Tea Ediciones En Chile. Entrega 20 días hábiles posterior a recepción conforme de OC.;;4
1057532-10-COT25;77.949.976-6;KORBUX INGENIERÍA, INSTALACIONES, SUMINISTROS E INSUMOS LIMITADA;1;;;;;;;;;;;;;;Hemos asegurado la inclusión de todos los elementos necesarios. Si tienes dudas, contáctanos en sotogustavoa@yahoo.com;;4
1057532-10-COT25;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;;;;;;;;;;;;;;Se incluye todo lo requerido. Para consultas escribir a contacto@ISEVENCHILE.cl o al teléfono +56 22 927 27 95;;4
1057532-10-COT25;76.205.137-0;COMERCIAL INTERMEDICA LIMITADA;1;;;;;;;;;;;;;;kit de corrección BIP SIN STOCK, plazo de entrega 5 días despacho incluido carolina 950933584  cavendano@intermedicaltda.cl;;4
1057532-10-COT25;76.205.137-0;COMERCIAL INTERMEDICA LIMITADA;1;;;;;;;;;;;;;;kit de corrección BIP SIN STOCK, plazo de entrega 5 días despacho incluido carolina 950933584  cavendano@intermedicaltda.cl;;4
1057532-9-COT25;76.075.901-5;SOCIEDAD COMERCIAL ISPLUS LIMITADA;1;;;;;;;;;;;;;;Condiciones de Pago: 30 días		 Plazo de Entrega         : 2-4 días hábiles		 Validez de la Oferta  :  15/01/2025		 Valores expresados   : Pesos Chilenos		 Valores incluyen despacho.		 Sujeto a verificacion de stock al momento de compra.;;1
1057532-9-COT25;77.307.196-9;J&C SERVICIOS INFORMÁTICOS SPA;1;;;;;;;;;;;;;;"HIKSEMI SSD/2,5"" 2TB/SATA3 // HS-SSD-WAVE(S) 2048G";;1
1057532-9-COT25;76.730.946-5;COMERCIAL ZONA PORTÁTIL SPA;1;;;;;;;;;;;;;;Se adjunta ficha técnica y cotización. Garantía 1 año. Plazo de entrega 3 días hábiles. Valores incluyen despacho.;;1
1057532-9-COT25;76.449.981-6;DCV COMPUTACION LIMITADA;1;;;;;;;;;;;;;;Se adjunta detalle de lo cotizado. Plazo de entrega 3 días hábiles. Despacho Incluido.;;1
