CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057532-15-COT26;89.752.800-2;12352104;Alcoholes o sus sustitutos;Alcohol gel de 340 o 500 gramos aproximado, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;200;2920;584000
1057532-15-COT26;89.752.800-2;12352104;Alcoholes o sus sustitutos;Alcohol al 70% de 1 litro,  indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;12;1;12
1057532-15-COT26;89.752.800-2;12352104;Alcoholes o sus sustitutos;Alcohol Isopropilico, de 1 litro,  indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;200;1;200
1057532-15-COT26;89.752.800-2;47131803;Desinfectantes domésticos;Toallitas Desinfectantes, paquetes de 90 o 100 unidades, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;6;1;6
1057532-15-COT26;89.752.800-2;47131803;Desinfectantes domésticos;Toallas húmedas para uso en pacientes, sin alcohol, paquetes de 80 a 160 unidades y hipoalergénicas. Adjunta ficha o descripción del producto.;6;2500;15000
1057532-15-COT26;89.752.800-2;47131801;Limpiadores de suelos;Limpia Pisos de 900 ml. Adjunta ficha o descripción del producto.;12;1;12
1057532-15-COT26;77.660.833-5;12352104;Alcoholes o sus sustitutos;Alcohol gel de 340 o 500 gramos aproximado, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;200;934;186800
1057532-15-COT26;77.660.833-5;12352104;Alcoholes o sus sustitutos;Alcohol Isopropilico, de 1 litro,  indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;200;730;146000
1057532-15-COT26;77.660.833-5;47131803;Desinfectantes domésticos;Toallas húmedas para uso en pacientes, sin alcohol, paquetes de 80 a 160 unidades y hipoalergénicas. Adjunta ficha o descripción del producto.;6;3358;20148
1057532-15-COT26;77.660.833-5;12352104;Alcoholes o sus sustitutos;Alcohol al 70% de 1 litro,  indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;12;17002;204024
1057532-15-COT26;77.660.833-5;47131803;Desinfectantes domésticos;Toallitas Desinfectantes, paquetes de 90 o 100 unidades, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;6;33880;203280
1057532-15-COT26;77.660.833-5;47131801;Limpiadores de suelos;Limpia Pisos de 900 ml. Adjunta ficha o descripción del producto.;12;1314;15768
1057532-15-COT26;78.151.009-2;12352104;Alcoholes o sus sustitutos;Alcohol gel de 340 o 500 gramos aproximado, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto.;200;1721;344200
