CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1057532-9-COT26;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;;;;;;;;;;;;;;Contáctanos al +56984874329 o al correo proyectos@isevenchile.cl;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;1
1057532-9-COT26;76.616.435-8;SIEVERT DE CHILE SPA;1;;;;;;;;;;;;;;Buenos días, no hay detectores de radiación desde 1 uSv, lo mínimo es 10 uSv, esto está en el anexo 1;El valor ofertado sobrepasa el monto máximo disponible para la compra.;1
1057532-11-COT26;77.862.254-8;COMERCIAL MAT'S SPA;1;;;;;;;;;;;;;;PARLANTE JBL, ENTREGA 2 DIAS;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;1
1057532-11-COT26;76.341.068-4;AGEVAL SPA;1;;;;;;;;;;;;;;ARTICULOS COTIZADOS DE ACUERDO A REQUERIMIENTOS SOLICITADOS. ENTREGA DE 3 DÍA HÁBIL. FLETE Y DESCARGA INCLUIDO EN COTIZACIÓN CONTACTO MARIA EUGENIA MUÑOZ FONO +56961216254;;1
1057532-11-COT26;76.759.642-1;SOLUCIONES Y MONTAJES METALELECTRIC LIMITADA;1;;;;;;;;;;;;;;Se cotizan todos los productos solicitados.  Se entrega en 4 di´as. Garanti´a de 13 meses. Precio lo incluye todo. Consultar para coordinar: Cristian Sanchez 995797454 o Metalelectriclimitada@gmail.com. Se adjunta cotizacion con ficha tecnica.;;1
1057532-11-COT26;77.746.533-3;MONARCA`S  INGENIERIA SPA;1;;;;;;;;;;;;;;ENVIO GRATIS DENTRO DE 3 DIAS HABILES.;;1
1057532-11-COT26;78.101.857-0;COMERCIALIZADORA J.C.C.S SPA;1;;;;;;;;;;;;;;Parlante JBL Go 4 JBLGO4 portátil con bluetooth waterproof negra PLAZO DE ENTREGA 4 DIAS DESPACHO INCLUIDO 964438852;;1
1057532-11-COT26;18.742.681-2;OSCAR EDUARDO GOYE CASTILLO;1;;;;;;;;;;;;;;PLAZO DE ENTREGA 3 DIAS STOCK DISPONIBLE EN BODEGA EL DESPACHO ESTA INCLUIDO, SE ENTREGARA DONDE SE SOLICITE. CONTACTO OSCAR GOYE TELEF. 979056093;;1
1057532-11-COT26;77.408.851-2;INTELITECH SPA;1;;;;;;;;;;;;;;Parlante Sound Pocket Inalámbrico Color Negro Xiaomi, Despacho Incluido, Detalles en Adjuntos, Somos Intelitech SpA, Inteligencia y tecnología para tus proyectos.;;1
1057532-11-COT26;16.343.816-K;RICARDO ANDRÉS SALAMANCA ARIAS;1;;;;;;;;;;;;;;ADJUNTO COTIZACION  ENTREGA EN 4 DIAS, INCLUYE FLETE  RICARDO 930772437;;1
