CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1077241-4-COT25;10.116.752-6;JUAN EDGARDO ÁLVAREZ QUEULO;1;;;;;;;;;;;;;;transporte personal ruta medica - calle 2025;;1
1077241-4-COT25;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;;;;;;;;;;;;;;Se incluye todo lo requerido. Para consultas escribir a contacto@ISEVENCHILE.cl o al teléfono +56 22 927 27 95;;1
1057532-25-COT25;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;;;;;;;;;;;;;;Se incluye todo lo requerido. Para consultas escribir a contacto@ISEVENCHILE.cl o al teléfono +56 22 927 27 95;;1
1057532-25-COT25;15.310.803-K;VIVIANA ALEJANDRA CARRASCO MORENO;1;;;;;;;;;;;;;;Se oferta el total de los productos, plazo de entrega según lo solicitado. Atentamente Viviana Carrasco +56948598529;;1
1057532-25-COT25;76.585.252-8;Marketing & Eventos Claudio Andres Pincheira Moran;1;;;;;;;;;;;;;;SE ADJUNTA COTIZACION, ENTREGAS PARCIALIZADAS LOS DIAS JUEVES DE CADA SEMANA EN HORARIO DIURNO. PRIMERA ENTREGA 3 DIAS HABILES UNA VEZ ADJUDICADO.;;1
1057532-26-COT25;76.202.140-4;CEEL INGENIERIA SPA;1;;;;;;;;;;;;;;SE OFRECEN PANELES 60X60 48W Y KIT DE EMRGENCIA PARA LOS MISMOS DE OTRA MARCA Puesta en envió 2 días hábiles luego de aceptada La orden de compra. 964196819 CEEL INGENIERIA. CEELINGHDQB@GMAIL.COM;;5
1057532-26-COT25;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;;;;;;;;;;;;;;Se incluye todo lo requerido. Para consultas escribir a contacto@ISEVENCHILE.cl o al teléfono +56 22 927 27 95;;5
1057532-22-COT25;77.806.000-0;COMERCIAL RED OFFICE SUR LIMITADA;1;;;;;;;;;;;;;;SE ADJUNTA COT.FORMAL ,SE SUGUIERE REVISAR LA COTIZACION PARA VER LOS ARTICULOS OFERTADOS ,DESPACHO INCLUIDO ,ENTREGA 5 DÍAS HÁBILES . CONTACTO: clara.sanchez@redoffice.cl +56926971624;;3
1057532-22-COT25;79.668.170-5;DISTRIBUIDORA ABSA SPA;1;;;;;;;;;;;;;;Cotizacion adjunta, Despacho incluido;;3
1057532-22-COT25;76.955.038-0;IMPORTADORA Y COMERCIALIZADORA FERVET ON LINE LIMITADA;1;;;;;;;;;;;;;;Despacho 7 días hábiles.-;;3
