CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057532-8-COT26;77.759.394-3;11111606;Pizarra;PIZARRA DE CORCHO;2;35649;71298
1057532-8-COT26;77.759.394-3;53102512;pañuelos;PAQUETES DE PAÑUELOS DESECHABLES;5;36683;183415
1057532-8-COT26;77.759.394-3;24112404;Caja;CAJA CONTENEDORA.;2;29448;58896
1057532-8-COT26;77.759.394-3;56121014;Percheros murales;PORTA FOLLETO MURAL;1;94134;94134
1057532-8-COT26;78.161.939-6;56121014;Percheros murales;PORTA FOLLETO MURAL;1;89000;89000
1057532-8-COT26;78.161.939-6;53102512;pañuelos;PAQUETES DE PAÑUELOS DESECHABLES;5;45000;225000
1057532-8-COT26;78.161.939-6;11111606;Pizarra;PIZARRA DE CORCHO;2;11000;22000
1057532-8-COT26;78.161.939-6;24112404;Caja;CAJA CONTENEDORA.;2;42000;84000
1057532-8-COT26;77.982.914-6;53102512;pañuelos;PAQUETES DE PAÑUELOS DESECHABLES;5;58800;294000
1057532-8-COT26;77.982.914-6;11111606;Pizarra;PIZARRA DE CORCHO;2;13000;26000
1057532-8-COT26;77.982.914-6;24112404;Caja;CAJA CONTENEDORA.;2;20100;40200
1057532-8-COT26;77.982.914-6;56121014;Percheros murales;PORTA FOLLETO MURAL;1;120000;120000
1057532-8-COT26;77.819.498-8;53102512;pañuelos;PAQUETES DE PAÑUELOS DESECHABLES;5;41990;209950
1057532-8-COT26;77.819.498-8;11111606;Pizarra;PIZARRA DE CORCHO;2;60990;121980
1057532-8-COT26;77.819.498-8;24112404;Caja;CAJA CONTENEDORA.;2;44990;89980
1057532-8-COT26;77.819.498-8;56121014;Percheros murales;PORTA FOLLETO MURAL;1;147600;147600
