CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057922-11-COT26;59.106.780-k;42192207;Camillas de paciente o accesorios de camilla;CAMILLA EXAMEN SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;1;2
1057922-11-COT26;59.106.780-k;42192210;Sillas de ruedas;SILLA DE RUEDAS SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;121560;121560
1057922-11-COT26;78.012.392-3;42192207;Camillas de paciente o accesorios de camilla;CAMILLA EXAMEN SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;215000;430000
1057922-11-COT26;78.012.392-3;42192210;Sillas de ruedas;SILLA DE RUEDAS SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;85000;85000
1057922-11-COT26;76.850.591-8;42192207;Camillas de paciente o accesorios de camilla;CAMILLA EXAMEN SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;209000;418000
1057922-11-COT26;76.850.591-8;42192210;Sillas de ruedas;SILLA DE RUEDAS SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;169000;169000
1057922-11-COT26;77.727.836-3;42192210;Sillas de ruedas;SILLA DE RUEDAS SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;380134;380134
1057922-11-COT26;77.727.836-3;42192207;Camillas de paciente o accesorios de camilla;CAMILLA EXAMEN SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;137734;275468
1057922-11-COT26;77.749.210-1;42192207;Camillas de paciente o accesorios de camilla;CAMILLA EXAMEN SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;257254;514508
1057922-11-COT26;77.749.210-1;42192210;Sillas de ruedas;SILLA DE RUEDAS SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;157760;157760
