CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1057532-96-COT26;77.337.544-5;SCM PHARMA SPA;1;;;;;;;;;;;;;;Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio 48 a 72 horas- monto mínimo de despacho $ 50.000.-  Cotización valida  por 15 días.;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;76.443.751-9;NEWLAB  SPA;1;;;;;;;;;;;;;;Se oferta tensiómetro de sobremesa con brazalete adulto marca Yuwell, equipo autorizado por minsal con 2 estrellas medaval. Stock disponible para despacho, valor incluye flete, tiempo de envío 2 días;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;78.066.317-0;OLTRACARE SPA;1;;;;;;;;;;;;;;PLAZO DE ENTREGA: 5 DIAS, FORMA DE PAGO: CONTADO CONTRA FACTURA 30 DIAS, VALIDEZ DE LA OFERTA: 30 DIAS, GARANTIA: SEGUN DETALLE DE EQUIPO, SERVICIO TÉCNICO PERMANENTE, CONTACTO : MYRIAM HUERTA CEL. 962387138, E-MAIL : MYRIAM@OLTRACARE.CL, FLETE : INCLUIDO;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;76.810.275-9;COMERCIALIZADORA DE EQUIPAMIENTO MÉDICO TREMIQ LIMITADA;1;;;;;;;;;;;;;;SE ADJUNTA COTIZACION FORMAL CON DESCRIPCION DETALLADA DEL PRODUCTO;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;77.147.778-K;GLASSLABCHILE SPA;1;;;;;;;;;;;;;;TOMA PRESIÓN DE BRAZO DIGITAL MARCA ONROM. CONTAMOS CON STOCK FISICO. DESPACHO DE 2 A 3 DÍAS HABILES. CONTACTO: JUAN CARLOS SALGADO 972645635 JCSALGADO@GLASSLAB.CL .;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;78.195.329-6;EQUIPAMED EQUIPAMIENTO MÉDICO SPA;1;;;;;;;;;;;;;;Estimados, adjunto propuesta, despacho 3 días hábiles stock disponible. Contactar con Juan Miranda: mercadopublico@equipamed.cl, +56959251560, Kinesiólogo/ejecutivo comercial. Garantía 12 meses;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;78.026.643-0;AMI EQUIPOS E INSUMOS MÉDICOS LIMITADA;1;;;;;;;;;;;;;;Toma presión OMRON HEM 7142, se adjunta ficha técnica. Despacho incluido de 3 a 5 días una vez aceptada la orden de compra. Contacto: scontreras.amicare@gmail.com;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;78.066.317-0;OLTRACARE SPA;1;;;;;;;;;;;;;;PLAZO DE ENTREGA: 5 DIAS, FORMA DE PAGO: CONTADO CONTRA FACTURA 30 DIAS, VALIDEZ DE LA OFERTA: 30 DIAS, GARANTIA: SEGUN DETALLE DE EQUIPO, SERVICIO TÉCNICO PERMANENTE, CONTACTO : MYRIAM HUERTA CEL. 962387138, E-MAIL : MYRIAM@OLTRACARE.CL, FLETE : INCLUIDO;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;76.810.275-9;COMERCIALIZADORA DE EQUIPAMIENTO MÉDICO TREMIQ LIMITADA;1;;;;;;;;;;;;;;SE ADJUNTA COTIZACION FORMAL CON DESCRIPCION DETALLADA DEL PRODUCTO;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
1057532-96-COT26;76.645.686-3;INPUT-MEDICAL SPA;1;;;;;;;;;;;;;;TOMA PRESION DIGITAL MARCA OMRON MODELO 7142 INCLUYE 14 MEMORIAS BRAZALETE UNIVERSAL 22 A 42 CM INCLUYE PILAS, VER ARCHIVO ADJUNTO, DESPACHO HASTA SUS BODEGAS, ENTREGA EN 5 DIAS;ERROR EN CANTIDAD DE TOMA PRESION SOLICITADA, SE VOLVERA A PUBLICAR;1
