CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057532-203-SE26;CC-DCR/Convenio Movilización/Enero/Kümelen/Linea 1;6;Aceptada;1057532-121-LP25;SE;CLP;;2;22;CL;2026-02-10T09:25:48.267;2026-02-10T10:12:34.443;2026-02-11T10:50:57.763;;2026-02-10T09:30:00;0.0;0;3304770.0;0.0;0.0;3304770.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;62282;SOC COMERCIAL OASIS LIMITADA;79.554.260-4;SERVICIOS DE TRANSPORTE A TURISTAS| AGENCIAS Y OR;OHiggins # 779;Osorno;Región de los Lagos ;Luis R. Costa Bahamonde Luis R. Costa Bahamonde;Representante Legal;;Convenio de Movilización Año 2026 Nuevo Llamado DESDE 1057532-121-LP25    NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-153-SE26;CC-DCR/Servicio de Guardias/Edif. Rodriguez/Diciembre;12;Recepción Conforme;1057532-21-LR25;SE;CLP;;2;22;CL;2026-02-03T09:35:02.383;2026-02-03T11:11:27.363;2026-02-03T13:10:02.71;;2026-02-03T09:56:00;0.0;0;1156923.0;19.0;219815.0;1376738.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1714940;SERVICIOS  SEGURIDAD  PRIVADA  KATHERINE GONZALEZ   HERNANDEZ  E.I.R.L;76.826.177-6;SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRE;montenegro 1745;Osorno;Región de los Lagos ; ;;;Convenio de Servicio de Guardias por 24 meses  DESDE 1057532-21-LR25    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-207-CM26;F2-017-AVP//Adquisicion de Entrega de Beneficios Y Tarjetas de Beneficios Institucionales de Capacitación del Año 2026 para Funcionarios Ley 18834 .-;6;Aceptada;;CM;CLP;;2;12;CL;2026-02-10T11:21:46.42;2026-02-10T15:03:51.487;2026-02-11T13:38:42.973;;2026-02-10T14:36:00;4.767676767676767;99;905044.0;19.0;163360.0;1023152.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Alicia Vidal Paredes;;;27693;EDENRED CHILE SOCIEDAD ANONIMA;96.781.350-8;RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Avenida Andres Bello # 2687, piso 13.;;;;Contacto;;Orden de Compra codigo: 1057532-207-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA//NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA. DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN A
1057532-156-SE26;CC-DCR/Servicio de Guardias/Base SAMU/Diciembre;12;Recepción Conforme;1057532-21-LR25;SE;CLP;;2;22;CL;2026-02-03T09:37:49.93;2026-02-03T11:11:48.08;2026-02-03T13:08:44.957;;2026-02-03T10:20:00;0.0;0;3600000.0;19.0;684000.0;4284000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1714940;SERVICIOS  SEGURIDAD  PRIVADA  KATHERINE GONZALEZ   HERNANDEZ  E.I.R.L;76.826.177-6;SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRE;montenegro 1745;Osorno;Región de los Lagos ; ;;;Convenio de Servicio de Guardias por 24 meses  DESDE 1057532-21-LR25    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-206-SE26;CC-DCR/Mant. Correctiva Chevrolet D-MAX, PPU: JJ.ZG-49 /DSSO;6;Aceptada;1057532-53-LP25;SE;CLP;;2;7;CL;2026-02-10T10:38:27;2026-02-10T10:48:49.72;2026-02-11T23:04:09.867;;2026-02-10T10:43:00;0.0;0;93950.0;19.0;17850.0;111800.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1703723;FRANCISCO ALEJANDRO ARRIAGADA NAHUELPÁN;16.906.109-2;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORE;GOLFO DE ANCUD 1133;Osorno;Región de los Lagos ;FRANCISCO ALEJANDRO ARRIAGADA NAHUELPAN;gerente ;;F3-138-SECCION DE MANTENIMIENTO DE VEHICULOS  CONVENIO DE SERVICIOS DE MANTENCION PREVENTIVA CORRECTIVA YO REPARATIVA PARA VEHICULOS MULTIMARCAS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO 2026-2027 DESDE 1057532-53-LP25.  ORDEN DE COMPRA DESDE 1057532-53-LP25.    NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC./ La factura debe indicar N° de OC asociada. Enviar los  documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-217-AG26;F1-25-DCR/Adquisición de Amarras Plásticas y Elásticos/Droguería SSO.;4;Enviada a proveedor;;AG;CLP;;2;7;Other;2026-02-11T15:42:39.067;2026-02-11T17:21:22.18;;;2026-02-11T17:31:00;0.0;0;1512700.0;19.0;287413.0;1800113.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1760013;SOCIEDAD COMERCIAL NEOTECH SPA;77.286.085-4;VENTA AL POR MAYOR DE COMPUTADORES, EQUIPO PERIFERICO Y PROGRAMAS INFO;AGUSTINAS 1022 F 1004 N° No hay Dato;Santiago;Región Metropolitana de Santiago;Rodrigo Collao;Gerente;;Orden de Compra por invitación a Compra Ágil según: 1057532-60-COT26    Droguería SSO.    NOTA: NO SE PODRA EMITIR FACTURA SIN PREVIA RECEPCION CONFORME A OC.  FACTURA DEBE SEÑALAR OC ASOCIADA.  SE DEBEN ENVIAR DOCUMENTOS MERCANTILES EN ARCHIVO XLMS O PDF AL SIGUIENTE CORREO,  dipresrecepcion@custodium.com
1057532-213-AG26;F1-32-DCR/Insumos de Enfermería SAFU;4;Enviada a proveedor;;AG;CLP;;2;7;Other;2026-02-11T15:03:31.727;2026-02-11T17:11:59.533;;;2026-02-11T15:10:00;2.9363636363636365;44;88000.0;19.0;16720.0;104720.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;139257;EDUARDO AWAD MANZUR;76.205.148-6;Comercial;AV. COLORADO 921;Quilicura;Región Metropolitana de Santiago;Eduardo  Awad;Gerente de Venta;;Orden de Compra por invitación a Compra Ágil según: 1057532-57-COT26    Unidad SAFU.    NOTA: NO SE PODRA EMITIR FACTURA SIN PREVIA RECEPCION CONFORME A OC.  FACTURA DEBE SEÑALAR OC ASOCIADA.  SE DEBEN ENVIAR DOCUMENTOS MERCANTILES EN ARCHIVO XLMS O PDF AL SIGUIENTE CORREO,  dipresrecepcion@custodium.com
1057532-214-AG26;F2-7-DCR/Insumos de Enfermería para Sala de Procedimientos año 2026/COSAM Oriente;4;Enviada a proveedor;;AG;CLP;;2;7;Other;2026-02-11T15:13:24.74;2026-02-11T17:12:06.11;;;2026-02-11T15:26:00;0.0;0;948600.0;19.0;180234.0;1128834.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1723707;FARMANOSTICA SPA;76.739.523-K;OTRAS ACTIVIDADES DE VENTA POR MENOR NO REALIZADAS EN COMERCIOS, PUEST;AV QUILIN 3550 N° No hay Dato;Macul;Región Metropolitana de Santiago;Ivan Cifuentes;;;Orden de Compra por invitación a Compra Ágil según: 1057532-59-COT26    COSAM Oriente.    NOTA: NO SE PODRA EMITIR FACTURA SIN PREVIA RECEPCION CONFORME A OC.  FACTURA DEBE SEÑALAR OC ASOCIADA.  SE DEBEN ENVIAR DOCUMENTOS MERCANTILES EN ARCHIVO XLMS O PDF AL SIGUIENTE CORREO,  dipresrecepcion@custodium.com
1057532-98-CM26;F3-180-AVP// Alimentos (Abarrotes) para Comunidad Terapeutica Peulla, 6 meses del año 2026;12;Recepción Conforme;;CM;CLP;;2;12;CL;2026-01-21T18:54:22.37;2026-01-22T12:24:54.207;2026-02-11T09:52:04.59;;2026-01-21T19:03:00;4.6117647058823525;493;886266.0;19.0;0.0;886266.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Alicia Vidal Paredes;;;27467;DIMERC S A;96.670.840-9;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| ALMACENES MEDIANOS (VENTA DE ALIMENTOS), SUPERMERCADOS, MINIMARKETS| VENTA AL POR MENOR DE BEBIDAS Y LICORES (BOTILLERIAS)| VENTA AL POR MENOR DE PRODUCTOS DE CONFITERIAS, CIGARRILLOS, Y OTROS| VENTA AL POR ME;HECTOR GOMEZ COBOS  N° 420;;;;Contacto;;Orden de Compra codigo: 1057532-98-CM26 dirigida a DIMERC S A// se realiza la compar para 6 meses del año 2026// Febrero, Marzo, Abril, Mayo, Junio, Julio. Proveedor debe considerar fechas de vencimientos de los productos hasta 2027. puede realizar 2 entr
1057532-201-AG26;F1-013-NAM / INSUMOS IMPRESORAS ZEBRA (etiquetas y rollos térmicos) / COSAM RAHUE / Orden de Compra generada por invitación a compra ágil: 1057532-50-COT26;6;Aceptada;;AG;CLP;;2;7;Other;2026-02-09T17:30:43.963;2026-02-10T09:04:13.673;2026-02-11T08:13:24.793;;2026-02-10T08:39:00;0.0;0;217750.0;19.0;41372.0;259122.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;NICOLAS ASENCIO MOREIRA;COMPRADOR;;1786193;COMERCIALIZADORA Y DISTRIBUIDORA CG IMPRESOS CLAUDIA ANDREA GONZÁLEZ P;77.408.823-7;FABRICACION DE OTROS ARTICULOS DE PAPEL Y CARTON;LECAROS INT 4235 PLZ LOS TOROS N° No hay Dato;Puente Alto;Región Metropolitana de Santiago;CLAUDIA GONZALEZ;GERENTE DE VENTAS;;F1-013-NAM / INSUMOS IMPRESORAS ZEBRA (etiquetas y rollos térmicos) / COSAM RAHUE /  Orden de Compra codigo: 1057532-201-AG26 dirigida a COMERCIALIZADORA Y DISTRIBUIDORA CG IMPRESOS CLAUDIA ANDREA GONZÁLEZ P.    Nota:   La factura debe indicar el número de O/C asociada.   Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.    Al envio:  Enviar con guía de despacho, para la recepción conforme.
