CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057532-19-CM26;F2-3-JOA/Adquisicion de Formula aminoacídica//O.C. N° 1057532-19-CM26;12;Recepción Conforme;;CM;CLP;;2;12;CL;2026-01-09T10:39:00.177;2026-01-09T10:55:28.3;2026-01-09T11:21:16.427;;2026-01-19T09:41:00;0.0;0;1620300.0;19.0;0.0;1620300.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE  OYARZUN ALVAREZ;;;1248841;sociedad de nutricionistas nutrihouse ltda.;76.095.459-4;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS N.C.P.| ESTABLECIMIENTOS MEDICOS DE ATENCION AMBULATORIA (CENTROS MEDICOS);JOSE MANUEL INFANTE N° 1098;;;;Contacto;;F2-3- Adquisición de formula aminoacídica/O.C. 1057532-19-CM26 dirigida a SOCIEDAD DE NUTRICIONISTAS NUTRIHOUSE LIMITADA. Nota: No se encuentra en el plan de compra por urgencia sanitaria de alfamino.
1057532-59-SE26;CC-DCR/Servicio Reloj Control/Kümelen/Diciembre 2025;6;Aceptada;1057532-8-LP24;SE;CLP;;2;7;CL;2026-01-16T09:50:07.28;2026-01-16T11:05:25.743;2026-01-16T15:24:55.69;;2026-01-16T10:29:00;3.6333333333333333;6;80729.0;19.0;15339.0;96068.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;81899;PRODUCTORA DE TARJETAS DE IDENTIFICACION E-MACH CARD LIMITADA;77.500.240-9;OTRAS ACTIVIDADES DE EDICION| VENTA AL POR MENOR D;Fanor Velasco #85, Esquina Moneda, Piso 11;Concepción;Región del Biobío ;Paul Stengel Pinto  Stengel;Gerente General;;NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-60-SE26;CC-DCR/Servicio Reloj Control/PEULLA/Diciembre 2025;6;Aceptada;1057532-8-LP24;SE;CLP;;2;7;CL;2026-01-16T09:50:27.417;2026-01-16T11:05:36.123;2026-01-16T15:25:08.123;;2026-01-16T10:30:00;3.6333333333333333;6;161458.0;19.0;30677.0;192135.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;81899;PRODUCTORA DE TARJETAS DE IDENTIFICACION E-MACH CARD LIMITADA;77.500.240-9;OTRAS ACTIVIDADES DE EDICION| VENTA AL POR MENOR D;Fanor Velasco #85, Esquina Moneda, Piso 11;Concepción;Región del Biobío ;Paul Stengel Pinto  Stengel;Gerente General;;NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-28-SE26;CC-DCR//Movilización Peulla/Diciembre 2025;12;Recepción Conforme;1057532-81-LQ24;SE;CLP;;2;22;CL;2026-01-09T16:09:58.68;2026-01-13T14:50:17.227;2026-01-14T08:22:19.05;;2026-01-09T16:14:00;5.0;1;2542600.0;0.0;0.0;2542600.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;107719;TEOBALDO HUENANTE BARRIGA;7.531.485-K;TRANSPORTE URBANO DE PASAJEROS VIA AUTOBUS (LOCOMO;ARAUCO 1641 VILLA JORGE ALESSANDRI;Osorno;Región de los Lagos ;Sandra Veronica  Gutierrez Loaiza;administradora;;Servicios de Movilización CT Peulla mes Diciembre del 2025    NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-61-SE26;CC-DCR/Servicio Reloj Control/COSAM Oriente/Diciembre 2025;6;Aceptada;1057532-8-LP24;SE;CLP;;2;7;CL;2026-01-16T09:50:54.657;2026-01-16T11:05:40.503;2026-01-16T15:25:24.67;;2026-01-16T10:34:00;3.6333333333333333;6;80729.0;19.0;15339.0;96068.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;81899;PRODUCTORA DE TARJETAS DE IDENTIFICACION E-MACH CARD LIMITADA;77.500.240-9;OTRAS ACTIVIDADES DE EDICION| VENTA AL POR MENOR D;Fanor Velasco #85, Esquina Moneda, Piso 11;Concepción;Región del Biobío ;Paul Stengel Pinto  Stengel;Gerente General;;NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-56-SE26;CC-DCR/Servicio Reloj Control/DSSO/Diciembre 2025;6;Aceptada;1057532-8-LP24;SE;CLP;;2;12;CL;2026-01-16T09:48:45.257;2026-01-16T11:05:10.683;2026-01-16T15:24:02.963;;2026-01-16T09:54:00;3.6333333333333333;6;484374.0;19.0;92031.0;576405.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;81899;PRODUCTORA DE TARJETAS DE IDENTIFICACION E-MACH CARD LIMITADA;77.500.240-9;OTRAS ACTIVIDADES DE EDICION| VENTA AL POR MENOR D;Fanor Velasco #85, Esquina Moneda, Piso 11;Concepción;Región del Biobío ;Paul Stengel Pinto  Stengel;Gerente General;;NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-5158-AG25;F1-252-MAROrden de Compra generada por invitación a compra ágil: 1057532-669-COT25;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-09-16T13:56:34.61;2025-09-16T14:59:24.8;2025-09-22T11:40:09.257;;2025-09-16T14:58:00;3.75;4;3270800.0;19.0;621452.0;3892252.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Miguel Aro;Administrativo;;48377;IMPRESOS AMAR;77.585.800-1;IMPRESION PRINCIPALMENTE DE LIBROS| VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA;Libertad 121;Concepción;Región del Biobío ;Jorge Amar Amar  ;GERENTE;;Orden de Compra codigo: 1057532-5158-AG25 dirigida a AMAR Y COMPANIA LIMITADA  NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com  FOLIO N° 252 / DAP.    Justificación selección de cotización menos económica: Los productos o servicios cotizados cumplen de mejor manera con los requisitos técnicos solicitados.
1057532-25-SE26;CC-DCR/10 Cupos R. Prot. Alta Complejidad Osorno/Diciembre 2025;12;Recepción Conforme;1057532-14-LP25;SE;CLP;;2;22;CL;2026-01-09T15:39:23.61;2026-01-12T14:45:38.57;2026-01-12T16:53:51.993;;2026-01-09T15:43:00;0.0;0;20319260.0;19.0;3860659.0;24179919.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1837778;SOCIALES TORRES SPA;77.625.119-4;ACTIVIDADES DE ATENCION EN INSTITUCIONES PARA PERS;P LYNCH 696;Hualqui;Región del Biobío ; ;;;ADQUISICION 10 CUPOS RESIDENCIA PROTEGIDA DE ALTA COMPLEJIDAD PARA EL SERVICIO DE SALUD OSORNO EN LA CIUDAD DE OSORNO/(RES EXENTA N°4497/20.03.2025 Aprueba Contrato)    Fecha Solicitud 08.01.2026
1057532-58-SE26;CC-DCR/Servicio Reloj Control/PRAIS/Diciembre 2025;6;Aceptada;1057532-8-LP24;SE;CLP;;2;7;CL;2026-01-16T09:49:22.297;2026-01-16T11:05:20.81;2026-01-16T15:24:37.813;;2026-01-16T10:27:00;3.6333333333333333;6;80729.0;19.0;15339.0;96068.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;81899;PRODUCTORA DE TARJETAS DE IDENTIFICACION E-MACH CARD LIMITADA;77.500.240-9;OTRAS ACTIVIDADES DE EDICION| VENTA AL POR MENOR D;Fanor Velasco #85, Esquina Moneda, Piso 11;Concepción;Región del Biobío ;Paul Stengel Pinto  Stengel;Gerente General;;NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-62-SE26;CC-DCR/Servicio Reloj Control/COSAM Rahue/Diciembre 2025;6;Aceptada;1057532-8-LP24;SE;CLP;;2;7;CL;2026-01-16T09:51:15.977;2026-01-16T11:05:45.35;2026-01-16T15:25:35.103;;2026-01-16T10:36:00;3.6333333333333333;6;161458.0;19.0;30677.0;192135.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;81899;PRODUCTORA DE TARJETAS DE IDENTIFICACION E-MACH CARD LIMITADA;77.500.240-9;OTRAS ACTIVIDADES DE EDICION| VENTA AL POR MENOR D;Fanor Velasco #85, Esquina Moneda, Piso 11;Concepción;Región del Biobío ;Paul Stengel Pinto  Stengel;Gerente General;;NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
