CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057532-5461-SE25;CC-DCR/Mant. Correctiva Mamógrafo Móvil;12;Recepción Conforme;1057532-90-LQ23;SE;CLP;;2;12;CL;2025-11-04T15:41:40.42;2025-11-04T16:33:51.447;2025-12-11T09:43:35.137;;2025-11-04T15:55:00;0.0;0;1209020.0;19.0;229714.0;1438734.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1490987;SIEMENS HEALTHCARE EQUIPOS MEDICOS SPA;76.481.921-7;OTROS TIPOS DE VENTA AL POR MENOR NO REALIZADA EN;A  DE CORDOVA 4580 OF 41 PS 4 SEC VISTA 360 N° No hay Dato;Las Condes;Región Metropolitana de Santiago;German Morales;;;NOTA:NO SE PODRA EMITIR FACTURA SIN PREVIA RECEPCION CONFORME A OC / FACTURA DEBE SEÑALAR OC ASOCIADA / SE DEBEN ENVIAR DOCUMENTOS MERCANTILES EN ARCHIVO XLMS O PDF AL SIGUIENTE CORREO, dipresrecepcion@custodium.com
1057922-24-SE25;F5-008-AAN/ORDEN DE COMPRA DESDE 1057922-7-LP25;12;Recepción Conforme;1057922-7-LP25;SE;CLP;2774;2;7;CL;2025-05-23T14:34:00.74;2025-06-25T16:38:01.56;2025-06-30T12:43:49.8;;2025-06-25T16:11:00;3.8153846153846156;13;120186176.0;19.0;22835373.0;143021549.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;Avda. Mackenna Nº 825 ;Osorno;Región de los Lagos ;Ariela Acevedo;PROFESIONAL APOYO;;113980;GEMCO GENERAL MACHINERY S.A.;76.142.730-k;FABRICACION DE OTROS TIPOS DE EQUIPO ELECTRICO N.C;CASTELLON N° 316;Concepción;Región del Biobío ;Constanza Vilches;Encargada de Licitaciones;;ADQ. EQUIPOS DE ESTERILIZACIÓN PARA CESFAM CHUYACA DESDE 1057922-7-LP25.    NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC. La factura debe indicar N° de OC asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com./El o los documentos tributarios, deberán  contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de vencimiento, según lo establecido en la Norma Técnica 226.    Dirección de Despacho: CESFAM con SAR Chuyaca ubicado en Av. 18 de Septiembre 654, Osorno. Para el despacho contactar con D. Iván Vargas Ojeda al fono 64 2613580.
1057922-104-SE25;F5-028-BMC-ADQUISICIÓN DE MUEBLE ALMACENAMIENTO MEDICAMENTOS PARA COSAM RAHUE;12;Recepción Conforme;1057922-28-LE25;SE;CLP;3924;2;7;CL;2025-09-01T09:12:00.31;2025-09-03T09:42:17.11;2025-09-10T16:38:40.8;;2025-09-03T09:40:00;4.484210526315789;19;29880000.0;19.0;5677200.0;35557200.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;Avda. Mackenna Nº 825 ;Osorno;Región de los Lagos ;Bastian Miranda Coronado;PROFESIONAL;;39084;TECNIGEN S.A.;93.020.000-k;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRA;HENDAYA 60 DP 1401 N° No hay Dato;Las Condes;Región Metropolitana de Santiago;Susana  Alvarez Rojas;Atencion al cliente;;F5-028-SUB. DPTO. DE INVERSIONES DE EQUIPOS Y EQUIPAMIENTO  ADQUISICIÓN EQUIPOS MÉDICOS Y MOBILIARIO COSAM RAHUE DESDE 1057922-28-LE25.  ORDEN DE COMPRA DESDE 1057922-28-LE25.  NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC./ La factura debe indicar N° de OC asociada. Enviar los  documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.  El o los documentos tributarios, deberán contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de  vencimiento, según lo establecido en la Norma Técnica 226.  Dirección de Despacho: Guatemala #1402 Rahue Alto, COSAM Rahue, comuna Osorno.  Para el despacho contactar con D. Miguel Navarro  al Fono +56 64 2335842  o al correo miguel.navarro@redsalud.gob.cl
1057922-188-AG25;F5-037-NAM / SET EQUIPAMIENTO APOYO CLINICO / CECOSF EL ENCANTO / Orden de Compra generada por invitación a compra ágil: 1057922-161-COT25;12;Recepción Conforme;;AG;CLP;5379;2;7;Other;2025-12-01T09:05:58.107;2025-12-01T12:20:24.577;2025-12-02T12:28:24.623;;2025-12-01T10:33:00;4.36;5;555480.0;19.0;105541.0;661021.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;NICOLAS ASENCIO MOREIRA;COMPRADOR;;63525;COMERCIALIZADORA DE PRODUCTOS MEDICOS Y DEPORTIVOS PTM CHILE SPA;77.749.210-1;VENTA DE ARTICULOS MEDICOS, ORTOPEDICOS;AV DEL VALLE 961 OF 4707 EDIF PATIO MAYOR N° No hay Dato;Huechuraba;Región Metropolitana de Santiago;CLAUDIO SALINAS;Gerente Comercial;;F5-037-NAM / SET EQUIPAMIENTO APOYO CLINICO / CECOSF EL ENCANTO /  Orden de Compra codigo: 1057922-188-AG25 dirigida a COMERCIALIZADORA DE PRODUCTOS MEDICOS Y DEPORTIVOS PTM CHILE SPA    Justificación selección de cotización menos económica: Los productos o servicios cotizados cumplen de mejor manera con los requisitos técnicos solicitados.    Nota:   No se podrá emitir factura sin previa recepción conforme de O/C.   La factura debe indicar el número de O/C asociada.   Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.    Al envio:  Enviar con guía de despacho, para la recepción conforme.    Establecimiento: DIRECCIÓN DEL SERVICIO DE SALUD OSORNO  Dirección: AMADOR BARRIENTOS 2360. OSORNO  Encargado Recepción: IVÁN VARGAS  Cargo ENCARGADO DE BODEGA INVERSIONES ABASTECIMIENTO SSO  Correo: ivan.vargas@redsalud.gob.cl  Fono (+56) : 642613580
1057922-201-SE25;F5-025-BMC-ADQUISICION NOTEBOOK PARA CESFAM CON SAR CHUYACA;12;Recepción Conforme;1057922-57-LP25;SE;CLP;5504;2;7;CL;2025-12-09T11:12:01.577;2025-12-10T08:51:58.847;2025-12-10T15:52:19.617;;2025-12-10T08:41:00;4.5;2;4888660.0;19.0;928845.0;5817505.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;Avda. Mackenna Nº 825 ;Osorno;Región de los Lagos ;Bastian Miranda Coronado;PROFESIONAL;;37731;RICOH;96.513.980-k;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;ROSARIO NORTE 530 OF 601 N° No hay Dato;Las Condes;Región Metropolitana de Santiago;Vanessa Mena;Asistente Gerencia General;;F5-025-DPTO. TIC  ADQUISICION EQUIPOS DE TECNOLOGIAS DE LA INFORMACION PARA CESFAM CON SAR CHUYACA DESDE 1057922-57-LP25.  ORDEN DE COMPRA DESDE 1057922-57-LP25.  NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC./ La factura debe indicar N° de OC asociada. Enviar los  documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.  Dirección de Despacho: Edificio Rodríguez, comuna Osorno ubicado en Manuel Rodríguez #759. Para el despacho contactar con D. Ivan  Vargas al Fono (64)2613580
1057532-5454-CC25;CC-DCR/Contratación de Diplomado de Gestión de Servicios de Salud Mental para Médicos;12;Recepción Conforme;4127-129-LP23;CC;CLP;;2;22;CL;2025-11-04T10:44:14.16;2025-11-04T14:46:29.81;2025-12-17T15:09:46.207;;2025-11-04T11:12:00;4.576923076923077;26;1300000.0;0.0;0.0;1300000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;60632;UNIVERSIDAD DE CHILE;60.910.000-1;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS;Avda.Independencia 1027;Independencia;Región Metropolitana de Santiago;Paola Gonzalez S.  ;Coordinadora de Proyectos ;;NOTA: NO SE PODRA EMITIR FACTURA SIN PREVIA RECEPCION CONFORME A OC.  FACTURA DEBE SEÑALAR OC ASOCIADA.  SE DEBEN ENVIAR DOCUMENTOS MERCANTILES EN ARCHIVO XLMS O PDF AL SIGUIENTE CORREO,  dipresrecepcion@custodium.com
1057922-140-AG25;F5-021-BMC-ADQUISICION DE OTO-OFTALMOSCOPIO PORTATIL PARA CESFAM CON SAR CHUYACA;12;Recepción Conforme;;AG;CLP;4490;2;7;Other;2025-10-08T08:38:24.573;2025-10-09T14:32:05.197;2025-10-09T14:54:41.697;;2025-10-09T14:31:00;4.484210526315789;19;2330674.0;19.0;442828.0;2773502.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Bastian Miranda Coronado;PROFESIONAL;;39084;TECNIGEN S.A.;93.020.000-k;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;HENDAYA 60 DP 1401 N° No hay Dato;Las Condes;Región Metropolitana de Santiago;Susana  Alvarez Rojas;Atencion al cliente;;F5-021-SUB.DPTO DE INVERSIONES EQUIPOS Y EQUIPAMIENTO  Orden de Compra código: 1057922-140-AG25 dirigida a TECNIGEN S A.  Orden de Compra generada por invitación a compra ágil: 1057922-128-COT25.  Justificación selección de cotización menos económica: Los productos o servicios cotizados cumplen de mejor manera  NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC./ La factura debe indicar N° de OC asociada. Enviar los documentos mercantiles en  archivo xlms y pdf al correo dipresrecepcion@custodium.com.  El o los documentos tributarios, deberán contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de vencimiento, según lo establecido en la Norma Técnica 226. Dirección de Despacho: Edificio Rodriguez, comuna Osorno ubicada en Manuel Rodriguez #759. Para el despacho contactar con D. Ivan Vargas al Fono +56 642 613580
1057532-5589-AG25;F2-378-AVP//Servicio de Cafetería para la Elaboración y Definición de Proyectos de Capacitación// Dpto. de Formación y Capacitación;12;Recepción Conforme;;AG;CLP;5247;2;7;Other;2025-11-21T14:49:49.927;2025-11-21T15:57:49.793;2025-11-25T20:47:13.72;;2025-11-21T14:58:00;0.0;0;503040.0;19.0;95578.0;598618.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Alicia Vidal Paredes;Comprador Administrativo;;1873788;SERVICIOS GASTRONÓMICOS CLAUDIO SOTO VILLEGAS E.I.R.L.;77.280.244-7;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;FARELLONES SUR 2410 REINA LUISA II;Osorno;Región de los Lagos ; ;;;Orden de Compra codigo: 1057532-5589-AG25 dirigida a SERVICIOS GASTRONÓMICOS CLAUDIO SOTO VILLEGAS E.I.R.L.//Orden de Compra generada por invitación a compra ágil: 1057532-891-COT25//NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA. DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-5744-SE25;CC-DCR/Convenio Registro Clínico/Cuota 40;12;Recepción Conforme;1057532-30-LR22;SE;CLP;;2;22;CL;2025-12-19T08:32:52.9;2025-12-19T09:08:02.92;2025-12-22T09:05:53.543;;2025-12-19T10:45:00;5.0;1;34750765.0;19.0;6602645.0;41353411.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;69967;Rayen Salud SpA;77.917.240-6;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS;Merced 480, piso 2, Santiago;Santiago;Región Metropolitana de Santiago;Emilia  Fuentes Salinas;Gerente Administracion;;Servicio de registro clínico electrónico para establecimientos de Atención Primaria de Salud (RCEAPS), Hospitales de baja complejidad y comunitarios del Servicio de Salud Osorno” LP 1057532-30-LR22, proveedor Sociedad de Ingeniería en Informática RAYEN SALUD SpA.    NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada, de acuerdo   Ley 20.727 de Enero del 2014.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-4573-CC25;"CO-DCR/Diplomado ""Seguridad Funcionaria de Referentes Técnicos de las Mesas de Seguridad en los Servicios de Salud""";12;Recepción Conforme;4127-25-LE25;CC;CLP;;2;22;CL;2025-06-18T14:34:41.573;2025-06-23T12:54:34.047;2025-06-24T11:19:37.38;;2025-06-23T09:55:00;4.576923076923077;26;1289655.0;0.0;0.0;1289655.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;60632;UNIVERSIDAD DE CHILE;60.910.000-1;EDUCACION SUPERIOR;Santa Lucia Nº 240, 4to. piso;Santiago;Región Metropolitana de Santiago;Soledad Lucero;Gerente División;;"Diplomado ""Seguridad Funcionaria de Referentes Técnicos de las Mesas de Seguridad en los Servicios de Salud""/ Resol. Exenta N°10369/2025 Jefe(a) División de Finanzas y Administración Interna - Ministerio de Salud."
