CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057532-5598-CM25;PA-RUA/ANGELO PALMA IGOR;12;Recepción Conforme;;CM;CLP;;2;12;CL;2025-11-26T09:06:07.82;2025-11-26T10:51:17.013;2025-11-26T10:51:17.1;;2025-11-26T10:49:00;4.0;270;69291.0;19.0;0.0;75241.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Rubén Uribe;;;71217;SKY AIRLINE S A;88.417.000-1;TRANSPORTE REGULAR POR VIA AEREA DE PASAJEROS| TRANSPORTE REGULAR POR VIA AEREA DE CARGA| OTRAS ACTIVIDADES CONEXAS AL TRANSPORTE N.C.P.;Santa Elena 1763;;;;Contacto;;supervisión de la Residencia Protegida Clínica Santa Elena, ubicada en la comuna de la Pintana, Santiago. Osorno - Santiago: 01.12.2025
1057532-5697-SE25;CC-DCR/Convenio Suministro de Ayudas Técnicas;12;Recepción Conforme;1057532-9-LE25;SE;CLP;;2;7;CL;2025-12-05T14:57:33.777;2025-12-05T15:05:10.237;2025-12-09T09:34:20.063;;2025-12-05T15:00:00;4.683333333333334;12;2700000.0;19.0;513000.0;3213000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;90783;GLOBAL HEALTHCARE CHILE L P OFICINA DE REPRESENTACION EN CHILE;59.106.780-k;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENT;LAS ACACIAS 02655 MOD 4 N° No hay Dato;San Bernardo;Región Metropolitana de Santiago;Iván Vera;administrador;;L.P. ID 1057532-9-LE25 CONVENIO SUMINISTRO DE AYUDAS TÉCNICAS GES Y PILOTO NO GES PROVEER A LA RED ASISTENCIAL DEL S.S.O., AÑO 2025.   De acuerdo a correo electrónico de fecha 05.12.2025 por solicitud emisión O/C.    NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com    DESPACHAR A: Av. Manuel Rodríguez 759, Osorno.  Contacto Q.F. Leonor Araneda A., Director Técnico Droguería, Fono 64-2-335651.  Lunes a jueves entre las 08:00 a 12:30 hrs. y de 14:00 hrs. a 16:30 hrs. y  Viernes de 08:00 hrs. a 12:30 hrs. y de 14:00 hrs. a 15:30 hrs.
1057532-5749-SE25;F3-190-JOA/Adquisición Kits para detección Virus yBacterias/HPO//ID 1057532-82-LE25.;12;Recepción Conforme;1057532-82-LE25;SE;CLP;;2;22;CL;2025-12-19T15:26:47.69;2025-12-22T08:44:59.28;2025-12-22T15:14:11.257;;2025-12-19T15:39:00;3.0;1;6400000.0;19.0;1216000.0;7616000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE OYARZUN ALVAREZ;Comprador administrativo;;1030533;ALATHEIA MEDICAL SPA;76.036.479-7;VENTA AL POR MAYOR NO ESPECIALIZADA| OTRAS ACTIVID;CALLE NUEVA 1564 PARRONAL DE HUECHURA N° No hay Da;Huechuraba;Región Metropolitana de Santiago;RUBEN EDUARDO KRAMARENKO CUETO;GERENTE GENERAL;;F3-190/ADQUISICION DE KITS PARA DETECCION DE VIRUS Y BACTERIAS RESPIRATORIAS POR METODO MOLECULAR RAPIDO POC MOLECULAR. DESDE 1057532-82-LE25/Solicitud emisión de O/C 19.12/2025.  NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada, de acuerdo Ley 20.727 de enero del 2014.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com     DESPACHAR A: HOSPITAL PUERTO OCTAY//Dirección: Pedro Montt 601, Puerto Octay  //Jefe de Laboratorio: T.M. Daniel Sanzana, correo electronico: daniel.sanzana@redsalud.gob.cl
1057976-16-SE25;"F4-027-JFR | 3 Visitas especialistas a la obra ""Construcción Centro de Salud Mental Comunitario Rahue""";12;Recepción Conforme;1180747-7-LP23;SE;CLP;5532;2;22;CL;2025-12-11T11:14:51.693;2025-12-11T16:17:55.447;2025-12-12T08:55:40.25;;2025-12-11T16:16:00;0.0;0;1544047.0;0.0;0.0;1544047.0;1057976;Obras Civiles;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JUAN FELIPE ROJEL HUENTRO;PROFESIONAL DE APOYO;;28868;CRISOSTO SMITH ARQUITECTOS LIMITADA;77.697.730-6;SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO;MARIA OLIVARES N° 1275;Las Condes;Región Metropolitana de Santiago;Andrés Crisosto Smith;Representante Legal;;"3 Visitas de Especialistas a la obra ""Construcción Centro de Salud Mental Comunitario Rahue"" ID Licitación N°1057976-3-LR24.    Informe N°40/10.12.2025.    Licitación Pública ""Consultoría para el Desarrollo del Diseño de Arquitectura, Ingeniería, Especialidades y Estudios para el Proyecto ""Construcción Cosam Rahue"" etapa de diseño, comuna de Osorno bajo el ID 1180747-7-LP23 adjudicado a Crisosto Smith Arquitectos Limitada, según Formulario N°4 de nómina de profesionales y costo visitas a obra.    Res. Exenta N°54486/24.03.2025 Aprueba Adendum de Contrato  Código BIP: 40033559  Ítem Presupuestario: 31.02.002 Consultorías.    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com"
1077241-88-SE25;F3-113-BMC-ADQUISICION DE CAJAS CIRUGÍA MAXILOFACIAL-PARA PROGRAMA DE RESOLUCIÓN DE LISTAS DE ESPERA GORE-SSO;12;Recepción Conforme;1077241-3-LP25;SE;CLP;3268;2;22;CL;2025-07-28T09:48:00.643;2025-07-29T12:56:47.41;2025-07-29T13:29:55.217;;2025-07-29T12:54:00;4.441860465116279;43;10371150.0;19.0;1970518.0;12341668.0;1077241;Administración de Fondos;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Bastian Miranda Coronado;PROFESIONAL;;47740;B BRAUN MEDICAL SPA;96.756.540-7;FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS;AVENIDA PUERTA SUR N° 03351;San Bernardo;Región Metropolitana de Santiago;Servicio al Cliente Servicio al Cliente;Ventas;;F3-113-DEPARTAMENTO ARTICULACION DE LA RED ASISTENCIAL  ADQUISICIÓN EQUIPOS EQUIPAMIENTO E INSTRUMENTAL EN EL MARCO DE PROGRAMA DE RESOLUCIÓN DE LISTAS DE ESPERA GORE-SSO  DESDE 1077241-3-LP25.  ORDEN DE COMPRA DESDE 1077241-3-LP25.   NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC./ La factura debe indicar N° de OC asociada. Enviar los   documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com./ El o los documentos tributarios, deberán   contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de vencimiento, según lo establecido en la Norma Técnica 226.  Dirección de Despacho: Hospital de Purranque, comuna Purranque ubicado en 21 de Mayo #468. Para el despacho contactar con D. Egar Vera al Fono 642335917 o al 642335687  correo electrónico egar.vera@redsalud.gob.cl, marco.gonzalezf@redsalud.gob.cl
1057532-5691-SE25;CC-DCR/Mantención Correctiva Ambulancia Base SAMU PPU PC.VF-21;12;Recepción Conforme;1057532-101-LQ24;SE;CLP;;2;22;CL;2025-12-05T12:00:02.38;2025-12-05T12:16:18.413;2025-12-10T15:07:41.75;;2025-12-05T12:14:00;4.0;44;1190018.0;19.0;226103.0;1416121.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;26855;KAUFMANN S A VEHICULOS MOTORIZADOS;92.475.000-6;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPOR;Sebastopol # 2205, Parque Industrial Anticura;Ancud;Región de los Lagos ;Eduardo  Mansilla (Servicio);Jefe Taller;;"F3-118/SECCION DE MANTENIMIENTO DE VEHICULOS.  Orden de Compra desde Licitación 1057532-101-LQ24:""CONVENIO DE SERVICIOS DE MANTENCION PREVENTIVA, CORRECTIVA Y/O REPARATIVA VEHICULOS MERCEDES BENZ DE LA DIRECCION DEL SSO Y HOSPITALES DEPENDIENTES.    NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custopdium.com."
1057532-5771-SE25;CC-DCR/Servicio Plagas/Kümelen/Octubre 2025;6;Aceptada;1057532-84-LE23;SE;CLP;;2;22;CL;2025-12-29T12:41:16.627;2025-12-29T16:30:47.433;2025-12-29T16:36:48.01;;2025-12-29T14:59:00;0.0;0;38000.0;19.0;7220.0;45220.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1497623;QUARTO CONSULTORES Y SERVICIOS  LIMITADA;76.596.219-6;ASESORIAS EMPRESARIALES;ELEUTERIO RAMIREZ OF 300;Osorno;Región de los Lagos ;MAURICIO ALEJANDRO  PACHECO MUÑOZ;OSORNO;;NOTA:NO SE PODRA EMITIR FACTURA SIN PREVIA RECEPCION CONFORME A OC / FACTURA DEBE SEÑALAR OC ASOCIADA / SE DEBEN ENVIAR DOCUMENTOS MERCANTILES EN ARCHIVO XLMS O PDF AL SIGUIENTE CORREO, dipresrecepcion@custodium.com
1057727-53-AG25;PROYECTO BIENESTAR HBSJO / TALLERES KABAL POR EL BIENESTAR Y LA SALUD;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-11-03T11:53:06.593;2025-11-07T16:21:18.77;2025-11-14T19:38:14.437;;2025-11-07T16:34:00;0.0;0;500000.0;0.0;0.0;500000.0;1057727;Bienestar;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Jonathan Salvo Currin;Profesional;;2061458;KABAL AGRUPACION ARTÍSTICA TRANSDISCIPLINARIA;65.137.672-6;OTRAS ACTIVIDADES CREATIVAS, ARTISTICAS Y DE ENTRETENIMIENTO N.C.P.;BAQUEDANO LT 4 -B, DEPARTAMENTO SITIO;Osorno;Región de los Lagos ; ;;;Orden de Compra codigo: 1057727-53-AG25 dirigida a KABAL AGRUPACION ARTÍSTICA TRANSDISCIPLINARIA
1057532-4320-CM25;F3-141-JOA/ Convenio suministro combustible/Orden de Compra 1057532-4320-CM25;12;Recepción Conforme;;CM;CLP;;2;12;CL;2025-05-06T16:44:38.013;2025-05-07T08:56:05.42;2025-05-07T08:58:02.917;;2025-05-06T17:10:00;4.576315789473684;152;46351744.0;0.0;0.0;46351744.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE  OYARZUN ALVAREZ;;;22090;ESMAX DISTRIBUCION LIMITADA;79.588.870-5;FABRICACION DE PRODUCTOS DE HORNOS DE COQUE| VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PROD| VENTA AL POR MAYOR NO ESPECIALIZADA| VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMER;RUTA 5 NORTE KM N° 860;;;;Contacto;;Compra de combustible móviles y ambulancias dependientes de la Dirección del Servicio de Salud Osorno, desde abril 2025 a diciembre 2025, Orden de Compra N°1057532-4320-CM25 dirigida a ESMAX DISTRIBUCION SPA.
1057922-194-SE25;F5-043-AAN/ORDEN DE COMPRA DESDE 1057922-58-LP25/COSAM RAHUE;12;Recepción Conforme;1057922-58-LP25;SE;CLP;5493;2;7;CL;2025-12-05T14:58:01.367;2025-12-05T16:39:24.023;2025-12-10T13:17:48;;2025-12-05T15:24:00;0.0;0;9019558.0;19.0;1713716.0;10733274.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;Avda. Mackenna Nº 825 ;Osorno;Región de los Lagos ;Ariela Acevedo;PROFESIONAL APOYO;;1402063;NETICS SPA;76.363.873-1;TERMINACION Y ACABADO DE EDIFICIOS| VENTA AL POR M;MORANDE N° 835;Santiago;Región Metropolitana de Santiago;Zenia Castro;Jefe de Administracion y Finanzas;;ADQUISICIÓN EQUIPOS DE TECNOLOGÍAS DE LA INFORMACIÓN PARA COSAM RAHUE Y CECOSF EL ENCANTO DESDE 1057922-58-LP25.    NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC. La factura debe indicar N° de OC asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com./El o los documentos tributarios, deberán  contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de vencimiento, según lo establecido en la Norma Técnica 226.    Dirección de Despacho: Bodega General ubicada en Manuel Rodríguez N°759, Osorno. Para el despacho contactar con D. Iván Vargas Ojeda al fono 64 2613580.
