CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057532-3968-CM25;PA-RUA/ Omar Poblete Durán;12;Recepción Conforme;;CM;CLP;;2;12;CL;2025-03-13T10:07:29.617;2025-03-14T09:20:06.49;2025-03-14T09:20:06.637;;2025-03-14T09:23:00;4.704738154613466;401;53191.0;19.0;0.0;58944.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Rubén Uribe;;;25638;LATAM AIRLINES GROUP S.A.;89.862.200-2;TRANSPORTE REGULAR POR VIA AEREA DE PASAJEROS| TRANSPORTE REGULAR POR VIA AEREA DE CARGA| OTRAS ACTIVIDADES CONEXAS AL TRANSPORTE N.C.P.| ARRIENDO DE INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS| ALQUILER DE AUTOS Y CAMIONETAS SIN CHOFER;Estado 10, Piso 3;;;;Contacto;;Curso PRN Osorno - Santiago: 27.03.2025
1057532-2103-TD25;Orden de Compra generada por Trato Directo ID 1057532-3-FTD25;12;Recepción Conforme;;TD;CLP;;2;22;Other;2025-03-07T09:12:59;2025-03-07T10:29:20.65;2025-03-07T12:29:35.28;;2025-03-07T10:22:00;0.0;0;18352942.0;19.0;3487059.0;21840001.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Bastian Miranda Coronado;PROFESIONAL;;1837778;SOCIALES TORRES SPA;77.625.119-4;ACTIVIDADES DE ATENCION EN INSTITUCIONES PARA PERSONAS CON DISCAPACIDA;P LYNCH 696;Pica;Región del Biobío ;MONICA TORRES BUSTOS;REPRESENTANTE LEGAL;;ADQUISICIÓN DE 10 CUPOS DE RESIDENCIA PROTEGIDA DE ALTA COMPLEJIDAD PARA EL SERVICIO DE SALUD OSORNO EN LA CIUDAD DE OSORNO, POR PERIODO DE 12 MESES.
1057532-2092-SE25;ARRIENDO IMPRESORAS PEULLA/Enero 2025;12;Recepción Conforme;1057532-15-LQ23;SE;CLP;;2;22;CL;2025-03-06T10:05:46.907;2025-03-07T08:15:43.327;2025-03-07T09:38:31.447;;2025-03-06T12:15:00;4.513513513513513;37;244872.0;19.0;46526.0;291397.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE OYARZUN ALVAREZ;Comprador administrativo;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;ARRIENDO DE IMPRESORAS MULTIFUNCIONALES PARA EL SSO Y ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES ID 1057532-15-LQ23//Solicitud emisión O/C. del 06.03.2025.  NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA.   DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-3972-CM25;PA-RUA/Omar Poblete Durán;12;Recepción Conforme;;CM;CLP;;2;12;CL;2025-03-13T14:43:02.34;2025-03-14T08:39:16.977;2025-03-14T08:39:17.08;;2025-03-18T14:18:00;4.0;270;40491.0;19.0;0.0;48038.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Rubén Uribe;;;71217;SKY AIRLINE S A;88.417.000-1;TRANSPORTE REGULAR POR VIA AEREA DE PASAJEROS| TRANSPORTE REGULAR POR VIA AEREA DE CARGA| OTRAS ACTIVIDADES CONEXAS AL TRANSPORTE N.C.P.;Santa Elena 1763;;;;Contacto;;Curso PRN Santiago - Puerto Montt: 28.03.2025
1057532-4009-CM25;PA-RUA/ Ingeborg Perlwitz y Consuelo Hernández;6;Aceptada;;CM;CLP;;2;12;CL;2025-03-19T10:07:13.833;2025-03-19T12:42:52.85;2025-03-24T07:58:19.003;;2025-03-24T07:58:00;4.0;270;93582.0;19.0;0.0;108676.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Dr. Guillermo Buhler 1765;Osorno;Región de los Lagos ;Rubén Uribe;;;71217;SKY AIRLINE S A;88.417.000-1;TRANSPORTE REGULAR POR VIA AEREA DE PASAJEROS| TRANSPORTE REGULAR POR VIA AEREA DE CARGA| OTRAS ACTIVIDADES CONEXAS AL TRANSPORTE N.C.P.;Santa Elena 1763;;;;Contacto;;Curso PRN Santiago - Puerto Montt: 28.03.2025
1057532-2090-SE25;ARRIENDO IMPRESORAS COSAM ORIENTE/Enero 2025.;12;Recepción Conforme;1057532-15-LQ23;SE;CLP;;2;22;CL;2025-03-06T10:04:47.833;2025-03-07T08:14:24.593;2025-03-07T09:43:51.49;;2025-03-06T11:14:00;4.513513513513513;37;180782.0;19.0;34348.0;215130.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE OYARZUN ALVAREZ;Comprador administrativo;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;ARRIENDO DE IMPRESORAS MULTIFUNCIONALES PARA EL SSO Y ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES ID 1057532-15-LQ23/Solicitud emisión de O/C. de 06.03.2025/Enero 2025.  NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA.   DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-2094-SE25;ARRIENDO IMPRESORAS SAMU/Enero 2025;12;Recepción Conforme;1057532-15-LQ23;SE;CLP;;2;22;CL;2025-03-06T10:06:34.68;2025-03-07T08:16:21.093;2025-03-07T09:32:42.897;;2025-03-06T12:38:00;4.513513513513513;37;92310.0;19.0;17539.0;109849.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE OYARZUN ALVAREZ;Comprador administrativo;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;ARRIENDO DE IMPRESORAS MULTIFUNCIONALES PARA EL SSO Y ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES ID 1057532-15-LQ23/Solicitud emisión O/C. del 06.03.2025.  NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA.   DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-323-SE25;ARRIENDO IMPRESORAS DSSO/Enero 2025.;12;Recepción Conforme;1057532-15-LQ23;SE;CLP;;2;22;CL;2025-03-06T09:58:46.473;2025-03-07T08:13:20.087;2025-03-07T09:27:50.1;;2025-03-06T10:39:00;4.513513513513513;37;2354846.0;19.0;447421.0;2802267.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE OYARZUN ALVAREZ;Comprador administrativo;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;ARRIENDO DE IMPRESORAS MULTIFUNCIONALES PARA EL SSO Y ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES ID 1057532-15-LQ23// Solicitud emisión de O/C. 06.03.2025 de Enero 2025.   NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA. DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-324-SE25;ARRIENDO IMPRESORAS CDRAM/Enero 2025;12;Recepción Conforme;1057532-15-LQ23;SE;CLP;;2;22;CL;2025-03-06T09:59:16.453;2025-03-07T08:13:54.207;2025-03-07T09:30:15.16;;2025-03-06T14:49:00;4.513513513513513;37;216336.0;19.0;41104.0;257440.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE OYARZUN ALVAREZ;Comprador administrativo;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;ARRIENDO DE IMPRESORAS MULTIFUNCIONALES PARA EL SSO Y ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES ID 1057532-15-LQ23//Solicitud emisión de O/C. de fecha 06.03.2025/Enero 2025.  NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA.   DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-180-AG25;F2-019 / INSUMOS MEDICOS / SALUD MENTAL / Orden de Compra generada por invitación a compra ágil: 1057532-73-COT25;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-02-12T11:12:01.473;2025-02-12T12:21:34.653;2025-02-13T17:31:23.103;;2025-02-12T11:27:00;2.9363636363636365;44;667100.0;19.0;126749.0;793849.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;NICOLAS ASENCIO MOREIRA;COMPRADOR;;139257;EDUARDO AWAD MANZUR;76.205.148-6;Comercial;AV. COLORADO 921;Quilicura;Región Metropolitana de Santiago;Eduardo  Awad;Gerente de Venta;;F2-019 / INSUMOS MEDICOS / SALUD MENTAL / Orden de Compra codigo: 1057532-180-AG25 dirigida a Awad Articulos Medicos LTDA    Justificación selección de cotización menos económica: Adjunta especificaciones técnicas, las primeras ofertas, aparecen al principio dado que omitieron pr
