CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057532-5221-SE25;CC-DCR/Mantención Preventiva Aires Acondicionados/Mamógrafo Móvil/Octubre 2025;12;Recepción Conforme;1057532-91-LE23;SE;CLP;;2;22;CL;2025-10-02T09:39:40.917;2025-10-02T16:59:26.26;2025-10-06T00:45:46.95;;2025-10-02T10:31:00;0.0;0;45000.0;19.0;8550.0;53550.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1739484;SERVICIOS Y ADQUISICIONES  DURAN SPA;77.143.365-0;INSTALACIONES ELECTRICAS;Arlegui 440 OF 910;Viña del Mar;Región de Valparaíso ; ;;;MANTENCION DE AIRE ACONDICIONADO DEL SERVICIO DE SALUD OSORNO PERIODO 2024-2025 - DESDE 1057532-91-LE23     NOTA:NO SE PODRA EMITIR FACTURA SIN PREVIA RECEPCION CONFORME A OC / FACTURA DEBE SEÑALAR OC ASOCIADA / SE DEBEN ENVIAR DOCUMENTOS MERCANTILES EN ARCHIVO XLMS O PDF AL SIGUIENTE CORREO, dipresrecepcion@custodium.com
1057532-5012-SE25;CC-DCR/Suministro Oxigeno/SAMU/Septiembre 2025;12;Recepción Conforme;1057532-82-LQ24;SE;CLP;;2;22;CL;2025-09-03T10:52:50.103;2025-09-03T10:59:36.16;2025-09-08T11:50:27.973;;2025-09-03T10:57:00;4.285714285714286;7;480743.0;19.0;91341.0;572084.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;26727;LINDE GAS CHILE S.A.;90.100.000-K;FABRICACION DE SUSTANCIAS QUIMICAS BASICAS, EXCEPT;LAS ROSAS LOTE B N° S/N;Mariquina;Región de Los Ríos;Danae Matus;Sales Administration Analyst;;CONVENIO DE SUMINISTRO DE OXIGENO PARA LA RED DE HOSPITALES DE BAJA, MEDIANA COMPLEJIDAD Y SAMU DEPENDIENTES DEL SERVICIO DE SALUD OSORNO/ De acuerdo a correo electrónico de fecha 03.09.2025 solicita emisión de O/C.  PEDIDO 02-09-2025 BASE SAMU .    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-5469-AG25;F1-501-VMA / LÁMPARAS EMERGENCIA DOS FOCOS;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-11-05T14:39:09.813;2025-11-05T15:42:30.343;2025-11-06T23:32:14.683;;2025-11-05T14:49:00;0.0;0;53960.0;19.0;10252.0;64212.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Verónica Aracely Márquez Aguila;Comprador;;1964099;COMERCIALIZADORA VYB SPA;77.939.383-6;VENTA AL POR MAYOR DE ARTICULOS ELECTRICOS Y ELECTRONICOS PARA EL HOGA;CHILLAN 1215 BELLAVISTA N° No hay Dato;Osorno;Región de los Lagos ; ;;;F1-501-VMA / DEPARTAMENTO ARTICULACIÓN DE LA RED ASISTENCIAL   Orden de Compra código: 1057532-5469-AG25 dirigida a COMERCIALIZADORA VYB SPA  Orden de Compra generada por invitación a compra ágil: 1057532-826-COT25
1057532-5217-SE25;CC-DCR/Mantención Preventiva Aires Acondicionados/COSAM Rahue/Octubre 2025;12;Recepción Conforme;1057532-91-LE23;SE;CLP;;2;22;CL;2025-10-02T09:37:20.727;2025-10-02T17:02:17.66;2025-10-06T00:45:02.143;;2025-10-02T09:59:00;0.0;0;585000.0;19.0;111150.0;696150.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1739484;SERVICIOS Y ADQUISICIONES  DURAN SPA;77.143.365-0;INSTALACIONES ELECTRICAS;Arlegui 440 OF 910;Viña del Mar;Región de Valparaíso ; ;;;MANTENCION DE AIRE ACONDICIONADO DEL SERVICIO DE SALUD OSORNO PERIODO 2024-2025 DESDE 1057532-91-LE23, MANTENCION CORRECTIVA , LP 1057532-91-LE23 (COSAM RAHUE).    NOTA:NO SE PODRA EMITIR FACTURA SIN PREVIA RECEPCION CONFORME A OC / FACTURA DEBE SEÑALAR OC ASOCIADA / SE DEBEN ENVIAR DOCUMENTOS MERCANTILES EN ARCHIVO XLMS O PDF AL SIGUIENTE CORREO, dipresrecepcion@custodium.com
1057532-5218-SE25;CC-DCR/Mantención Preventiva Aires Acondicionados/Edif. Rodriguez/Octubre 2025;12;Recepción Conforme;1057532-91-LE23;SE;CLP;;2;7;CL;2025-10-02T09:38:09.613;2025-10-02T16:59:53.63;2025-10-06T00:45:13.42;;2025-10-02T10:19:00;0.0;0;315000.0;19.0;59850.0;374850.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1739484;SERVICIOS Y ADQUISICIONES  DURAN SPA;77.143.365-0;INSTALACIONES ELECTRICAS;Arlegui 440 OF 910;Viña del Mar;Región de Valparaíso ; ;;;MANTENCION DE AIRE ACONDICIONADO DEL SERVICIO DE SALUD OSORNO PERIODO 2024-2025 DESDE 1057532-91-LE23 - EDIFICIO RODRIGUEZ.    NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5219-SE25;CC-DCR/Mantención Preventiva Aires Acondicionados/PEULLA/Octubre 2025;12;Recepción Conforme;1057532-91-LE23;SE;CLP;;2;7;CL;2025-10-02T09:38:40;2025-10-02T16:59:44.743;2025-10-06T00:45:27.617;;2025-10-02T10:23:00;0.0;0;90000.0;19.0;17100.0;107100.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1739484;SERVICIOS Y ADQUISICIONES  DURAN SPA;77.143.365-0;INSTALACIONES ELECTRICAS;Arlegui 440 OF 910;Viña del Mar;Región de Valparaíso ; ;;;MANTENCION DE AIRE ACONDICIONADO DEL SERVICIO DE SALUD OSORNO PERIODO 2024-2025 DESDE 1057532-91-LE23 - PEULLA.    NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5551-AG25;F1-546-NAM / SERVICIO TÉCNICO PARA IMPRESORA ZEBRA ZC-300 / Orden de Compra generada por invitación a compra ágil: 1057532-856-COT25;6;Aceptada;;AG;CLP;;2;22;Other;2025-11-14T16:18:50.237;2025-11-17T10:38:53.563;2025-11-18T18:29:45.447;;2025-11-14T16:23:00;0.0;0;216629.0;19.0;41160.0;257789.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;NICOLAS ASENCIO MOREIRA;COMPRADOR;;22294;GROTHE Y FERNANDEZ LIMITADA;79.704.760-0;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRAS REPARACIONES DE EFECTOS PERSONALES Y ENSERES DOMESTICOS N.C.P.;MACKENNA N° 1843;Osorno;Región de los Lagos ;Gonzalo   Fernández;Gerente Comercial;;F1-546-NAM / SERVICIO TÉCNICO PARA IMPRESORA ZEBRA ZC-300  Orden de Compra codigo: 1057532-5551-AG25 dirigida a GROTHE Y FERNANDEZ LIMITADA    Nota:   No se podrá emitir factura sin previa recepción conforme de O/C DE LOS SERVICIOS.   La factura debe indicar el número de O/C asociada.   Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.    Al envio:  Enviar con guía de despacho, para la recepción conforme.
1077241-131-AG25;F1-406-MAR Orden de Compra generada por invitación a compra ágil: 1077241-126-COT25;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-10-13T07:54:31.663;2025-10-14T14:12:10.053;2025-11-05T12:05:51.073;;2025-10-14T14:11:00;0.0;0;2082500.0;19.0;395675.0;2478175.0;1077241;Administración de Fondos;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Miguel Aro;Administrativo;;1457639;Punto Grafix Spa;76.426.465-7;OTRAS ACTIVIDADES DE IMPRESION N.C.P.| EMPRESAS DE PUBLICIDAD;Profesor Darío Salazar 1798;Cerro Navia;Región Metropolitana de Santiago;Mauricio Ignacio Tarraza Fraga;Gerente General;;Orden de Compra codigo: 1077241-131-AG25 dirigida a Punto Grafix SPA  NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com  FOLIO N° 406 / DAR.
1057532-5220-SE25;CC-DCR/Mantención Preventiva Aires Acondicionados/Base SAMU/Octubre 2025;12;Recepción Conforme;1057532-91-LE23;SE;CLP;;2;7;CL;2025-10-02T09:39:09.567;2025-10-02T16:59:34.807;2025-10-06T00:45:37.06;;2025-10-02T10:27:00;0.0;0;45000.0;19.0;8550.0;53550.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1739484;SERVICIOS Y ADQUISICIONES  DURAN SPA;77.143.365-0;INSTALACIONES ELECTRICAS;Arlegui 440 OF 910;Viña del Mar;Región de Valparaíso ; ;;;MANTENCION DE AIRE ACONDICIONADO DEL SERVICIO DE SALUD OSORNO PERIODO 2024-2025 DESDE 1057532-91-LE23 - SAMU    NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5232-CM25;F3-143-JOA//Convenio Carga de Gas estanque SAG Osorno//Orden de Compra: 1057532-5232-CM25;12;Recepción Conforme;;CM;CLP;;2;12;CL;2025-10-03T15:14:32.47;2025-10-03T15:30:49.893;2025-10-06T12:12:21.15;;2025-10-03T15:59:00;4.520496894409938;161;1338350.0;19.0;254286.0;1592636.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE  OYARZUN ALVAREZ;;;28097;EMPRESAS LIPIGAS S A;96.928.510-k;FABRICACION DE GAS, DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS| VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS| OTROS TIPOS DE VENTA AL POR MENOR NO REALIZADA EN ALMACENES N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA|;LONGITUDINAL 5 SUR N° 0320;;;;Contacto;;F.S.C. N°143 Adquisición Carga de Gas estanque SAG Osorno para Incineración de Decomisos Ley 20.000//Orden de Compra N°1057532-5232-CM25 dirigida a EMPRESAS LIPIGAS S A.
