CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057532-5330-SE25;CC-DCR/Arriendo de Impresoras/COSAM Rahue/Agosto 2025;12;Recepción Conforme;1057532-15-LQ23;SE;CLP;;2;22;CL;2025-10-14T15:37:41.917;2025-10-14T16:32:44.45;2025-10-14T18:09:17.867;;2025-10-14T15:55:00;4.513513513513513;37;221955.0;19.0;42171.0;264126.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;ARRIENDO DE IMPRESORAS MULTIFUNCIONALES PARA EL SSO Y ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES ID 1057532-15-LQ23//    NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA.   DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-5319-SE25;CC-DCR/Servicio Mantención Extintores/SAMU/Agosto 2025;12;Recepción Conforme;1057532-51-LE24;SE;CLP;;2;12;CL;2025-10-14T14:32:55.9;2025-10-14T15:04:56.2;2025-10-14T16:30:55.173;;2025-10-14T14:38:00;0.0;0;21930.0;19.0;4167.0;26097.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1682984;Sebastian matias;77.037.311-5;Venta, mantencion y recarga equipos extinción de i;AVENIDA PINO SUR N° 01462;San Bernardo;Región Metropolitana de Santiago;Sebastian matias Astete Valenzuela ;Gerente de operacion;;NOTA:  NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5328-SE25;CC-DCR/Arriendo de Impresoras/CDRAM Kümelen/Agosto 2025;12;Recepción Conforme;1057532-15-LQ23;SE;CLP;;2;22;CL;2025-10-14T15:36:06.327;2025-10-14T16:32:27.287;2025-10-14T18:09:41.487;;2025-10-14T15:49:00;4.513513513513513;37;251923.0;19.0;47865.0;299788.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;ARRIENDO DE IMPRESORAS MULTIFUNCIONALES PARA EL SSO Y ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES ID 1057532-15-LQ23//    NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA.   DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-5302-AG25;F2-421-NAM / ADQUISICIÓN DE INSUMOS MEDICOS Y DE DOSIFICACIÓN / PARTICIPACIÓN CIUDADANA / Orden de Compra generada por invitación a compra ágil: 1057532-746-COT25;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-10-13T09:26:03.127;2025-10-13T10:19:48.91;2025-10-16T16:10:26.043;;2025-10-13T09:38:00;0.0;0;264500.0;19.0;50255.0;314755.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;NICOLAS ASENCIO MOREIRA;COMPRADOR;;1681045;INGENIERIA, SOPORTE Y CADENA DE SUMINISTRO SPA;77.025.316-0;Venta de Insumos Médicos;;;;Francisco  Olivares Fabrega;COMMERCIAL MANAGER;;F2-421-NAM / ADQUISICIÓN DE INSUMOS MEDICOS Y DE DOSIFICACIÓN / PARTICIPACIÓN CIUDADANA /   Orden de Compra codigo: 1057532-5302-AG25 dirigida a INGENIERIA, SOPORTE Y CADENA DE SUMINISTRO SPA    Nota:   No se podrá emitir factura sin previa recepción conforme de O/C.   La factura debe indicar el número de O/C asociada.   Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.    Al envio:  Enviar con guía de despacho, para la recepción conforme.
1057532-5312-SE25;CC-DCR/Servicio Mantención Extintores/PEULLA/Junio 2025;12;Recepción Conforme;1057532-51-LE24;SE;CLP;;2;12;CL;2025-10-13T12:20:21.937;2025-10-14T11:41:54.737;2025-10-14T13:14:40.043;;2025-10-14T10:46:00;0.0;0;9030.0;19.0;1716.0;10746.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1682984;Sebastian matias;77.037.311-5;Venta, mantencion y recarga equipos extinción de i;AVENIDA PINO SUR N° 01462;San Bernardo;Región Metropolitana de Santiago;Sebastian matias Astete Valenzuela ;Gerente de operacion;;NOTA:  NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5339-SE25;CC-DCR/Arriendo de 133 computadores /Cuota 33/36;12;Recepción Conforme;1057532-113-LQ22;SE;CLP;;2;22;CL;2025-10-15T11:35:24.02;2025-10-15T12:09:06.99;2025-10-15T15:04:45.81;;2025-10-28T17:47:00;4.513513513513513;37;6264918.0;19.0;1190334.0;7455252.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA.  DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO   dipresrecepcion@custodium.com
1057532-5344-SE25;CC-JOA/Convenio Suministro de medicamentos;12;Recepción Conforme;1057532-33-LP25;SE;CLP;;2;7;CL;2025-10-15T12:11:22.6;2025-10-15T14:39:55.473;2025-10-16T10:36:28.863;;2025-10-15T12:41:00;3.693548387096774;62;1372907.0;19.0;260852.0;1633759.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE OYARZUN ALVAREZ;Comprador administrativo;;256360;FARMACEUTICA CARIBEAN LTDA;76.830.090-9;VENTA AL POR MAYOR DE ARTICULOS DE PERFUMERIA, COS;LUIS ALBERTO CRUZ N° 1165;Renca;Región Metropolitana de Santiago;ADOLFO FOHL VARELA;ASISTENTE DE VENTA INSTITUCIONAL;;CONVENIO DE SUMINISTRO DE MEDICAMENTOS PARA ESTABLECIMIENTO DEPENDIENTES Y DROGUERIA DEL S.S.O. POR 24 MESES. DESDE 1057532-33-LP25//De acuerdo al correo electrónico de solicitud de emisión O.C.  NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada, de acuerdo Ley 20.727 de enero del 2014.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5337-SE25;CC-DCR/Arriendo PC y Laptop/Cuota 35/48;12;Recepción Conforme;1057532-74-LE22;SE;CLP;;2;22;CL;2025-10-15T10:24:18.253;2025-10-15T11:33:42.647;2025-10-15T15:05:15.357;;2025-10-15T10:39:00;4.513513513513513;37;748944.0;19.0;142299.0;891243.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;62706;OPCIONES SA SISTEMAS DE INFORMACION;96.523.180-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| COME;Seminario  N° 372;Puerto Montt;Región de los Lagos ;Daniela  Vidal;Supervisor de compras;;ID N°1057532-74-LE22 por el “ARRIENDO DE 22 EQUIPOS COMPUTACIONALES PC Y 03 LAPTOP PARA ESTABLECIMIENTOS DEPENDIENTES DE LA DIRECCIÓN DE SERVICIO SALUD OSORNO, POR 48 MESES”     Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5325-SE25;CC-DCR/Servicio Mantención Extintores/PRAIS/Junio 2025;12;Recepción Conforme;1057532-51-LE24;SE;CLP;;2;12;CL;2025-10-14T14:36:06.157;2025-10-14T15:19:33.547;2025-10-14T16:32:44.84;;2025-10-14T14:58:00;0.0;0;5160.0;19.0;980.0;6140.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1682984;Sebastian matias;77.037.311-5;Venta, mantencion y recarga equipos extinción de i;AVENIDA PINO SUR N° 01462;San Bernardo;Región Metropolitana de Santiago;Sebastian matias Astete Valenzuela ;Gerente de operacion;;NOTA:  NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5321-SE25;CC-DCR/Servicio Mantención Extintores/COSAM Rahue/Agosto 2025;12;Recepción Conforme;1057532-51-LE24;SE;CLP;;2;12;CL;2025-10-14T14:34:08.843;2025-10-14T15:11:48.387;2025-10-14T16:31:33.623;;2025-10-14T14:44:00;0.0;0;19350.0;19.0;3676.0;23026.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1682984;Sebastian matias;77.037.311-5;Venta, mantencion y recarga equipos extinción de i;AVENIDA PINO SUR N° 01462;San Bernardo;Región Metropolitana de Santiago;Sebastian matias Astete Valenzuela ;Gerente de operacion;;NOTA:  NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
