CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057976-17-SE25;"F4-027-JFR | 4 Visita especialistas a la obra ""Construcción Centro de Salud Mental Comunitario Rahue""";6;Aceptada;1180747-7-LP23;SE;CLP;5531;2;22;CL;2025-12-11T11:55:18.46;2025-12-11T17:08:14.697;2025-12-12T08:55:22.183;;2025-12-11T16:28:00;0.0;0;2057557.0;0.0;0.0;2057557.0;1057976;Obras Civiles;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JUAN FELIPE ROJEL HUENTRO;PROFESIONAL DE APOYO;;28868;CRISOSTO SMITH ARQUITECTOS LIMITADA;77.697.730-6;SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO;MARIA OLIVARES N° 1275;Las Condes;Región Metropolitana de Santiago;Andrés Crisosto Smith;Representante Legal;;"4 Visitas de Especialistas a la obra ""Construcción Centro de Salud Mental Comunitario Rahue"" ID Licitación N°1057976-3-LR24.    Informe N°41/10.12.2025.    Licitación Pública ""Consultoría para el Desarrollo del Diseño de Arquitectura, Ingeniería, Especialidades y Estudios para el Proyecto ""Construcción Cosam Rahue"" etapa de diseño, comuna de Osorno bajo el ID 1180747-7-LP23 adjudicado a Crisosto Smith Arquitectos Limitada, según Formulario N°4 de nómina de profesionales y costo visitas a obra.    Res. Exenta N°54486/24.03.2025 Aprueba Adendum de Contrato  Código BIP: 40033559  Ítem Presupuestario: 31.02.002 Consultorías.    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com"
1057532-5673-SE25;CC-DCR//Servicio de Movilización COSAM Rahue Atención Domiciliaria/Noviembre 2025;12;Recepción Conforme;1057532-110-LE24;SE;CLP;;2;7;CL;2025-12-04T12:43:16.467;2025-12-04T15:04:54.697;2025-12-05T15:33:26.48;;2025-12-04T12:45:00;0.0;0;1340000.0;0.0;0.0;1340000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1092522;MAGALI DEL CARMEN ARCE SOTO;7.546.683-8;SERVICIOS DE TRANSPORTE DE TRABAJADORES| ALQUILER;Los Arrayanes, calle Lyon 2900, Osorno;Ancud;Región de los Lagos ;Omar Olivares Alchao Olivares;Conductor;;NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.    MOVILIZACION CORRESPONDIENTE AL MES DE SEPTIEMBRE DEL 2025 / COSAM RAHUE / ATENCION DOMICILIARIA.
1180747-52-AG25;F5-048-AAN/Orden de Compra generada por invitación a compra ágil: 1180747-68-COT25/CECOSF CHIFIN;6;Aceptada;;AG;CLP;4766;2;7;Other;2025-12-09T16:13:28.28;2025-12-11T15:22:34.03;2025-12-12T10:35:35.5;;2025-12-09T16:27:00;0.0;0;5669400.0;19.0;1077186.0;6746586.0;1180747;Compras Convenio GORE Region de Los Lagos;61.607.600-0;Servicio Público;;Puerto Montt;Región de los Lagos ;Ariela Acevedo;PROFESIONAL APOYO;;2070969;LASER CHILE SPA;78.287.135-8;VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA, VENTA AL POR MAY;ROMAN DIAZ 2111  N° No hay Dato;Ñuñoa;Región Metropolitana de Santiago; ;;;NOTA: EN LA FACTURA NO SE DEBE ASOCIAR LA OC AL CAMPO 801. El o los documentos tributarios, deberán contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de vencimiento, según lo establecido en la Norma Técnica 226.    Datos facturación: a nombre del Gobierno Regional de Los Lagos, R.U.T.: 72.221.800-0, Dirección: Av. Décima Región 480, 4° piso, Puerto Montt.    Dirección de Despacho: Bodega de Inversiones ubicada en Manuel Rodríguez N°759, Osorno. Para el despacho contactar con D. Iván Vargas Ojeda al fono 64 2613580.
1057727-11-AG25;F1-395-MAR Orden de Compra generada por invitación a compra ágil: 1057727-15-COT25;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-09-15T15:23:02.827;2025-09-16T07:41:34.277;2025-09-16T10:14:23.973;;2025-09-16T07:41:00;4.8;3;66820.0;19.0;12696.0;79516.0;1057727;Bienestar;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Miguel Aro;Administrativo;;229620;GABRIEL EUGENIO QUILODRÁN GONZÁLEZ;13.688.881-1;FABRICACION DE PRENDAS DE VESTIR TEXTILES Y SIMILARES| COMERCIO DE ARTICULOS DE SUMINISTROS DE OFICINAS Y ARTICULOS DE ESCRIT| SERVICIOS DE INGENIERIA PRESTADOS POR PROFESIONALES N.C.P.| EMPRESAS DE PUBLICIDAD;VARGAS BUSTON #890 , SAN MIGUEL;San Miguel;Región Metropolitana de Santiago;GABRIEL QUILODRAN;ADMINISTRADOR;;Orden de Compra codigo: 1057727-11-AG25 dirigida a GABRIEL EUGENIO QUILODRÁN GONZÁLEZ  NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com  FOLIO N° 395 / SERVICIO DE BIENESTAR.
1057532-31-SE25;CONV. SALA CUNA 10 CUPOS NUEVOS/NOV 2024;12;Recepción Conforme;1057532-67-LE24;SE;CLP;;2;22;CL;2025-01-09T10:22:57.707;2025-01-10T13:29:10.11;2025-02-03T14:43:04.847;;2025-01-09T10:27:00;0.0;0;3300000.0;0.0;0.0;3300000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Lesly Andrea Díaz Aburto;Administrativo;;1807211;SALA CUNA Y JARDIN INFANTIL PASO A PASO SPA;77.088.233-8;ENSEÑANZA PREESCOLAR PRIVADA;ANDRES BELLO N° 853;Osorno;Región de los Lagos ; ;;;CONTRATACION DE 10 NUEVOS CUPOS PARA EL SERVICIO DE ADMINISTRACION DEL BENEFICIO DE SALA CUNA PARA HIJOS/AS FUNCIONARIAS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO, AGOSTO A DICIEMBRE 2024.  Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1180747-34-SE25;F4-008-JFR | Mejoramiento de Puertas Vidriadas y Ventanas del Hospital de Rio Negro 1180747-2-LP25;6;Aceptada;1180747-2-LP25;SE;CLP;4768;2;12;Other;2025-10-13T15:42:00.397;2025-12-12T09:27:45.283;2025-12-12T09:50:25.14;;2025-12-12T09:21:00;0.0;0;223251600.0;19.0;42417804.0;265669404.0;1180747;Compras Convenio GORE Region de Los Lagos;61.607.600-0;Servicio Público;;Puerto Montt;Región de los Lagos ;JUAN FELIPE ROJEL HUENTRO;PROFESIONAL DE APOYO;;1474517;SANTANA Y VIDAL EMPRESAS LIMITADA;76.420.915-k;OBRAS MENORES;Fco. Bilbao 1072 Dp. 402 Ed.Centro Osorno II N° No;Osorno;Región de los Lagos ;JAIME PATRICIO SANTANA HUENCHULLANC;OSORNO;;Mejoramiento de Puertas Vidriadas y Ventanas del Hospital de Rio Negro correspondiente a a la Licitación pública ID N°1180747-2-LP25.    Res. Exenta N°18965/03.12.2025 Aprueba Contrato  Código BIP: 30126943  Ítem Presupuestario: 31.02.004
1057532-5430-SE25;CC-DCR/Mantención Correctiva Generador Mamógrafo Móvil/Octubre 2025;12;Recepción Conforme;1057532-98-LP23;SE;CLP;;2;22;CL;2025-10-29T18:37:14.107;2025-10-30T09:52:48.477;2025-10-30T16:06:04.01;;2025-10-29T18:41:00;4.6;1;1300000.0;19.0;247000.0;1547000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;DANIELA CONA;ADMINISTRATIVO;;1422053;Genset Energy Solutions Ltda.;76.426.817-2;Mantencion y reparación de Grupos Electrogenos;Los Cerezos 28, San Pedro de la Paz;San Pedro de La Paz;Región del Biobío ;Jose A Gonzalez Henriquez;Gerente Comercial;;Convenio de Servicios de mantención de Grupos Electrógenos de establecimientos dependientes del Servicio de Salud Osorno, periodo 2024-2025. Desde 1057532-98-LP23    NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-5582-AG25;F1-489-491-AVP/Servicio de Cafeteria para Actividades de Capacitacion Dpto. de Participación Ciudadana;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-11-20T14:57:31.007;2025-11-20T15:41:30.053;2025-11-20T21:12:08.39;;2025-11-20T15:08:00;0.0;0;529200.0;19.0;100548.0;629748.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Alicia Vidal Paredes;Comprador Administrativo;;1873788;SERVICIOS GASTRONÓMICOS CLAUDIO SOTO VILLEGAS E.I.R.L.;77.280.244-7;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;FARELLONES SUR 2410 REINA LUISA II;Osorno;Región de los Lagos ; ;;;Orden de Compra codigo: 1057532-5582-AG25 dirigida a SERVICIOS GASTRONÓMICOS CLAUDIO SOTO VILLEGAS E.I.R.L.//Orden de Compra generada por invitación a compra ágil: 1057532-882-COT25//NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA. DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-5666-SE25;CC-DCR/12 Cupos Residencia Protegida SSO/Noviembre 2025;12;Recepción Conforme;1057532-19-LR25;SE;CLP;;2;22;CL;2025-12-04T11:10:14.537;2025-12-04T12:16:48.33;2025-12-04T12:39:58.053;;2025-12-04T11:13:00;0.0;0;16380000.0;19.0;3112200.0;19492200.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1837778;SOCIALES TORRES SPA;77.625.119-4;ACTIVIDADES DE ATENCION EN INSTITUCIONES PARA PERS;P LYNCH 696;Hualqui;Región del Biobío ; ;;;12 CUPOS R. PROTEGIDA PARA EL SSO EN OSORNO DESDE 1057532-19-LR25 / OCTUBRE 2025    NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada. Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-5663-SE25;CC-DCR//Serv. de Movilización Funcionarios CDR Kumelen/Noviembre 2025/Linea 7;12;Recepción Conforme;1057532-81-LQ24;SE;CLP;;2;22;CL;2025-12-03T16:29:18.783;2025-12-03T16:50:52.607;2025-12-04T10:45:01.893;;2025-12-03T16:38:00;0.0;0;2180000.0;0.0;0.0;2180000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;62282;SOC COMERCIAL OASIS LIMITADA;79.554.260-4;SERVICIOS DE TRANSPORTE A TURISTAS| AGENCIAS Y OR;OHiggins # 779;Osorno;Región de los Lagos ;Luis R. Costa Bahamonde Luis R. Costa Bahamonde;Representante Legal;;CONVENIO MOVILIZACION DE DISPOSITIVOS DSSO DESDE 1057532-81-LQ24//OC NOVIEMBRE 2025, SERVICIOS DE MOVILIZACIÓN CDR KÜMELEN LP 10575323-81-LQ24, RE_17366/2024 APRUEBA CONTRATO.     NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA. DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
