CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057532-39-SE26;CC-RVM/Suministro Oxigeno/SAMU/30-10AL27-11/2025;12;Recepción Conforme;1057532-82-LQ24;SE;CLP;;2;22;CL;2026-01-12T11:50:37.29;2026-01-12T16:27:57.967;2026-01-14T15:16:09.583;;2026-01-12T12:22:00;4.285714285714286;7;631500.0;19.0;119985.0;751485.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Rosa Vasquez;Jefe S Subdepartamento Abastecimiento SSO;;26727;LINDE GAS CHILE S.A.;90.100.000-K;FABRICACION DE SUSTANCIAS QUIMICAS BASICAS, EXCEPT;LAS ROSAS LOTE B N° S/N;Mariquina;Región de Los Ríos;Danae Matus;Sales Administration Analyst;;CONVENIO DE SUMINISTRO DE OXIGENO PARA LA RED DE HOSPITALES DE BAJA, MEDIANA COMPLEJIDAD Y SAMU DEPENDIENTES DEL SERVICIO DE SALUD OSORNO/ De acuerdo a correo electrónico de fecha 12.01.2026 solicita emisión de O/C.  Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura  en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-5801-SE25;CC-DCR/Suministro Oxigeno/SAMU/Diciembre 2025;12;Recepción Conforme;1057532-82-LQ24;SE;CLP;11;2;22;CL;2025-12-30T17:42:06.39;2025-12-31T10:04:00.68;2026-01-02T17:36:46.327;;2025-12-30T17:47:00;4.285714285714286;7;655661.0;19.0;124576.0;780237.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;26727;LINDE GAS CHILE S.A.;90.100.000-K;FABRICACION DE SUSTANCIAS QUIMICAS BASICAS, EXCEPT;LAS ROSAS LOTE B N° S/N;Mariquina;Región de Los Ríos;Danae Matus;Sales Administration Analyst;;CONVENIO DE SUMINISTRO DE OXIGENO PARA LA RED DE HOSPITALES DE BAJA, MEDIANA COMPLEJIDAD Y SAMU DEPENDIENTES DEL SERVICIO DE SALUD OSORNO/ De acuerdo a correo electrónico de fecha 22.12.2025 solicita emisión de O/C.      Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-5727-AG25;F1-421-MAR Orden de Compra generada por invitación a compra ágil: 1057532-926-COT25;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-12-17T08:29:47.157;2025-12-22T07:44:29.663;2025-12-22T23:07:03.393;;2026-01-13T10:16:00;0.0;0;1013000.0;19.0;192470.0;1205470.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Miguel Aro;Administrativo;;1874238;ESTUDIOS KS SPA;77.714.322-0;ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION;EL GOMERO 18510 - 11 LC 13 CIUDAD SATELITE, DEPARTAMENTO 11;Maipú;Región Metropolitana de Santiago; ;;;Orden de Compra codigo: 1057532-5727-AG25 dirigida a ESTUDIOS KS SPA  NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com  FOLIO N° 421 / PARTICIPACION CIUDADANA.
1057532-21-SE26;CC-DCR/8 CUPOS DÍA HOGAR PROTEGIDO HOMBRES/DICIEMBRE;12;Recepción Conforme;1057532-131-LP23;SE;CLP;;2;22;CL;2026-01-09T15:17:24.57;2026-01-12T16:41:07.75;2026-01-14T12:01:50.687;;2026-01-09T15:21:00;0.0;0;7016908.0;0.0;0.0;7016908.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;DANIELA CONA;ADMINISTRATIVO;;111112;AMORE;65.129.460-6;OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON L;Ayacucho esq. Caracas s/n;Osorno;Región de los Lagos ;Roxana   Ríos Aburto;Representante Legal de la Agrupación AMORE;;Adquisición 8 cupos Día Hogar Protegido para hombres para el Servicio de Salud Osorno en la Provincia de Osorno” (RES EXENTA N°17422/29.12.2023)    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-52-SE26;CC-DCR/Informes EKG Red Urgencia Osorno/Diciembre 2025;12;Recepción Conforme;1057532-88-LE24;SE;CLP;;2;22;CL;2026-01-15T11:39:19.657;2026-01-15T14:51:32.14;2026-01-15T17:55:31.273;;2026-01-15T12:05:00;4.9;4;834750.0;0.0;0.0;834750.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;66175;INTERNATIONAL TELEMEDICAL SYSTEMS CHILE SPA;96.995.590-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| ALQU;Apoquindo N° 2929;Las Condes;Región Metropolitana de Santiago;Evelyn  Alfaro;Jefe de Licitaciones ;;L.P. ID 1057532-88-LE24 “SERVICIO DE INFORMES DE TELEELECTROCARDIOGRAFÍA A DISTANCIA PARA 12 ESTABLECIMIENTOS DE LA RED DE URGENCIA DE LA PROVINCIA DE OSORNO 2025” (RES EXENTA N°17565/10.12.2024)/De acuerdo a solicitud emisión de O/C. de fecha 14.01.2026.    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-82-CM26;F3-208-AVP//Adquisición de insumos de aseo para stock de bodega general, para 3 meses del año 2026;6;Aceptada;;CM;CLP;;2;12;CL;2026-01-20T09:07:05.95;2026-01-20T10:04:15.203;2026-01-20T10:07:02.403;;2026-01-20T09:19:00;4.674502712477396;553;11998170.0;19.0;2279652.0;14277822.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Alicia Vidal Paredes;;;49120;PROVEEDORES INTEGRALES PRISA S A;96.556.940-5;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS| VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| VENTA AL POR MEN;LAS ROSAS N° 5757;;;;Contacto;;Orden de Compra codigo: 1057532-82-CM26 dirigida a PROVEEDORES INTEGRALES PRISA S A NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA. DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN A
1057532-86-SE26;CC-DCR/Convenio Kit POC/Arriendo de Equipo/HPU;6;Aceptada;1057532-64-LP25;SE;CLP;;2;22;CL;2026-01-20T09:49:39.49;2026-01-20T11:34:58.86;2026-01-20T13:23:07.543;;2026-01-20T10:22:00;4.9818181818181815;11;235667.0;19.0;44777.0;280443.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;22062;VALTEK  S.A.;79.568.850-1;FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.| VE;R ARAYA 1025 STA CAROLINA IND N° No hay Dato;Macul;Región Metropolitana de Santiago;Erick Pastén;Analista de Mercado Público;;CONVENIO DE ADQUISICION DE KIT POINT OF CARE POC CON ARRIENDO DE EQUIPO PARA ANALISIS DE MUESTRAS POR 12 MESES DESDE 1057532-64-LP25    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-16-AG26;F2-470-NAM / MOCHILAS, KIT DE EMERGENCIA Y COLLARES CERVICALES /  COMITE PARITARIO / Orden de Compra generada por invitación a compra ágil: 1057532-3-COT26;12;Recepción Conforme;;AG;CLP;;2;7;Other;2026-01-09T09:29:07.323;2026-01-14T09:50:50.06;2026-01-14T10:31:34.823;;2026-01-09T10:24:00;0.0;0;165864.0;19.0;31514.0;197378.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;NICOLAS ASENCIO MOREIRA;COMPRADOR;;1984894;PIUS BABYS SPA;77.879.303-2;VENTA AL POR MENOR DE JUEGOS Y JUGUETES EN COMERCIOS ESPECIALIZADOS;LOS ABETOS 5935 VINAS DE TOBALABA N° No hay Dato;Peñalolén;Región Metropolitana de Santiago;JUAN DUHART RODRÍGUEZ;Gerente;;F2-470-NAM / MOCHILAS, KIT DE EMERGENCIA Y COLLARES CERVICALES /  COMITE PARITARIO  Orden de Compra codigo: 1057532-16-AG26 dirigida a PIUS BABYS SPA    Nota:   No se podrá emitir factura sin previa recepción conforme de O/C.   La factura debe indicar el número de O/C asociada.   Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.    Al envio:  Enviar con guía de despacho, para la recepción conforme.
1057532-32-SE26;CC-DCR//Serv. de Movilización Funcionarios CDR Kumelen/Diciembre 2025/Linea 7;12;Recepción Conforme;1057532-81-LQ24;SE;CLP;;2;22;CL;2026-01-09T16:53:11.673;2026-01-14T16:25:14.067;2026-01-14T18:30:29.12;;2026-01-09T16:59:00;0.0;0;2071000.0;0.0;0.0;2071000.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;62282;SOC COMERCIAL OASIS LIMITADA;79.554.260-4;SERVICIOS DE TRANSPORTE A TURISTAS| AGENCIAS Y OR;OHiggins # 779;Osorno;Región de los Lagos ;Luis R. Costa Bahamonde Luis R. Costa Bahamonde;Representante Legal;;CONVENIO MOVILIZACION DE DISPOSITIVOS DSSO DESDE 1057532-81-LQ24//OC DICIEMBRE 2025, SERVICIOS DE MOVILIZACIÓN CDR KÜMELEN LP 10575323-81-LQ24, RE_17366/2024 APRUEBA CONTRATO.     NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA. DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057532-44-SE26;ORDEN DE COMPRA DESDE 1057532-122-LE25;9;Cancelada;1057532-122-LE25;SE;CLP;;2;7;CL;2026-01-13T17:04:00.61;2026-01-19T15:21:18.077;;2026-01-20T09:30:33.977;2026-01-19T15:12:00;0.0;0;1650000.0;19.0;313500.0;1963500.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Rubén Uribe;Administrativo;;1618026;COMERCIAL VR LIMITADA;76.866.699-7;COMERCIALIZACION DE EQUIPOS MEDICINALES E INDUSTRI;MONJITAS N° 550;Santiago;Región Metropolitana de Santiago;Rodrigo Oliva;Representante Legal;;Para el despacho de los productos se debe dar cumplimiento de la norma N°226  Despachar a Bodega de Droguería contacto Leonor Araneda fono 642 335651
