CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057922-116-AG25;F5-039-BMC-ADQUISICION CALIPER PLIEGUES CUTANEOS-PNC/HBSJO;12;Recepción Conforme;;AG;CLP;4121;2;7;Other;2025-09-15T09:49:41.443;2025-09-22T08:15:52.6;2025-09-22T16:28:00.693;;2025-09-22T08:15:00;3.6666666666666665;3;199900.0;19.0;37981.0;237881.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Bastian Miranda Coronado;PROFESIONAL;;1290339;FISIOMED LIMITADA;76.184.288-9;Venta equipos Kinesiología & Rehabilitación física;GENERAL DEL CANTO 105, OF 602;Providencia;Región Metropolitana de Santiago;KEVIN HANSSENS;Kinesiólogo ventas Mercadopúblico;;F5-039-SUB.DPTO DE INVERSIONE DE EQUIPOS Y EQUIPAMIENTO  Orden de Compra código: 1057922-116-AG25 dirigida a FISIOMED LIMITADA.  Orden de Compra generada por invitación a compra ágil: 1057922-123-COT25.  Justificación selección de cotización menos económica: Los productos o servicios cotizados cumplen de mejor manera con los requisitos técnicos solicitados.  NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC./ La factura debe indicar N° de OC asociada. Enviar los  documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.  El o los documentos tributarios, deberán contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de  vencimiento, según lo establecido en la Norma Técnica 226.  Dirección de Despacho: Edificio Manuel Rodriguez, comuna Osorno ubicado en Manuel Rodriguez #759. Para el despacho contactar con D. Ivan Vargas al Fono (64)2613580
1057532-5039-SE25;CC-DCR/Servicio Licencia Médica (Periodo del 30 de Junio al 30 de Julio 2025);12;Recepción Conforme;1057532-2-LE23;SE;CLP;;2;22;CL;2025-09-04T15:38:45.737;2025-09-04T15:59:27.89;2025-09-09T11:16:48.273;;2025-09-04T15:43:00;0.0;0;85258.0;19.0;16199.0;101457.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;47799;I-MED S.A.;99.509.000-7;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATE;avda 11 de septiembre 1901 piso 3;Providencia;Región Metropolitana de Santiago;Bruno Grass;Jefe Control de Gestión y Soporte Comercial;;F3-003-DEPTO. TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES.  CONTRATACIÓN SERV. EMISIÓN DE LME PARA EL SSO 2° LLAMADO DESDE 1057532-2-LE23.  SERVICIOS EMISIÓN LICENCIA MEDICA ELECTRÓNICA ,(31 DE MAYO AL 29 DE JUNIO 2025).  ORDEN DE COMPRA DESDE 1057532-2-LE23  Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-4320-CM25;F3-141-JOA/ Convenio suministro combustible/Orden de Compra 1057532-4320-CM25;12;Recepción Conforme;;CM;CLP;;2;12;CL;2025-05-06T16:44:38.013;2025-05-07T08:56:05.42;2025-05-07T08:58:02.917;;2025-05-06T17:10:00;4.576315789473684;152;46351744.0;0.0;0.0;46351744.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JACQUELINE  OYARZUN ALVAREZ;;;22090;ESMAX DISTRIBUCION LIMITADA;79.588.870-5;FABRICACION DE PRODUCTOS DE HORNOS DE COQUE| VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PROD| VENTA AL POR MAYOR NO ESPECIALIZADA| VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMER;RUTA 5 NORTE KM N° 860;;;;Contacto;;Compra de combustible móviles y ambulancias dependientes de la Dirección del Servicio de Salud Osorno, desde abril 2025 a diciembre 2025, Orden de Compra N°1057532-4320-CM25 dirigida a ESMAX DISTRIBUCION SPA.
1057532-5163-SE25;CC-DCR/3 CUPOS R. PROT. CONCEPCIÓN/AGOSTO 2025;12;Recepción Conforme;1057532-6-LP24;SE;CLP;;2;22;CL;2025-09-17T10:39:13.397;2025-09-22T15:20:04.833;2025-09-22T15:32:45.11;;2025-09-17T10:44:00;0.0;0;3401455.0;19.0;646277.0;4047732.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1837778;SOCIALES TORRES SPA;77.625.119-4;ACTIVIDADES DE ATENCION EN INSTITUCIONES PARA PERS;P LYNCH 696;Hualqui;Región del Biobío ; ;;;"ID N°1057532-6-LP24 ""ADQUISICIÓN 3 CUPOS RESIDENCIA PROTEGIDA PARA EL SERVICIO DE SALUD OSORNO EN LA PROVINCIA DE CONCEPCION, 2° LLAMADO”. (RES EXENTA N°5696/04.04.2024 Aprueba Contrato) //    NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C LAS FACTURAS DEBEN INDICAR Nº O/C ASOCIADA Ley 20.727 del Enero 2014 Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com"
1057532-4815-CM25;F3-134-AVP//Adquisición de Alimentos para usuarios con enfermedad o infección de tuberculosis latente//DAP;12;Recepción Conforme;;CM;CLP;;2;12;CL;2025-07-30T08:37:21.66;2025-07-30T17:01:00.58;2025-07-31T09:05:17.947;;2025-07-30T09:32:00;0.0;0;6580920.0;19.0;0.0;6580920.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Alicia Vidal Paredes;;;1653536;SOCIEDAD PROCESADORA DE PARTES Y PIEZAS LIMITADA;76.178.855-8;OTRAS ACTIVIDADES DE VENTA POR MENOR;Avenida providencia 1208 OF 1603;;;;Contacto;;Orden de Compra codigo: 1057532-4815-CM25 dirigida a SOCIEDAD PROCESADORA DE PARTES Y PIEZAS LIMITADA
1057532-5017-SE25;CC-DCR/8 Cupos Hogar Protegido Mujeres/Agosto 2025;12;Recepción Conforme;1057532-16-LP25;SE;CLP;;2;22;CL;2025-09-03T12:03:58.167;2025-09-04T08:50:41.677;2025-09-05T11:15:07.907;;2025-09-03T12:09:00;0.0;0;7063412.0;0.0;0.0;7063412.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;111112;AMORE;65.129.460-6;OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON L;Ayacucho esq. Caracas s/n;Osorno;Región de los Lagos ;Roxana   Ríos Aburto;Representante Legal de la Agrupación AMORE;;8 CUPOS DÍAS HOGAR PROTEGIDO MUJERES SSO EN OSORNO DESDE 1057532-16-LP25  Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-5079-AG25;F1-294-IVO/ADQUISICION DE PANELES DE CALEFACCION / PRAIS;12;Recepción Conforme;;AG;CLP;;2;7;Other;2025-09-11T09:04:44.163;2025-09-11T12:52:57.753;2025-09-15T12:42:51.697;;2025-09-11T09:09:00;0.0;0;167400.0;19.0;31806.0;199206.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Ivan Vargas Ojeda;Comprador Administrativo;;1861880;EYB COMERCIAL LIMITADA;77.704.078-2;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS;RADAL 202 N° No hay Dato;Cunco;Región de la Araucanía ; ;;;FSC N° 294 PRAIS  Orden de Compra código: 1057532-5079-AG25 dirigida a EYB COMERCIAL LIMITADA, Orden de Compra generada por invitación a compra ágil: 1057532-649-COT25, Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057922-35-AG25;F5-004-IVO-ADQUISICION DE SILLA TABURETE HABILITACIÓN DE PABELLON GINECO-OBSTETRICO DEL HSBJO;12;Recepción Conforme;;AG;CLP;2463;2;7;Other;2025-06-05T15:44:05.5;2025-06-06T11:46:04.517;2025-06-27T14:49:45.68;;2025-06-06T11:45:00;4.8;4;849488.0;19.0;161403.0;1010891.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Ivan Vargas Ojeda;Comprador Administrativo;;64823;COMERCIALIZADORA DOCTOR S CHOICE SPA;78.322.700-2;ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS SIN OPERARIO N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;Eliodoro Yañez 2761;Providencia;Región Metropolitana de Santiago;María Sofía Wulf Le May;Gerente Venta Sector Público;;F5-004-SUBDEPTO DE INVERSIONES DE EQUIPOS Y EQUIPAMIENTO  Orden de Compra código: 1057922-35-AG25 dirigida a COMERCIALIZADORA DOCTOR S CHOICE SPA. Orden de Compra generada por invitación a compra ágil: 1057922-56-COT25.  Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057922-109-AG25;F5-010-BMC-ADQUISICION UPS TRIFASICA PLAN NACIONAL DEL CANCER -SSO;12;Recepción Conforme;;AG;CLP;4032;2;7;Other;2025-09-08T15:57:30.417;2025-09-11T12:31:17.573;2025-09-12T17:25:52.213;;2025-09-11T12:30:00;0.0;0;5042008.0;19.0;957982.0;5999990.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Bastian Miranda Coronado;PROFESIONAL;;1763952;XZONE SPA;77.305.789-3;ACTIVIDADES DE CONSULTORIA DE INFORMATICA Y DE GESTION DE INSTALACIONE;BLANCO  N° 737;Arauco;Región del Biobío ;ROBERTO JAVIER FIERRO MONTALBA;Representante Legal;;F5-010-SUB.DPTO.DE INVERSIONES DE EQUIPOS Y EQUIPAMIENTO  Orden de Compra código: 1057922-109-AG25 dirigida a XZONE SPA.  Orden de Compra generada por invitación a compra ágil: 1057922-117-COT25.  Justificación selección de cotización menos económica: Los productos o servicios cotizados cumplen de mejor manera con los requisitos técnicos solicitados.  NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC./ La factura debe indicar N° de OC asociada. Enviar los  documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com./ El o los documentos tributarios, deberán  contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de  vencimiento, según lo establecido en la Norma Técnica 226.  Dirección de Despacho: Hospital Base San José de Osorno ubicado en Dr. Guillermo Bühler #1765, Osorno. Para el despacho contactar con  D. Jaime Pereira al Fono (+56) 642336275
1057532-5138-SE25;CC-DCR/Servicio Licencia Médica (Periodo del 31 de Julio al 30 de Agosto 2025);12;Recepción Conforme;1057532-2-LE23;SE;CLP;;2;22;CL;2025-09-15T10:42:23.007;2025-09-15T10:53:11.733;2025-09-25T16:36:35.347;;2025-09-25T16:37:00;0.0;0;83857.0;19.0;15933.0;99790.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;47799;I-MED S.A.;99.509.000-7;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATE;avda 11 de septiembre 1901 piso 3;Providencia;Región Metropolitana de Santiago;Bruno Grass;Jefe Control de Gestión y Soporte Comercial;;F3-003-DEPTO. TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES.  CONTRATACIÓN SERV. EMISIÓN DE LME PARA EL SSO 2° LLAMADO DESDE 1057532-2-LE23.  SERVICIOS EMISIÓN LICENCIA MEDICA ELECTRÓNICA ,(31 DE MAYO AL 29 DE JUNIO 2025).  ORDEN DE COMPRA DESDE 1057532-2-LE23  Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-4010-SE25;F3-146/Alimentos Perecibles para CTPeulla/ Marzo 2025;12;Recepción Conforme;1057532-2-LE25;SE;CLP;;2;7;CL;2025-03-19T15:40:01.627;2025-03-21T15:42:26.183;2025-03-23T00:51:47.033;;2025-04-09T09:11:00;0.0;0;7540500.0;19.0;1432695.0;8973195.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Alicia Vidal Paredes;Comprador Administrativo;;1492725;Owatch Servicios Integrales;76.585.252-8;Servicios Generales;Lautaro 089;Fresia;Región de los Lagos ;Claudio Andres  Pincheira Moran;Sales Manger;;CONVENIO DE ALIMENTOS PERECIBLES PARA CTPEULLA 2025 DESDE 1057532-2-LE25//NOTA: NO SE PODRÁ EMITIR FACTURA SIN PREVIA RECEPCIÓN CONFORME DE O/C. //LA FACTURA DEBE INDICAR EL NÚMERO DE O/C ASOCIADA. DEBERAN: ENVIAR LOS DOCUMENTOS MERCANTILES EN ARCHIVO XLMS Y PDF AL CORREO dipresrecepcion@custodium.com
1057922-73-AG25;F5-032-IVO-ADQUISICIÓN DE EQUIPAMIENTO DE FISIOTERAPIA PARA CESFAM CON SAR CHUYACA;12;Recepción Conforme;;AG;CLP;3480;2;7;Other;2025-07-29T16:03:01.513;2025-08-07T08:50:43.967;2025-08-11T09:38:12.697;;2025-08-07T08:50:00;0.0;0;2977700.0;19.0;565763.0;3543463.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Ivan Vargas Ojeda;Comprador Administrativo;;1350736;Playmed;76.275.329-4;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Pasaje Dario Salas 1251;Maipú;Región Metropolitana de Santiago;José Rodrigo Echegoyen Bravo;Gerente General;;FSC N° 32 SUBDEPTO DE INVERSIONES DE EQUIPOS Y EQUIPAMIENTO  Orden de Compra código: 1057922-73-AG25 dirigida a COMERCIALIZADORA DE EQUIPAMIENTO MEDICO JOSE RODRIGO ECHEGOYEN BRAVO E, Orden de Compra generada por invitación a compra ágil: 1057922-80-COT25. Nota: No se podrá emitir factura  sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo  dipresrecepcion@custodium.com.
1057922-74-AG25;F5-032-IVO/ADQUISICION DE EQUIPAMIENTO PARA CESFAM CON SAR CHUYACA – Equipamiento Fisioterapia;12;Recepción Conforme;;AG;CLP;3327;2;7;Other;2025-07-29T16:05:02.107;2025-08-04T14:56:55.417;2025-08-05T16:51:29.917;;2025-08-04T14:56:00;0.0;0;1004000.0;19.0;190760.0;1194760.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Ivan Vargas Ojeda;Comprador Administrativo;;1350736;Playmed;76.275.329-4;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Pasaje Dario Salas 1251;Maipú;Región Metropolitana de Santiago;José Rodrigo Echegoyen Bravo;Gerente General;;FSC N° 32 SUBDEPTO DE INVERSIONES DE EQUIPOS Y EQUIPAMIENTO  Orden de Compra código: 1057922-74-AG25 dirigida a COMERCIALIZADORA DE EQUIPAMIENTO MEDICO JOSE RODRIGO ECHEGOYEN BRAVO E, Orden de Compra generada por invitación a compra ágil: 1057922-81-COT25,  Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
